Person;primeGender;prime;primeEmotion;corrAnsPrime;targetPerson;targetGender;target;targetEmotion;Cond;corrAnsTar;gender;condition;ID_primer;ID_target;PrimerTime;PrimerTime120;JitterTime;conditionsFile;primePerson;emotion_condition;Condition;example.thisRepN;example.thisTrialN;example.thisN;example.thisIndex;readinBlocks.thisRepN;readinBlocks.thisTrialN;readinBlocks.thisN;readinBlocks.thisIndex;trials.thisRepN;trials.thisTrialN;trials.thisN;trials.thisIndex;text_intro.started;text_intro.stopped;text_probe.started;text_probe.stopped;key_resp_2.keys;key_resp_2.rt;key_resp_2.started;key_resp_2.stopped;polygon_ISI.started;polygon_ISI.stopped;polygon.started;polygon.stopped;primerImage.started;primerImage.stopped;maskImage.started;maskImage.stopped;response.started;response.stopped;key_resp.keys;key_resp.corr;key_resp.rt;key_resp.started;key_resp.stopped;text.started;text.stopped;key_resp_Rating.keys;key_resp_Rating.rt;key_resp_Rating.started;key_resp_Rating.stopped;text_start.started;text_start.stopped;text_pause.started;text_pause.stopped;text_ende.started;text_ende.stopped;participant;date;expName;psychopyVersion;frameRate;
;f;040_y_f_n_a.jpg;neutral;8;40;f;040_y_f_s_a.jpg;sad;incongruent;7;match;;140;160;;2;123;block1_Pilot_2;40;n_s;n_s_weak;;;;;0;0;0;0;0;26;26;26;;;;;;;;;221.19952889999968;None;222.24285999999984;222.5333768999999;222.5333768999999;222.54947730000004;222.54947730000004;222.5904343999996;222.5904343999996;None;None;0;;222.5904343999996;None;224.09024060000002;None;['9'];[0.31523539999989225];224.09024060000002;None;;;;;;;Emoconpilot046;2022_Jan_07_1217;BackwardMask;2020.2.8;120.1534599994396;
;f;028_y_f_s_a.jpg;sad;7;27;m;027_o_m_s_a.jpg;sad;congruent;7;mismatch;;130;160;;3;159;block1_Pilot_2;28;s_s;s_s_weak;;;;;0;0;0;0;0;27;27;27;;;;;;;;;227.09119789999977;None;228.4424538999997;228.73304879999978;228.73304879999978;228.75776399999995;228.75776399999995;228.79850069999975;228.79850069999975;None;8;0;1.2868109000000914;228.79850069999975;None;230.2987745999999;None;['8'];[0.5464308000000528];230.2987745999999;None;;;;;;;Emoconpilot046;2022_Jan_07_1217;BackwardMask;2020.2.8;120.1534599994396;
;f;012_o_f_s_a.jpg;sad;7;27;m;027_o_m_s_a.jpg;sad;congruent;7;mismatch;;130;160;;18;166;block1_Pilot_2;12;s_s;s_s_weak;;;;;0;0;0;0;0;28;28;28;;;;;;;;;233.29977059999965;None;234.69014949999973;234.98320339999964;234.98320339999964;235.1330842999996;235.1330842999996;235.17396299999973;235.17396299999973;None;7;1;0.47126570000000356;235.17396299999973;None;236.6742548999996;None;['7'];[0.27502929999991466];236.6742548999996;None;;;;;;;Emoconpilot046;2022_Jan_07_1217;BackwardMask;2020.2.8;120.1534599994396;
;f;028_y_f_n_a.jpg;neutral;8;28;f;028_y_f_h_a.jpg;happy;incongruent;9;match;;140;150;;2;186;block1_Pilot_2;28;n_h;n_h_weak;;;;;0;0;0;0;0;29;29;29;;;;;;;;;239.6748617999997;None;241.30883259999973;241.6002443999996;241.6002443999996;241.61647959999982;241.61647959999982;241.65734429999975;241.65734429999975;None;8;0;0.7000645999996777;241.65734429999975;None;243.15722189999997;None;['8'];[0.26407579999977315];243.15722189999997;None;;;;;;;Emoconpilot046;2022_Jan_07_1217;BackwardMask;2020.2.8;120.1534599994396;
;m;027_o_m_n_a.jpg;neutral;8;16;m;016_y_m_n_a.jpg;neutral;congruent;8;match;;140;170;;2;188;block1_Pilot_2;27;n_n;n_n_weak;;;;;0;0;0;0;0;30;30;30;;;;;;;;;246.1573374999998;None;247.74749459999975;248.04222549999986;248.04222549999986;248.05807539999978;248.05807539999978;248.09919149999996;248.09919149999996;None;None;0;;248.09919149999996;None;249.59928199999968;None;['9'];[0.4860917999999401];249.59928199999968;None;;;;;;;Emoconpilot046;2022_Jan_07_1217;BackwardMask;2020.2.8;120.1534599994396;
;f;012_o_f_s_a.jpg;sad;7;13;m;013_y_m_n_a.jpg;neutral;incongruent;8;mismatch;;130;170;;3;162;block1_Pilot_2;12;s_n;s_n_strong;;;;;0;0;0;0;0;31;31;31;;;;;;;;;252.6003111;None;253.95396749999964;254.25019350000002;254.25019350000002;254.27483249999977;254.27483249999977;254.3160058999997;254.3160058999997;None;None;0;;254.3160058999997;None;255.8160780999997;None;['9'];[0.30924610000010944];255.8160780999997;None;;;;;;;Emoconpilot046;2022_Jan_07_1217;BackwardMask;2020.2.8;120.1534599994396;
;f;012_o_f_s_a.jpg;sad;7;16;m;016_y_m_h_a.jpg;happy;incongruent;9;mismatch;;130;150;;1;238;block1_Pilot_2;12;s_h;s_h_strong;;;;;0;0;0;0;0;32;32;32;;;;;;;;;258.8171137999998;None;260.8029465999998;261.1004303999998;261.1004303999998;261.1085942999998;261.1085942999998;261.14943519999997;261.14943519999997;None;None;0;;261.14943519999997;None;262.6495157999998;None;['9'];[0.37972209999998086];262.6495157999998;None;;;;;;;Emoconpilot046;2022_Jan_07_1217;BackwardMask;2020.2.8;120.1534599994396;
;f;028_y_f_n_a.jpg;neutral;8;21;f;021_o_f_n_a.jpg;neutral;congruent;8;match;;140;170;;3;220;block1_Pilot_2;28;n_n;n_n_weak;;;;;0;0;0;0;0;33;33;33;;;;;;;;;265.6508689999996;None;267.5511978999998;267.8425285999997;267.8425285999997;267.8670857999996;267.8670857999996;267.9079806999998;267.9079806999998;None;8;1;0.6573358999999073;267.9079806999998;None;269.40800179999997;None;['7'];[0.3013907999998082];269.40800179999997;None;;;;;;;Emoconpilot046;2022_Jan_07_1217;BackwardMask;2020.2.8;120.1534599994396;
;f;040_y_f_h_a.jpg;happy;9;33;m;033_o_m_s_a.jpg;sad;incongruent;7;mismatch;;120;160;;2;194;block1_Pilot_2;40;h_s;h_s_weak;;;;;0;0;0;0;0;34;34;34;;;;;;;;;272.4079425;None;274.0329142999999;274.32567119999976;274.32567119999976;274.34190179999996;274.34190179999996;274.3830353999997;274.3830353999997;None;None;0;;274.3830353999997;None;275.8833328999999;None;['9'];[0.3298018000000411];275.8833328999999;None;;;;;;;Emoconpilot046;2022_Jan_07_1217;BackwardMask;2020.2.8;120.1534599994396;
;f;028_y_f_h_a.jpg;happy;9;8;m;008_y_m_n_a.jpg;neutral;incongruent;8;mismatch;;120;170;;3;162;block1_Pilot_2;28;h_n;h_n_weak;;;;;0;0;0;0;0;35;35;35;;;;;;;;;278.8839459999999;None;280.2452619999999;280.5341254;280.5341254;280.55881759999966;280.55881759999966;280.5997556999996;280.5997556999996;None;9;0;0.501716100000067;280.5997556999996;None;282.0997937999996;None;['7'];[0.27354409999998097];282.0997937999996;None;;;;;;;Emoconpilot046;2022_Jan_07_1217;BackwardMask;2020.2.8;120.1534599994396;
