trials_example.thisRepN,trials_example.thisTrialN,trials_example.thisN,trials_example.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_study.thisRepN,trials_study.thisTrialN,trials_study.thisN,trials_study.thisIndex,text_welcome.started,text_welcome.stopped,text_intro.started,text_intro.stopped,key_resp_intro.keys,key_resp_intro.rt,key_resp_intro.started,key_resp_intro.stopped,text_intro2.started,text_intro2.stopped,key_resp_intro2.keys,key_resp_intro2.rt,key_resp_intro2.started,key_resp_intro2.stopped,example trial,personPrimeExample,genderPrimeExample,primeExample,emotionPrimeExample,corrAnsPrimeExample,example mask time,fix300_example.started,fix300_example.stopped,image_primer_example.started,image_primer_example.stopped,scrambled.started,scrambled.stopped,text_response_example.started,text_response_example.stopped,key_resp_example.keys,key_resp_example.corr,key_resp_example.rt,key_resp_example.rt in ms,key_resp_example.started,key_resp_example.stopped,Jitter_example.started,Jitter_example.stopped,text_start.started,text_start.stopped,text_pause.started,text_pause.stopped,key_resp_pause.keys,key_resp_pause.rt,key_resp_pause.rt in ms,key_resp_pause.started,key_resp_pause.stopped,study trial,personPrimeStudy,genderPrimeStudy,primeStudy,emotionPrimeStudy,corrAnsPrimeStudy,study mask time,Block,fix300_study.started,fix300_study.stopped,image_primer_study.started,image_primer_study.stopped,scrambled_study.started,scrambled_study.stopped,text_response_study.started,text_response_study.stopped,key_resp_study.keys,key_resp_study.corr,key_resp_study.rt,key_resp_study.rt in ms,key_resp_study.started,key_resp_study.stopped,Jitter_study.started,Jitter_study.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,15.300293499999952,18.29345526999998,18.29854690000002,23.41140637000001,a,5.100827000000095,18.29854690000002,23.41140637000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,,,,,,,,,,,,,,,,,23.418775600000004,25.609870070000056,a,2.1806761999999935,23.418775600000004,25.609870070000056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,3.0,f,1113_y_f_s_a.jpg,sad,a,3,25.618938800000024,25.91025757,26.559403400000065,26.58671966999998,26.606178200000045,26.64359496999998,26.648781600000007,28.00872197000001,a,1,1.3504146999999875,1350.4146999999875,26.648781600000007,28.00872197000001,28.010566899999958,29.226891170000044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,1,1.0,m,1111_m_m_s_a.jpg,sad,a,3,29.228719599999977,29.52695717000006,29.75724790000004,29.78296487,29.783809700000006,29.819926369999962,29.81994789999999,30.605108169999994,a,1,0.7713208999999779,771.3208999999779,29.81994789999999,30.605108169999994,30.60804250000001,31.860410770000044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,2,3.0,f,1113_y_f_n_a.jpg,neutral,s,3,31.863043800000014,32.160306969999965,32.38541989999999,32.411030470000014,32.41107729999999,32.44787437000002,32.44776690000003,33.18420166999999,s,1,0.7275303999999778,727.5303999999778,32.44776690000003,33.18420166999999,33.18472350000002,34.77708237000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,3,2.0,f,1112_m_f_h_a.jpg,happy,d,17,34.77916860000005,35.07713457,35.27832539999997,35.43966337000006,35.44235519999995,35.482824670000014,35.48596090000001,36.19616177,d,1,0.6971657999999934,697.1657999999934,35.48596090000001,36.19616177,36.19906190000006,37.81038307000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,4,2.0,f,1112_m_f_n_a.jpg,neutral,s,17,37.81184110000004,38.11037707000003,38.33780539999998,38.50900157000001,38.51176650000002,38.55266867,38.555584899999985,39.317759470000055,s,1,0.7478449000000182,747.8449000000182,38.555584899999985,39.317759470000055,39.32123009999998,40.41882097000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.46558349999998,43.460399069999994,43.461249599999974,45.071061869999994,a,1.6018952000000581,1601.8952000000581,43.461249599999974,45.071061869999994,0,8.0,f,019_m_f_s_a.jpg,sad,a,3,1,45.076398100000006,45.36896247000004,46.01324009999996,46.04171897000003,46.041693099999975,46.078241270000035,46.07847949999996,47.10309287000007,a,1,1.016804900000011,1016.804900000011,46.07847949999996,47.10309287000007,47.11362789999998,48.760604870000066,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6.0,m,033_o_m_n_a.jpg,neutral,s,17,1,48.76579760000004,49.06057297000007,49.25081499999999,49.41990126999997,49.424721100000056,49.46591807000004,49.47111510000002,50.02567386999999,s,1,0.544114000000036,544.114000000036,49.47111510000002,50.02567386999999,50.02820320000001,51.32703427000001,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.0,m,008_y_m_s_a.jpg,sad,a,3,1,51.327299100000005,51.62736897000002,51.857410200000004,51.88309736999997,51.883103300000016,51.920247270000004,51.9203215,53.06540387000007,a,1,1.1349629999999706,1134.9629999999706,51.9203215,53.06540387000007,53.0732438,54.71076827000002,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,11.0,f,030_o_f_h_a.jpg,happy,d,3,1,54.716403900000046,55.01083337,55.22566310000002,55.25238877000004,55.25292120000006,55.288131969999995,55.28760280000006,56.01972026999999,d,1,0.7197949000000108,719.7949000000108,55.28760280000006,56.01972026999999,56.02732100000003,57.22743217000004,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,11.0,f,030_o_f_s_a.jpg,sad,a,17,1,57.23058149999997,57.527495069999986,57.73248799999999,57.89190746999998,57.896838600000024,57.93734517000007,57.94227769999998,58.60024956999996,s,0,0.6488738000000467,648.8738000000467,57.94227769999998,58.60024956999996,58.60351860000003,59.65252667000004,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,11.0,f,030_o_f_s_a.jpg,sad,a,17,1,59.65846680000004,59.952552569999966,60.15946599999995,60.321861969999986,60.326409600000034,60.367521669999974,60.37255570000002,61.06636536999997,a,1,0.6829277000000502,682.9277000000502,60.37255570000002,61.06636536999997,61.080606099999954,62.902526569999964,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5.0,m,027_o_m_n_a.jpg,neutral,s,3,1,62.90669390000005,63.202542770000036,63.4053725,63.43348587000003,63.43793089999997,63.478368870000054,63.483346900000015,64.39174447000005,s,1,0.8999714000000267,899.9714000000267,63.483346900000015,64.39174447000005,64.39815510000005,66.11935836999999,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8.0,f,019_m_f_n_a.jpg,neutral,s,3,1,66.12352680000004,66.41927837000003,66.65663319999999,66.68249817000003,66.68318950000003,66.72049536999998,66.72045400000002,67.32815506999998,s,1,0.5988245999999435,598.8245999999435,66.72045400000002,67.32815506999998,67.33726179999996,68.87772757000005,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5.0,m,027_o_m_h_a.jpg,happy,d,17,1,68.88293940000005,69.17779357000006,69.39516790000005,69.55825647000006,69.56278340000006,69.60276217,69.60448340000005,70.09744226999999,d,1,0.4828631000000314,482.8631000000314,69.60448340000005,70.09744226999999,70.10923979999995,71.27786217000005,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,8.0,f,019_m_f_n_a.jpg,neutral,s,17,1,71.28333150000003,71.57773987000007,71.81944080000005,71.97742317000007,71.98235829999999,72.02339027000005,72.02785259999996,72.43439917,s,1,0.39549329999999827,395.49329999999827,72.02785259999996,72.43439917,72.4462757,73.96119627000007,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,11.0,f,030_o_f_h_a.jpg,happy,d,3,1,73.96738479999999,74.26118207000002,74.46683719999999,74.49252517000002,74.49572190000004,74.53653907,74.54131489999997,75.40571886999999,d,1,0.8500427999999829,850.0427999999829,74.54131489999997,75.40571886999999,75.41368380000006,76.53624217000004,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3.0,m,013_y_m_s_a.jpg,sad,a,3,1,76.54187320000005,76.83617636999998,76.96831229999998,76.99123927000005,76.99137740000003,77.02889237,77.0290827,77.79857897,s,0,0.7621199000000161,762.1199000000161,77.0290827,77.79857897,77.80621729999996,79.51129836999996,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12.0,f,040_y_f_n_a.jpg,neutral,s,17,1,79.51589630000001,79.81124296999997,80.05334270000003,80.20667036999998,80.21178670000006,80.25247266999997,80.25732440000002,80.77487267000004,s,1,0.5097544000000198,509.7544000000198,80.25732440000002,80.77487267000004,80.78135950000001,81.79468356999996,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,12.0,f,040_y_f_h_a.jpg,happy,d,3,1,81.79961709999998,82.09460017000004,82.12480110000001,82.14743816999999,82.14902789999996,82.18733597000005,82.18745839999997,83.10465756999997,d,1,0.9076982999999927,907.6982999999927,82.18745839999997,83.10465756999997,83.10780199999999,85.06135457000005,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,7.0,f,012_o_f_h_a.jpg,happy,d,17,1,85.06742299999996,85.36137216999998,85.38804589999995,85.52139767000006,85.52618730000006,85.56322026999999,85.56269210000005,86.13473907000002,d,1,0.5645048999999744,564.5048999999744,85.56269210000005,86.13473907000002,86.14303510000002,87.81144876999997,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,9.0,f,021_o_f_n_a.jpg,neutral,s,17,1,87.81573190000006,88.11152797,88.61073550000003,88.77105506999999,88.77583330000004,88.81674267000005,88.82193800000005,89.30194906999998,s,1,0.47331499999995685,473.31499999995685,88.82193800000005,89.30194906999998,89.30933819999996,90.41147517000002,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,10.0,f,028_y_f_s_a.jpg,sad,a,3,1,90.41729320000002,90.71150777000003,90.73755990000006,90.76029647000007,90.7611392,90.79588667000007,90.79592209999998,91.68478417000006,a,1,0.8752693999999792,875.2693999999792,90.79592209999998,91.68478417000006,91.692906,93.41989387000001,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,10.0,f,028_y_f_h_a.jpg,happy,d,17,1,93.4250965,93.71979856999997,93.74818519999997,93.87983446999999,93.88357870000004,93.92449277000003,93.9297656,94.53559397000004,d,1,0.5895457000000306,589.5457000000306,93.9297656,94.53559397000004,94.54517959999998,96.43664956999999,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,9.0,f,021_o_f_h_a.jpg,happy,d,3,1,96.44224440000005,96.73655937000001,96.97534930000006,97.00148277000005,97.00629820000006,97.04730876999997,97.05243070000006,97.59823867,d,1,0.5387792000000218,538.7792000000218,97.05243070000006,97.59823867,97.60579919999998,99.06158327000003,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,6.0,m,033_o_m_h_a.jpg,happy,d,3,1,99.06744019999996,99.36159807000001,99.38512190000006,99.40773967000007,99.4083372,99.44607086999997,99.4475612,100.08510756999999,d,1,0.6236652999999706,623.6652999999706,99.4475612,100.08510756999999,100.09265679999999,101.58662487000004,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,1.0,m,004_o_m_h_a.jpg,happy,d,3,1,101.59256960000005,101.88663446999999,102.09848020000004,102.12548197000001,102.12862770000004,102.16550376999999,102.16863269999999,102.74532426999997,d,1,0.5665760000000546,566.5760000000546,102.16863269999999,102.74532426999997,102.75476400000002,103.86999406999996,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,2.0,m,008_y_m_s_a.jpg,sad,a,3,1,103.87404820000006,104.17000237000002,104.40313800000001,104.42835417000003,104.4286538,104.46460157000001,104.46453389999999,105.28815987000007,a,1,0.8146293999999443,814.6293999999443,104.46453389999999,105.28815987000007,105.29474130000006,106.29508697000006,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,4.0,m,016_y_m_s_a.jpg,sad,a,17,1,106.2990714,106.59510747000002,106.62596229999997,106.76341787000001,106.7652392,106.80461277000006,106.80626849999999,107.36487207000005,a,1,0.5449433999999655,544.9433999999655,106.80626849999999,107.36487207000005,107.37528410000004,108.39503647000004,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,8.0,f,019_m_f_h_a.jpg,happy,d,17,1,108.39790249999999,108.69510517000003,108.71398629999999,108.84671757000001,108.85027060000004,108.88923137000006,108.89395320000006,109.29792777,d,1,0.3932289000000537,393.2289000000537,108.89395320000006,109.29792777,109.3050058,110.89506357000005,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,8.0,f,019_m_f_h_a.jpg,happy,d,3,1,110.89810480000006,111.19516697000006,111.21542880000004,111.23748787,111.2381848,111.27349807000007,111.27451710000003,111.77960086999997,d,1,0.4927954999999429,492.7954999999429,111.27451710000003,111.77960086999997,111.78595819999998,112.98688947000005,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,25,0,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,4.0,m,016_y_m_n_a.jpg,neutral,s,17,1,112.99009350000006,113.28688856999997,113.54608689999998,113.70552286999998,113.71027849999996,113.75099147000003,113.75620419999996,114.29575256999999,s,1,0.5310652000000573,531.0652000000573,113.75620419999996,114.29575256999999,114.307186,115.35364677000007,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,26,0,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,4.0,m,016_y_m_h_a.jpg,happy,d,3,1,115.35899800000004,115.65359237000007,115.67398409999998,115.69685097000001,115.69730830000003,115.73436506999997,115.73627740000006,116.36573477000002,d,1,0.622980699999971,622.980699999971,115.73627740000006,116.36573477000002,116.37751839999999,117.77039607000006,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,27,0,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,8.0,f,019_m_f_h_a.jpg,happy,d,3,1,117.77639420000003,118.07043777000001,118.09300370000005,118.11499957000001,118.11526430000004,118.15491056999997,118.15511400000003,118.67906567,d,1,0.5080682999999908,508.0682999999908,118.15511400000003,118.67906567,118.68753330000004,119.75364557,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,28,0,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,8.0,f,019_m_f_s_a.jpg,sad,a,17,1,119.75771710000004,120.05366317000005,120.30706340000006,120.46929756999998,120.47299459999999,120.51372587000003,120.51875389999998,121.35178177,a,1,0.8245136000000457,824.5136000000457,120.51875389999998,121.35178177,121.36624210000002,122.45380137000006,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,29,0,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,10.0,f,028_y_f_n_a.jpg,neutral,s,3,1,122.45963159999997,122.75379156999998,122.96491400000002,122.99087646999999,122.99130090000006,123.02655427000002,123.02686240000003,123.76536167000006,s,1,0.7243641000000025,724.3641000000025,123.02686240000003,123.76536167000006,123.77158499999996,124.87049747000003,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,30,0,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,12.0,f,040_y_f_n_a.jpg,neutral,s,3,1,124.87482799999998,125.17041617000007,125.3968099,125.42278147000002,125.42356810000001,125.45989897000004,125.46146339999996,126.11243377000005,s,1,0.6417694000000438,641.7694000000438,125.46146339999996,126.11243377000005,126.12195940000004,127.42051317000005,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,31,0,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,5.0,m,027_o_m_n_a.jpg,neutral,s,3,1,127.42493060000004,127.72041947000002,127.9336793,127.95923527000002,127.95962099999997,127.99668646999999,127.99788360000002,128.52250087000004,s,1,0.5132509999999684,513.2509999999684,127.99788360000002,128.52250087000004,128.53009729999997,130.22049957000002,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,32,0,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,8.0,f,019_m_f_n_a.jpg,neutral,s,3,1,130.22097810000002,130.52043317000005,130.76698510000006,130.79419577,130.7977393,130.83464866999998,130.83752779999998,131.36620217000007,s,1,0.5135601000000634,513.5601000000634,130.83752779999998,131.36620217000007,131.3745722,133.35392157,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,33,0,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,4.0,m,016_y_m_n_a.jpg,neutral,s,3,1,133.3578847,133.65390907000005,133.89312659999996,133.91851307000002,133.91887770000005,133.95513376999997,133.95503940000003,134.65270386999998,s,1,0.6841097999999874,684.1097999999874,133.95503940000003,134.65270386999998,134.66141430000005,135.65405437000004,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,34,0,34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,11.0,f,030_o_f_n_a.jpg,neutral,s,3,1,135.66006730000004,135.95409397000003,136.17588709999995,136.20201586999997,136.20302830000003,136.23844337000003,136.23837319999996,137.57056307000005,s,1,1.3206281999999874,1320.6281999999874,136.23837319999996,137.57056307000005,137.57695090000004,139.47893567000006,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,35,0,35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,9.0,f,021_o_f_h_a.jpg,happy,d,3,1,139.48183300000005,139.77897267000003,139.98659429999998,140.01253156999996,140.01325940000004,140.04867907000005,140.04876679999995,140.61231537000003,d,1,0.5502917999999681,550.2917999999681,140.04876679999995,140.61231537000003,140.6182238,141.67081107,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,36,0,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,11.0,f,030_o_f_s_a.jpg,sad,a,17,1,141.6766116,141.97073907000004,142.16596019999997,142.32145527,142.32431410000004,142.36243866999996,142.366043,143.07954427000004,a,1,0.705254400000058,705.254400000058,142.366043,143.07954427000004,143.08887119999997,144.76251047000005,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,37,0,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,12.0,f,040_y_f_n_a.jpg,neutral,s,3,1,144.769453,145.06249407000007,145.2741598,145.30126697000003,145.30606880000005,145.34733367,145.3522365,145.95232486999998,s,1,0.5909417000000303,590.9417000000303,145.3522365,145.95232486999998,145.9641623,147.79592157000002,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,38,0,38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,9.0,f,021_o_f_s_a.jpg,sad,a,3,1,147.8005716,148.09586296999998,148.11958289999995,148.14266427000007,148.14351139999997,148.18037847000005,148.1819388,148.96931837,a,1,0.7772122999999738,777.2122999999738,148.1819388,148.96931837,148.97682640000005,150.38768406999998,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,39,0,39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,4.0,m,016_y_m_n_a.jpg,neutral,s,17,1,150.39315520000002,150.68770127000005,151.05003069999998,151.20783216999996,151.21171579999998,151.25257786999998,151.25659600000006,151.73634857000002,s,1,0.4705954999999449,470.5954999999449,151.25659600000006,151.73634857000002,151.7478959,153.49611176999997,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,40,0,40,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,9.0,f,021_o_f_s_a.jpg,sad,a,17,1,153.50182919999997,153.79604947000007,153.8209832,153.95602757000006,153.95797560000005,153.99724877000006,153.99922260000005,154.70087277000005,a,1,0.6878465999999435,687.8465999999435,153.99922260000005,154.70087277000005,154.70751340000004,156.57115537000004,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,41,0,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,11.0,f,030_o_f_h_a.jpg,happy,d,3,1,156.57671700000003,156.87106427000003,157.087854,157.11430787000006,157.11443759999997,157.14981487,157.15031050000005,157.72960567000007,d,1,0.5689712000000782,568.9712000000782,157.15031050000005,157.72960567000007,157.7429998,159.57950787000004,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,42,0,42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,4.0,m,016_y_m_h_a.jpg,happy,d,3,1,159.58570510000004,159.87954197,159.90452979999998,159.92737997000006,159.92771300000004,159.96402487,159.96402869999997,160.82329117000006,d,1,0.8431416000000809,843.1416000000809,159.96402869999997,160.82329117000006,160.83262200000001,162.61278906999996,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
