trials_example.thisRepN,trials_example.thisTrialN,trials_example.thisN,trials_example.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_study.thisRepN,trials_study.thisTrialN,trials_study.thisN,trials_study.thisIndex,text_welcome.started,text_welcome.stopped,text_intro.started,text_intro.stopped,key_resp_intro.keys,key_resp_intro.started,key_resp_intro.stopped,text_intro2.started,text_intro2.stopped,key_resp_intro2.keys,key_resp_intro2.started,key_resp_intro2.stopped,example trial,personPrimeExample,genderPrimeExample,primeExample,emotionPrimeExample,corrAnsPrimeExample,example mask time,fix300_example.started,fix300_example.stopped,image_primer_example.started,image_primer_example.stopped,scrambled.started,scrambled.stopped,text_response_example.started,text_response_example.stopped,key_resp_example.keys,key_resp_example.corr,key_resp_example.started,key_resp_example.stopped,Jitter_example.started,Jitter_example.stopped,key_resp_example.rt,key_resp_example.rt in ms,text_start.started,text_start.stopped,text_pause.started,text_pause.stopped,key_resp_pause.keys,key_resp_pause.rt,key_resp_pause.rt in ms,key_resp_pause.started,key_resp_pause.stopped,study trial,personPrimeStudy,genderPrimeStudy,primeStudy,emotionPrimeStudy,corrAnsPrimeStudy,study mask time,Block,fix300_study.started,fix300_study.stopped,image_primer_study.started,image_primer_study.stopped,scrambled_study.started,scrambled_study.stopped,text_response_study.started,text_response_study.stopped,key_resp_study.keys,key_resp_study.corr,key_resp_study.rt,key_resp_study.rt in ms,key_resp_study.started,key_resp_study.stopped,Jitter_study.started,Jitter_study.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,1,0,1,0,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,9.0,f,021_o_f_h_a.jpg,happy,d,2,2,946.0190674999999,946.3134860299999,946.5254970999999,946.5426942299998,946.5427964,946.5786315299999,946.5789684000001,947.2149007300002,d,1,0.6276793000001817,627.6793000001817,946.5789684000001,947.2149007300002,947.2232542000002,948.38021933,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,3.0,m,013_y_m_s_a.jpg,sad,a,2,2,948.384372,948.68016173,948.6980687,948.71360493,948.7143377000002,948.7487237299999,948.7483022000001,949.33509433,d,0,0.5782291000000441,578.2291000000441,948.7483022000001,949.33509433,949.3435783999998,951.14690193,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,10.0,f,028_y_f_h_a.jpg,happy,d,2,2,951.1511550999999,951.44691463,951.4692286,951.4841695299999,951.4843701,951.52306613,951.523209,952.9906283299999,a,0,1.4514075000001867,1451.4075000001867,951.523209,952.9906283299999,952.9971916,954.7635324300002,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,4.0,m,016_y_m_h_a.jpg,happy,d,17,2,954.7665407999998,955.0636163299998,955.0897460000001,955.2236791299999,955.2278669000002,955.2689404300002,955.2743276000001,955.80633883,d,1,0.5162715000001299,516.2715000001299,955.2743276000001,955.80633883,955.8180222999999,957.4803769299999,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,6.0,m,033_o_m_h_a.jpg,happy,d,17,2,957.4865433,957.78047343,957.8163599999998,957.9485726300002,957.9505095,957.9899210299998,957.9927327,958.2492576299999,d,1,0.24581440000019938,245.81440000019938,957.9927327,958.2492576299999,958.2576935000002,959.42204513,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,5.0,m,027_o_m_s_a.jpg,sad,a,2,2,959.4264164000001,959.72205603,959.7452825999999,959.76033373,959.7623205,959.7988028299999,959.8002144000002,960.54918453,s,0,0.7344284999999218,734.4284999999218,959.8002144000002,960.54918453,960.5599787000001,962.3054791299999,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,10.0,f,028_y_f_n_a.jpg,neutral,s,2,2,962.3110360000001,962.6055042300002,962.8139489999999,962.8303405300001,962.8307447000002,962.8655623299999,962.8651513999998,963.5109119299998,s,1,0.6373515000000225,637.3515000000225,962.8651513999998,963.5109119299998,963.5193239,965.4639161299999,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,9.0,f,021_o_f_n_a.jpg,neutral,s,2,2,965.468183,965.7639965300002,965.9670037000001,965.98507133,965.9887597000002,966.02821703,966.0327888000002,966.5580049299999,s,1,0.5177647999998953,517.7647999998953,966.0327888000002,966.5580049299999,966.5621163000001,968.1473247299998,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,25,0,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,8.0,f,019_m_f_h_a.jpg,happy,d,2,2,968.1516538000001,968.4472818299998,968.4641704000001,968.4790957299999,968.4792843999999,968.5156507300001,968.5154059000001,969.1567440299998,d,1,0.6349006999998892,634.9006999998892,968.5154059000001,969.1567440299998,969.1610193000001,970.7140562299999,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,26,0,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,4.0,m,016_y_m_n_a.jpg,neutral,s,2,2,970.719443,971.0140518300002,971.2593473000002,971.2762845300001,971.2799107999999,971.3202248300001,971.3241323000002,972.1430008300001,s,1,0.8026912000000266,802.6912000000266,971.3241323000002,972.1430008300001,972.1536986000001,973.4474696300001,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,27,0,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,1.0,m,004_o_m_h_a.jpg,happy,d,17,2,973.4528968,973.7474724299998,973.9472519000001,974.10927203,974.1131586000001,974.1536121299998,974.1586633000002,975.1670842299998,d,1,0.9999403000001621,999.9403000001621,974.1586633000002,975.1670842299998,975.1788092000002,976.2308519300002,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,28,0,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,10.0,f,028_y_f_s_a.jpg,sad,a,2,2,976.2364950000001,976.5307879300001,976.5467116,976.5620605299998,976.5627525999998,976.5985990299998,976.6000064,977.24591493,d,0,0.6305373000000145,630.5373000000145,976.6000064,977.24591493,977.2550363999999,978.7724919300001,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,29,0,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,5.0,m,027_o_m_h_a.jpg,happy,d,17,2,978.7786187000002,979.0725955300002,979.2910388,979.45633213,979.4608736999999,979.5005772299999,979.5052485000001,979.7816420299998,d,1,0.26151089999984833,261.51089999984833,979.5052485000001,979.7816420299998,979.7930299,981.6975845300001,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,30,0,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,10.0,f,028_y_f_h_a.jpg,happy,d,17,2,981.7022476000002,981.99764523,982.0189003999999,982.1491951300002,982.1524760000002,982.1904151299998,982.1939545999999,983.0237857300001,d,1,0.8127461999997649,812.7461999997649,982.1939545999999,983.0237857300001,983.0334837,984.1225964299999,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,31,0,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,5.0,m,027_o_m_h_a.jpg,happy,d,17,2,984.1286881999999,984.42261093,984.6418896999999,984.81407393,984.8186721000002,984.8600038299999,984.8650785,985.27264163,d,1,0.397531699999945,397.531699999945,984.8650785,985.27264163,985.2843324,987.2393290299999,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,32,0,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,9.0,f,021_o_f_n_a.jpg,neutral,s,17,2,987.2435432000002,987.53930453,987.7484027999999,987.91798683,987.9216096,987.9627572299999,987.9677175000002,988.4874827299998,s,1,0.5108673999998246,510.86739999982456,987.9677175000002,988.4874827299998,988.4991702000002,990.4811141299999,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,33,0,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,3.0,m,013_y_m_s_a.jpg,sad,a,17,2,990.4850787,990.7810013300002,990.8044058999999,990.9410206300001,990.9441109999998,990.98228743,990.9857069999998,991.8885550299999,a,1,0.8927419999999984,892.7419999999984,990.9857069999998,991.8885550299999,991.8947327999999,993.78121893,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,34,0,34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,1.0,m,004_o_m_n_a.jpg,neutral,s,2,2,993.7854195,994.0811162299999,994.2938171999999,994.3106134299999,994.3110058000002,994.3489290300001,994.3503178000001,995.0256622300001,s,1,0.6642712000002575,664.2712000002575,994.3503178000001,995.0256622300001,995.0353584999998,996.9229839299999,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,35,0,35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,12.0,f,040_y_f_h_a.jpg,happy,d,17,2,996.9286032,997.2229642300001,997.2473371000001,997.3828559299998,997.3869441000002,997.4275441299999,997.4325770999999,997.9825409299999,d,1,0.5339668000001438,533.9668000001438,997.4325770999999,997.9825409299999,997.9938187000002,999.5396511299998,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,36,0,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,10.0,f,028_y_f_n_a.jpg,neutral,s,17,2,999.5436740999999,999.8396737300002,1000.0401139,1000.1999974299999,1000.2046940999999,1000.2453272300002,1000.2505224000001,1000.5971375299998,s,1,0.3320671000001312,332.0671000001312,1000.2505224000001,1000.5971375299998,1000.6036576000001,1002.0396189300002,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,37,0,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,11.0,f,030_o_f_n_a.jpg,neutral,s,2,2,1002.0435023999999,1002.3396280300001,1002.5306199000001,1002.5478445299998,1002.5480053000001,1002.58343283,1002.5833892,1003.1076939299999,s,1,0.5110905999999886,511.0905999999886,1002.5833892,1003.1076939299999,1003.1148397000002,1004.83130383,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,38,0,38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,1.0,m,004_o_m_h_a.jpg,happy,d,17,2,1004.8344643,1005.13139153,1005.3265501000001,1005.4960918300001,1005.5007716,1005.5420181299999,1005.5471640999999,1006.3097661300001,d,1,0.755659999999807,755.659999999807,1005.5471640999999,1006.3097661300001,1006.3205278999999,1007.67307413,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,39,0,39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,6.0,m,033_o_m_h_a.jpg,happy,d,17,2,1007.6776823999999,1007.9730697299999,1007.9975739000001,1008.1338518300001,1008.1371493000001,1008.1742889300001,1008.1774108,1008.4455857300002,d,1,0.2612007999996422,261.2007999996422,1008.1774108,1008.4455857300002,1008.4542689999998,1009.8147676299998,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,40,0,40,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,7.0,f,012_o_f_h_a.jpg,happy,d,2,2,1009.8191499999998,1010.1148223299999,1010.1348839000002,1010.1504221299999,1010.1506697,1010.1849546300002,1010.1857116000001,1010.6791107299998,d,1,0.47692989999995916,476.92989999995916,1010.1857116000001,1010.6791107299998,1010.6872159999998,1011.8981403300002,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,41,0,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,6.0,m,033_o_m_n_a.jpg,neutral,s,17,2,1011.8979135,1012.1982598299999,1012.4005829000002,1012.56916093,1012.57285,1012.6136969299998,1012.6185961000001,1013.0070070300001,s,1,0.3720797999999377,372.0797999999377,1012.6185961000001,1013.0070070300001,1013.0162473,1014.9483023300002,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,42,0,42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,7.0,f,012_o_f_h_a.jpg,happy,d,2,2,1014.9537264999999,1015.24827093,1015.2711715999999,1015.2861106299999,1015.2864671000002,1015.3243931300001,1015.3245992000002,1015.9257218300002,d,1,0.5942575000003671,594.2575000003671,1015.3245992000002,1015.9257218300002,1015.9371701,1017.88157953,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,43,0,43,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,5.0,m,027_o_m_h_a.jpg,happy,d,17,2,1017.8845575,1018.1816869299998,1018.3943909999998,1018.5641139299998,1018.5688665000002,1018.6102810300001,1018.6144035000002,1018.9201054299999,d,1,0.28834009999991395,288.34009999991395,1018.6144035000002,1018.9201054299999,1018.9306790999999,1020.7900955299999,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,44,0,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,10.0,f,028_y_f_s_a.jpg,sad,a,17,2,1020.7940850999998,1021.09009743,1021.1126168999999,1021.2500409299998,1021.2551398999999,1021.2961048300001,1021.3013513000001,1021.9821515299998,a,1,0.6733382000002166,673.3382000002166,1021.3013513000001,1021.9821515299998,1021.9937811,1023.5400809300002,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,45,0,45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,7.0,f,012_o_f_n_a.jpg,neutral,s,17,2,1023.544288,1023.8400792300001,1024.0548401,1024.2235908300001,1024.2282713999998,1024.2694898299999,1024.2730596000001,1024.7028898299998,s,1,0.4137390000000778,413.7390000000778,1024.2730596000001,1024.7028898299998,1024.7142562,1026.46518103,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,46,0,46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,1.0,m,004_o_m_n_a.jpg,neutral,s,2,2,1026.4705410000001,1026.7649674299998,1026.9490408000001,1026.96656663,1026.970097,1027.0092793299998,1027.0143008999999,1027.4717182299999,s,1,0.44836309999982404,448.36309999982404,1027.0143008999999,1027.4717182299999,1027.4822043,1028.7652684299999,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,47,0,47,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,9.0,f,021_o_f_h_a.jpg,happy,d,2,2,1028.769311,1029.0651728300002,1029.2748101000002,1029.29200333,1029.2920577999998,1029.32695713,1029.3267246,1029.9600440299998,d,1,0.6239055999999437,623.9055999999437,1029.3267246,1029.9600440299998,1029.9728642999999,1031.77363403,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,48,0,48,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,10.0,f,028_y_f_n_a.jpg,neutral,s,2,2,1031.7793421000001,1032.07361483,1032.2802196000002,1032.29657153,1032.2972495,1032.33301203,1032.3330376,1033.1116297299998,s,1,0.7695080999997117,769.5080999997117,1032.3330376,1033.1116297299998,1033.1192294000002,1034.28204183,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,49,0,49,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,7.0,f,012_o_f_h_a.jpg,happy,d,17,2,1034.2859798999998,1034.5819640299999,1034.6046244,1034.7419888299999,1034.7454796000002,1034.7854202299998,1034.7898356,1035.1056519299998,s,0,0.3047594999998182,304.7594999998182,1034.7898356,1035.1056519299998,1035.1151595000001,1037.0070256299998,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,50,0,50,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,5.0,m,027_o_m_h_a.jpg,happy,d,2,2,1037.0123353,1037.30709693,1037.5281583,1037.5454548300002,1037.5457163,1037.58329033,1037.5833483000001,1038.15945803,d,1,0.5593343999998979,559.3343999998979,1037.5833483000001,1038.15945803,1038.1672797,1039.8905157299998,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,51,0,51,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,12.0,f,040_y_f_n_a.jpg,neutral,s,17,2,1039.8960513000002,1040.1902191299998,1040.3961610000001,1040.56159603,1040.5662271,1040.60564313,1040.6106975000002,1041.0176994300002,s,1,0.3958937999996124,395.8937999996124,1040.6106975000002,1041.0176994300002,1041.0283614,1042.55720783,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,52,0,52,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,2.0,m,008_y_m_h_a.jpg,happy,d,17,2,1042.5624672,1042.85717413,1042.8720852000001,1043.00947093,1043.0139602,1043.05494553,1043.0600889000002,1043.43627343,d,1,0.362438099999963,362.438099999963,1043.0600889000002,1043.43627343,1043.4478761,1045.17387123,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,53,0,53,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,6.0,m,033_o_m_h_a.jpg,happy,d,2,2,1045.1779433000002,1045.4739336300001,1045.4961674,1045.5110830299998,1045.5122559000001,1045.5500223299998,1045.5514652000002,1046.0983088300002,d,1,0.535257300000012,535.257300000012,1045.5514652000002,1046.0983088300002,1046.1089462999998,1047.9739633299998,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,54,0,54,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,2.0,m,008_y_m_h_a.jpg,happy,d,17,2,1047.9770769000002,1048.2739727300002,1048.2962725000002,1048.4339747299998,1048.4373636999999,1048.47568453,1048.4786681,1048.8057658300002,d,1,0.3120171999999002,312.0171999999002,1048.4786681,1048.8057658300002,1048.8142327,1050.15733953,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,55,0,55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,12.0,f,040_y_f_h_a.jpg,happy,d,17,2,1050.1628609999998,1050.45740443,1050.4846917999998,1050.61732813,1050.6205909999999,1050.6599773300002,1050.6643564,1051.4068807299998,d,1,0.7263364000000365,726.3364000000365,1050.6643564,1051.4068807299998,1051.4188975000002,1052.7823807299999,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,56,0,56,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,10.0,f,028_y_f_n_a.jpg,neutral,s,2,2,1052.7878578999998,1053.0823796299999,1053.2952906,1053.3123720299998,1053.3127712,1053.3501558300002,1053.3499913,1053.89240593,s,1,0.5285206999997172,528.5206999997172,1053.3499913,1053.89240593,1053.8988760000002,1055.04078143,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,57,0,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,12.0,f,040_y_f_s_a.jpg,sad,a,17,2,1055.0448221000001,1055.34068563,1055.3639496,1055.5007671300002,1055.5040560000002,1055.54260313,1055.5478613999999,1056.1601812299998,a,1,0.6025477000002866,602.5477000002866,1055.5478613999999,1056.1601812299998,1056.1639771999999,1057.2074236299998,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,58,0,58,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,5.0,m,027_o_m_n_a.jpg,neutral,s,2,2,1057.2116164,1057.50742753,1057.7185247000002,1057.7359840299998,1057.7369552999999,1057.77145843,1057.7712323,1058.5113717299998,s,1,0.7313174000000799,731.3174000000799,1057.7712323,1058.5113717299998,1058.5188191000002,1060.04918543,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,59,0,59,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,4.0,m,016_y_m_s_a.jpg,sad,a,2,2,1060.0555663999999,1060.3492852299999,1060.3754103,1060.39126693,1060.3919976000002,1060.4280759300002,1060.4285243,1061.70514123,s,0,1.2660132999999405,1266.0132999999405,1060.4285243,1061.70514123,1061.713468,1063.3493301299998,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,60,0,60,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,5.0,m,027_o_m_n_a.jpg,neutral,s,17,2,1063.3534902000001,1063.64929173,1063.8703403,1064.0321200300002,1064.0369223000002,1064.07825033,1064.0826124,1064.6288971299998,s,1,0.5320701000000554,532.0701000000554,1064.0826124,1064.6288971299998,1064.6372876,1065.8909414299999,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,61,0,61,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,10.0,f,028_y_f_s_a.jpg,sad,a,17,2,1065.8955685,1066.19094763,1066.2116935,1066.3433152300001,1066.3467833,1066.3848190299998,1066.3880318000001,1066.80448443,s,0,0.4027197000000342,402.7197000000342,1066.3880318000001,1066.80448443,1066.8148904,1068.2660029299998,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,62,0,62,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,3.0,m,013_y_m_n_a.jpg,neutral,s,2,2,1068.2701131,1068.5660531299998,1068.8103107000002,1068.8278149300002,1068.8310539,1068.8681576299998,1068.8710471,1069.77773043,s,1,0.8955590000000484,895.5590000000484,1068.8710471,1069.77773043,1069.7886658000002,1070.9244808300002,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,63,0,63,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,4.0,m,016_y_m_s_a.jpg,sad,a,2,2,1070.9305267,1071.2244188299999,1071.2497712,1071.2648044300001,1071.2650307,1071.30107703,1071.3014099000002,1071.9930412299998,s,0,0.6810654000000795,681.0654000000795,1071.3014099000002,1071.9930412299998,1072.0004524,1073.8578948299999,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,64,0,64,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,12.0,f,040_y_f_h_a.jpg,happy,d,17,2,1073.8631133,1074.15782083,1074.1830851999998,1074.3178160300001,1074.3221638999999,1074.36316783,1074.3684349,1074.8064594300001,d,1,0.4223425000000134,422.3425000000134,1074.3684349,1074.8064594300001,1074.8176269,1076.23286583,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,65,0,65,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,5.0,m,027_o_m_n_a.jpg,neutral,s,2,2,1076.2366224000002,1076.5328210300002,1076.75907,1076.7763977299999,1076.7772112000002,1076.81185923,1076.8117029999999,1077.6879783299999,d,0,0.8669348000003083,866.9348000003083,1076.8117029999999,1077.6879783299999,1077.699802,1079.5162664299999,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
