trials_example.thisRepN,trials_example.thisTrialN,trials_example.thisN,trials_example.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_study.thisRepN,trials_study.thisTrialN,trials_study.thisN,trials_study.thisIndex,text_welcome.started,text_welcome.stopped,text_intro.started,text_intro.stopped,key_resp_intro.keys,key_resp_intro.rt,key_resp_intro.started,key_resp_intro.stopped,text_intro2.started,text_intro2.stopped,key_resp_intro2.keys,key_resp_intro2.rt,key_resp_intro2.started,key_resp_intro2.stopped,example trial,personPrimeExample,genderPrimeExample,primeExample,emotionPrimeExample,corrAnsPrimeExample,example mask time,fix300_example.started,fix300_example.stopped,image_primer_example.started,image_primer_example.stopped,scrambled.started,scrambled.stopped,text_response_example.started,text_response_example.stopped,key_resp_example.keys,key_resp_example.corr,key_resp_example.started,key_resp_example.stopped,Jitter_example.started,Jitter_example.stopped,key_resp_example.rt,key_resp_example.rt in ms,text_start.started,text_start.stopped,text_pause.started,text_pause.stopped,key_resp_pause.keys,key_resp_pause.rt,key_resp_pause.rt in ms,key_resp_pause.started,key_resp_pause.stopped,study trial,personPrimeStudy,genderPrimeStudy,primeStudy,emotionPrimeStudy,corrAnsPrimeStudy,study mask time,Block,fix300_study.started,fix300_study.stopped,image_primer_study.started,image_primer_study.stopped,scrambled_study.started,scrambled_study.stopped,text_response_study.started,text_response_study.stopped,key_resp_study.keys,key_resp_study.corr,key_resp_study.rt,key_resp_study.rt in ms,key_resp_study.started,key_resp_study.stopped,Jitter_study.started,Jitter_study.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,0,0,0,0,77,0,77,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,6.0,m,033_o_m_s_a.jpg,sad,a,17,1,270.26455209986307,270.56149940998296,270.5823369999416,270.71304570990617,270.7152261999436,270.7543644098565,270.7570310998708,271.73852020981724,a,1,0.9660146001260728,966.0146001260728,270.7570310998708,271.73852020981724,271.746408799896,273.28652840983125,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,0,0,0,0,78,0,78,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,1.0,m,004_o_m_h_a.jpg,happy,d,3,1,273.2897848999128,273.58653431003916,273.7932686000131,273.81904020989316,273.8191998000257,273.8543418100104,273.85584479989484,274.4714667099994,d,1,0.6034385000821203,603.4385000821203,273.85584479989484,274.4714667099994,274.4812586000189,275.5533095099032,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,0,0,0,0,79,0,79,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,5.0,m,027_o_m_s_a.jpg,sad,a,3,1,275.5564386998303,275.8533019098919,275.874751499854,275.89768891003916,275.89761230000295,275.9341467098799,275.9336849998217,277.17609140989373,s,0,1.229112699860707,1229.112699860707,275.9336849998217,277.17609140989373,277.18433479988016,278.77831440991724,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,0,0,0,0,80,0,80,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,9.0,f,021_o_f_s_a.jpg,sad,a,17,1,278.782567899907,279.0783279099502,279.1004547998309,279.23823740999217,279.2410461998079,279.27957570985893,279.2823494998738,280.8958371099085,None,0,,,279.2823494998738,280.8958371099085,280.8998741998803,282.3868243099656,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,0,0,0,0,81,0,81,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,5.0,m,027_o_m_s_a.jpg,sad,a,17,1,282.3928530998528,282.68675940986725,282.7116268998943,282.8466773099732,282.8502218998037,282.8880864099134,282.8902759999037,284.4857354100328,None,0,,,282.8902759999037,284.4857354100328,284.4895406998694,285.8535015100148,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,0,0,0,0,82,0,82,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,7.0,f,012_o_f_h_a.jpg,happy,d,17,1,285.8566109999083,286.15344450986015,286.17499359999783,286.3050994099118,286.3085323998239,286.3466341098771,286.3496699000243,287.0130113099236,d,1,0.6531121998559684,653.1121998559684,286.3496699000243,287.0130113099236,287.01971039990894,288.12022250997836,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,0,0,0,0,83,0,83,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,3.0,m,013_y_m_s_a.jpg,sad,a,3,1,288.1256250999868,288.4201858098619,288.4354538999032,288.45771680995824,288.45856639998965,288.4964373099152,288.4982048999518,289.9883964100387,a,1,1.48065169993788,1480.65169993788,288.4982048999518,289.9883964100387,289.9951523998752,291.7119695098605,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,0,0,0,0,84,0,84,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,5.0,m,027_o_m_s_a.jpg,sad,a,17,1,291.71746549988165,292.01196320997553,292.027415700024,292.1636659099255,292.1671472999733,292.20667930985803,292.21035289997235,292.92827530987563,a,1,0.7044983999803662,704.4983999803662,292.21035289997235,292.92827530987563,292.9381848999765,293.97861410994085,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,0,0,0,0,85,0,85,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,4.0,m,016_y_m_s_a.jpg,sad,a,3,1,293.9790479999501,294.2785590099171,294.3009058998432,294.32351961000825,294.32408769987524,294.36321050990375,294.36444459995255,295.88568661003376,a,1,1.5104023001622409,1510.4023001622409,294.36444459995255,295.88568661003376,295.89290269999765,297.162108109938,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,0,0,0,0,86,0,86,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,5.0,m,027_o_m_n_a.jpg,neutral,s,17,1,297.16650269995444,297.46211331002417,297.684323299909,297.8472100099549,297.85180759988725,297.89238630994225,297.89770619990304,298.53068090989257,s,1,0.6171192999463528,617.1192999463528,297.89770619990304,298.53068090989257,298.5363735000137,299.6538449098822,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,0,0,0,0,87,0,87,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,3.0,m,013_y_m_h_a.jpg,happy,d,17,1,299.65959289995953,299.95388971003706,300.19211909989826,300.34678470985966,300.3516646998469,300.3925564099569,300.39802700001746,301.16335581000897,d,1,0.7568795999977738,756.8795999977738,300.39802700001746,301.16335581000897,301.16949869995005,302.7538238099311,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,0,0,0,0,88,0,88,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,5.0,m,027_o_m_s_a.jpg,sad,a,17,1,302.7577578998171,303.0538935099263,303.07543769991025,303.2139890099876,303.21739509981126,303.25513920993546,303.25901229982264,304.25842021000574,a,1,0.9839341999031603,983.9341999031603,303.25901229982264,304.25842021000574,304.27022699988447,305.29557680981236,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,0,0,0,0,89,0,89,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,5.0,m,027_o_m_s_a.jpg,sad,a,3,1,305.2989301998168,305.5956146099139,305.615780999884,305.63818020992915,305.6390288998373,305.67363530993464,305.67326519987546,306.64946970986205,s,0,0.9615889000706375,961.5889000706375,305.67326519987546,306.64946970986205,306.65813769982196,308.61225550984966,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,0,0,0,0,90,0,90,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,12.0,f,040_y_f_s_a.jpg,sad,a,3,1,308.6152695999481,308.91229890999386,308.9337597999256,308.9561777099967,308.95655300002545,308.9913870099932,308.99170299991965,309.67312320987696,s,0,0.6672712001018226,667.2712001018226,308.99170299991965,309.67312320987696,309.6798425000161,311.27902350984516,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,0,0,0,0,91,0,91,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,3.0,m,013_y_m_n_a.jpg,neutral,s,17,1,311.2823673998937,311.57908170986923,311.8266820998397,311.9792157098651,311.98341049999,312.0210978099145,312.02322799991816,312.6192690098193,s,1,0.5877963998354971,587.7963998354971,312.02322799991816,312.6192690098193,312.62944109993987,314.27080821003767,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,0,0,0,0,92,0,92,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,12.0,f,040_y_f_s_a.jpg,sad,a,17,1,314.2757145999931,314.5708217098378,314.5918303998187,314.72241580989214,314.7247213998344,314.76388410981747,314.76610250002705,315.53622700986455,a,1,0.7567091998644173,756.7091998644173,314.76610250002705,315.53622700986455,315.543554399861,317.39587470996196,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,0,0,0,0,93,0,93,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,6.0,m,033_o_m_s_a.jpg,sad,a,3,1,317.40131719992496,317.6959752099589,317.70865769986995,317.73132580998356,317.7320719999261,317.76848021000626,317.77011809987016,318.7786883098539,a,1,1.0008010000456125,1000.8010000456125,317.77011809987016,318.7786883098539,318.78727269987576,320.52918401001955,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,0,0,0,0,94,0,94,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,2.0,m,008_y_m_s_a.jpg,sad,a,17,1,320.53193519986235,320.8292316099629,321.06873749988154,321.2235002100002,321.22646529995836,321.2636698099319,321.266190599883,322.23595540984536,a,1,0.9606340997852385,960.6340997852385,321.266190599883,322.23595540984536,322.23833870003,324.2210669099819,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,0,0,0,0,95,0,95,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,8.0,f,019_m_f_s_a.jpg,sad,a,3,1,324.22563839983195,324.5209690098651,324.75157939991914,324.77656971002,324.7769072998781,324.81386730996894,324.8135891999118,325.97287500989626,a,1,1.1492516999132931,1149.2516999132931,324.8135891999118,325.97287500989626,325.979996799957,327.8960865099449,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,0,0,0,0,96,0,96,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,9.0,f,021_o_f_n_a.jpg,neutral,s,3,1,327.8990827000234,328.19602290997284,328.41635389998555,328.44291060990656,328.443207899807,328.4806150099263,328.48181959986687,329.1381482099183,s,1,0.6488341002259403,648.8341002259403,328.48181959986687,329.1381482099183,329.14123409986496,330.75437750983986,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,0,0,0,0,97,0,97,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,11.0,f,030_o_f_h_a.jpg,happy,d,3,1,330.7561384998262,331.0543887099717,331.24031279981136,331.26759330988864,331.27054299996234,331.30911210984925,331.3124582997989,332.01871530981737,d,1,0.690568899968639,690.568899968639,331.3124582997989,332.01871530981737,332.0303360999096,333.0712256100029,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,0,0,0,0,98,0,98,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,12.0,f,040_y_f_n_a.jpg,neutral,s,17,1,333.07428930001333,333.3712453098502,333.58876519999467,333.75490200999195,333.75900989980437,333.8001846099738,333.8042607998941,334.4460276098922,s,1,0.6306920999195427,630.6920999195427,333.8042607998941,334.4460276098922,334.45782050001435,335.5963340100367,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,0,0,0,0,99,0,99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,12.0,f,040_y_f_s_a.jpg,sad,a,3,1,335.60178539995104,335.8962561098393,335.91327119991183,335.93762331004257,335.9410053999163,335.98157630991193,335.9866579999216,336.7743624098599,s,0,0.7762390000279993,776.2390000279993,335.9866579999216,336.7743624098599,336.78285699989647,337.8879306098912,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,0,0,0,0,100,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,4.0,m,016_y_m_n_a.jpg,neutral,s,17,1,337.89210810000077,338.18801660989413,338.4251641998999,338.5813759098761,338.5861056998838,338.62560610999356,338.6309958000202,339.11264311000707,s,1,0.46792560000903904,467.92560000903904,338.6309958000202,339.11264311000707,339.12276569986716,340.8714227100369,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,0,0,0,0,101,0,101,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,11.0,f,030_o_f_s_a.jpg,sad,a,3,1,340.8771740999073,341.1714306100272,341.37274499982595,341.3990698099602,341.3995804998558,341.4343580099754,341.43463419983163,342.0934717100114,s,0,0.6482688998803496,648.2688998803496,341.43463419983163,342.0934717100114,342.1030252999626,343.2879620100372,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,0,0,0,0,102,0,102,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,3.0,m,013_y_m_h_a.jpg,happy,d,3,1,343.290928900009,343.5879620098509,343.8209320998285,343.84664840986954,343.8501042998396,343.8902475099545,343.8954063998535,344.51605031001384,d,1,0.6117211999371648,611.7211999371648,343.8954063998535,344.51605031001384,344.52393929986283,345.6464474100154,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,0,0,0,0,103,0,103,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,2.0,m,008_y_m_s_a.jpg,sad,a,3,1,345.65206799982116,345.94650201001207,346.17477879999205,346.20095930984246,346.201212399872,346.2358322098386,346.2361728998367,346.94875940997156,a,1,0.7026787998620421,702.6787998620421,346.2361728998367,346.94875940997156,346.95624789991416,348.09659620993773,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,0,0,0,0,104,0,104,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,11.0,f,030_o_f_s_a.jpg,sad,a,17,1,348.1022267998196,348.39651970998386,348.6155646999832,348.77650640988725,348.7810851999093,348.82215680987576,348.8271296999883,349.8674858099781,a,1,1.0240383001510054,1024.0383001510054,348.8271296999883,349.8674858099781,349.8792396998033,351.13819570993076,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,0,0,0,0,105,0,105,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,4.0,m,016_y_m_h_a.jpg,happy,d,3,1,351.14246879983693,351.4382203099318,351.4551098998636,351.4774769098964,351.4780935999006,351.51442960989664,351.51594439987093,352.57658880986276,d,1,1.0469827998895198,1046.9827998895198,351.51594439987093,352.57658880986276,352.5867288999725,354.2131558099296,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,0,0,0,0,106,0,106,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,7.0,f,012_o_f_n_a.jpg,neutral,s,17,1,354.2158834999427,354.51329070995564,354.7291996998247,354.892385409819,354.8957402999513,354.9354384098202,354.9399233998265,355.73839650992306,s,1,0.7909061000682414,790.9061000682414,354.9399233998265,355.73839650992306,355.74692439986393,356.76335771000015,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,0,0,0,0,107,0,107,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,11.0,f,030_o_f_h_a.jpg,happy,d,17,1,356.7664339998737,357.0634385099635,357.2564269998111,357.41438331003303,357.4193076000083,357.4602257098537,357.4653153999243,358.4956563100219,d,1,1.0179693000391126,1017.9693000391126,357.4653153999243,358.4956563100219,358.50702709984034,360.1467921099626,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,0,0,0,0,108,0,108,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,1.0,m,004_o_m_s_a.jpg,sad,a,3,1,360.15104499994777,360.4468035098631,360.47038959991187,360.49293251000347,360.4935315998737,360.53130130996,360.5313484999351,361.436210109992,a,1,0.8955631998833269,895.5631998833269,360.5313484999351,361.436210109992,361.44249609997496,362.446773309866,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,0,0,0,0,109,0,109,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,3.0,m,013_y_m_n_a.jpg,neutral,s,17,1,362.45092420000583,362.7467910099309,362.9924945998937,363.1518572099973,363.1560729998164,363.19665441000836,363.20078959991224,363.7109305098653,s,1,0.49823020002804697,498.23020002804697,363.20078959991224,363.7109305098653,363.72255289996974,364.94687101002785,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,0,0,0,0,110,0,110,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,10.0,f,028_y_f_s_a.jpg,sad,a,3,1,364.9510077999439,365.24691590983423,365.26727399998344,365.29060950982387,365.29116809996776,365.3261494100094,365.3262105998583,366.39557591001505,s,0,1.0607197999488562,1060.7197999488562,365.3262105998583,366.39557591001505,366.4036326999776,367.438549409993,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,0,0,0,0,111,0,111,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,11.0,f,030_o_f_h_a.jpg,happy,d,3,1,367.4426465998404,367.73866120995956,367.9319275999442,367.95790850990454,367.95874879998155,367.99416040992367,367.9955342998728,368.787597009819,d,1,0.7754725001286715,775.4725001286715,367.9955342998728,368.787597009819,368.7970312999096,369.8719913099427,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,0,0,0,0,112,0,112,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,7.0,f,012_o_f_n_a.jpg,neutral,s,3,1,369.87597649986856,370.17192500983367,370.3875652998686,370.41390530988576,370.4147801999934,370.44867740981283,370.4501097998582,371.5701352098491,s,1,1.104945900151506,1104.945900151506,370.4501097998582,371.5701352098491,371.5806293999776,373.2554721100256,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,0,0,0,0,113,0,113,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,2.0,m,008_y_m_s_a.jpg,sad,a,17,1,373.2611483000219,373.55548580982725,373.7856858000159,373.9449144100305,373.9498124998063,373.99068650989796,373.9956125000026,375.15580441001805,a,1,1.1512283999472857,1151.2283999472857,373.9956125000026,375.15580441001805,375.1603985999245,376.9471844098531,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,0,0,0,0,114,0,114,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,11.0,f,030_o_f_h_a.jpg,happy,d,17,1,376.9529031999409,377.24718160987834,377.4447054998018,377.6043364099693,377.6082007000223,377.6491992100142,377.65420669992454,378.7642287098803,d,1,1.100859999889508,1100.859999889508,377.65420669992454,378.7642287098803,378.77599949995056,380.15547860986555,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,0,0,0,0,115,0,115,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,3.0,m,013_y_m_h_a.jpg,happy,d,17,1,380.1594161998946,380.4554923099,380.6856970998924,380.837276209984,380.8407587998081,380.88191260993483,380.88569839997217,382.48319120998497,d,1,1.5812639999203384,1581.2639999203384,380.88569839997217,382.48319120998497,382.4914420999121,384.1972729099449,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,0,0,0,0,116,0,116,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,2.0,m,008_y_m_s_a.jpg,sad,a,17,1,384.2005399998743,384.4972678098362,384.7315167998895,384.89925320995974,384.90401469985954,384.9448106099386,384.94984549982473,386.2033762099687,a,1,1.2451929999515414,1245.1929999515414,384.94984549982473,386.2033762099687,386.2161195999943,387.99723460981625,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,0,0,0,0,117,0,117,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,3.0,m,013_y_m_n_a.jpg,neutral,s,17,1,388.0000760999974,388.29739930983635,388.53437989996746,388.69763730992565,388.70172929996625,388.7407824098133,388.74595459993,389.381624509953,s,1,0.6249875000212342,624.9875000212342,388.74595459993,389.381624509953,389.39003909984604,390.42241900986994,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,0,0,0,0,118,0,118,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,6.0,m,033_o_m_n_a.jpg,neutral,s,17,1,390.42773889983073,390.72249661004173,390.9215946998447,391.08243480990643,391.0872481998522,391.12778560994195,391.1318882999476,392.79050480984154,a,0,1.6472823000513017,1647.2823000513017,391.1318882999476,392.79050480984154,392.7974103000015,393.83091730987655,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,0,0,0,0,119,0,119,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,6.0,m,033_o_m_n_a.jpg,neutral,s,17,1,393.83646099991165,394.1308359100018,394.3264811998233,394.4857510099188,394.4905574999284,394.53184661003763,394.53711409983225,395.202424409939,s,1,0.649823599960655,649.823599960655,394.53711409983225,395.202424409939,395.21002999995835,396.44756100992674,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.54010089999065,399.48136081001724,s,2.9269630999770015,2926.9630999770015,396.54010089999065,399.48136081001724,0,1.0,m,004_o_m_s_a.jpg,sad,a,17,2,399.487081799889,399.7809750099201,399.8071490000002,399.9409310099669,399.94531959993765,399.9854712098837,399.9857578999363,401.09129510996866,d,0,1.0970946000888944,1097.0946000888944,399.9857578999363,401.09129510996866,401.09943619999103,402.63107660985554,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9.0,f,021_o_f_n_a.jpg,neutral,s,17,2,402.63635579985566,402.93108090981843,403.152258799877,403.31223080996426,403.3154271999374,403.3540778098628,403.35714049986564,403.92435271004217,s,1,0.5580010998528451,558.0010998528451,403.35714049986564,403.92435271004217,403.93610689998604,405.68949340996335,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,11.0,f,030_o_f_s_a.jpg,sad,a,17,2,405.6952043999918,405.98937940984035,406.1854697999079,406.3482444099151,406.3520408999175,406.3914257098455,406.39545809989795,407.2336609099526,s,0,0.8235133998095989,823.5133998095989,406.39545809989795,407.2336609099526,407.24509799992666,408.89785241000357,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,10.0,f,028_y_f_s_a.jpg,sad,a,17,2,408.9032179999631,409.19781710989776,409.2150781999808,409.34947470985355,409.35247949999757,409.3906755099539,409.3942222998012,410.0453146099113,a,1,0.6406098001170903,640.6098001170903,409.3942222998012,410.0453146099113,410.0498494999483,411.3229681098834,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6.0,m,033_o_m_n_a.jpg,neutral,s,17,2,411.3285856998991,411.62295250981117,411.82680689985864,411.9885116099846,411.9932686998509,412.0336378099397,412.0390088998247,412.5575268100016,s,1,0.508060900028795,508.060900028795,412.0390088998247,412.5575268100016,412.56827960000373,414.53959851004186,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1.0,m,004_o_m_n_a.jpg,neutral,s,17,2,414.5451075998135,414.83960381001236,415.04309399984777,415.20390960983934,415.2088132998906,415.24957630983556,415.2539514999371,415.8893953099847,s,1,0.6208079000934958,620.8079000934958,415.2539514999371,415.8893953099847,415.89329469995573,417.5896458098665,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
