trials_example.thisRepN,trials_example.thisTrialN,trials_example.thisN,trials_example.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_study.thisRepN,trials_study.thisTrialN,trials_study.thisN,trials_study.thisIndex,text_welcome.started,text_welcome.stopped,text_intro.started,text_intro.stopped,key_resp_intro.keys,key_resp_intro.rt,key_resp_intro.started,key_resp_intro.stopped,text_intro2.started,text_intro2.stopped,key_resp_intro2.keys,key_resp_intro2.rt,key_resp_intro2.started,key_resp_intro2.stopped,example trial,personPrimeExample,genderPrimeExample,primeExample,emotionPrimeExample,corrAnsPrimeExample,example mask time,fix300_example.started,fix300_example.stopped,image_primer_example.started,image_primer_example.stopped,scrambled.started,scrambled.stopped,text_response_example.started,text_response_example.stopped,key_resp_example.keys,key_resp_example.corr,key_resp_example.started,key_resp_example.stopped,Jitter_example.started,Jitter_example.stopped,key_resp_example.rt,key_resp_example.rt in ms,text_start.started,text_start.stopped,text_pause.started,text_pause.stopped,key_resp_pause.keys,key_resp_pause.rt,key_resp_pause.rt in ms,key_resp_pause.started,key_resp_pause.stopped,study trial,personPrimeStudy,genderPrimeStudy,primeStudy,emotionPrimeStudy,corrAnsPrimeStudy,study mask time,Block,fix300_study.started,fix300_study.stopped,image_primer_study.started,image_primer_study.stopped,scrambled_study.started,scrambled_study.stopped,text_response_study.started,text_response_study.stopped,key_resp_study.keys,key_resp_study.corr,key_resp_study.rt,key_resp_study.rt in ms,key_resp_study.started,key_resp_study.stopped,Jitter_study.started,Jitter_study.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,2,0,2,0,33,0,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,9.0,f,021_o_f_s_a.jpg,sad,a,17,3,862.2865720000118,862.5824413098395,862.6035333999898,862.7341134100221,862.7376975999214,862.7765733098146,862.7798258999828,863.638807609817,a,1,0.8474729000590742,847.4729000590742,862.7798258999828,863.638807609817,863.6507347999141,864.6741688099224,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,34,0,34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,3.0,m,013_y_m_n_a.jpg,neutral,s,17,3,864.6772505999543,864.9742327098735,865.2271390999667,865.3868921100162,865.390887199901,865.4314394098707,865.4362268999685,866.302001009835,s,1,0.8552448998671025,855.2448998671025,865.4362268999685,866.302001009835,866.3135162999388,868.3076497098897,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,35,0,35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,5.0,m,027_o_m_h_a.jpg,happy,d,17,3,868.3116800999269,868.6076994099654,868.8112569998484,868.9675377098844,868.971137000015,869.0122851099819,869.018090599915,869.8443965098355,d,1,0.8171433000825346,817.1433000825346,869.018090599915,869.8443965098355,869.8507067000028,870.9577156099491,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,36,0,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,3.0,m,013_y_m_s_a.jpg,sad,a,1,3,870.9620206998661,871.2575667099096,871.2799700999167,871.2882995099295,871.2886411999352,871.3255081098993,871.3269473998807,872.1695509100333,s,0,0.8283943999558687,828.3943999558687,871.3269473998807,872.1695509100333,872.1785212999675,873.9161161099561,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,37,0,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,12.0,f,040_y_f_h_a.jpg,happy,d,1,3,873.9202886000276,874.2161373099312,874.2404686999507,874.2487981099636,874.2501450998243,874.2859171099495,874.2864343998954,875.9028218098916,None,0,,,874.2864343998954,875.9028218098916,875.9085373999551,877.0244186098222,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,38,0,38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,11.0,f,030_o_f_n_a.jpg,neutral,s,17,3,877.0276287999004,877.3244827100076,877.5316737999674,877.7001589100342,877.7049394999631,877.7461197098252,877.7513144998811,878.4638642099686,s,1,0.70036939997226,700.36939997226,877.7513144998811,878.4638642099686,878.4752664999105,880.2411639100407,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,39,0,39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,5.0,m,027_o_m_n_a.jpg,neutral,s,17,3,880.2451092000119,880.5412481100299,880.7527540000156,880.9137492099777,880.9185181998182,880.9592865099199,880.9642654999625,882.6262091099285,None,0,,,880.9642654999625,882.6262091099285,882.6291071998421,884.174627809925,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,40,0,40,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,6.0,m,033_o_m_n_a.jpg,neutral,s,1,3,884.1775515999179,884.4746319098864,884.6688448998611,884.677174309874,884.6778596998192,884.7129335099831,884.7128367999103,886.286564209871,None,0,,,884.7128367999103,886.286564209871,886.2914445998613,888.257897409983,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,41,0,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,11.0,f,030_o_f_h_a.jpg,happy,d,1,3,888.2585381998215,888.5580923100002,888.7638977000024,888.7722271100153,888.7731021998916,888.809335309919,888.809319099877,889.7316308099777,d,1,0.9139148001559079,913.9148001559079,888.809319099877,889.7316308099777,889.7373320998158,890.8830751098227,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,42,0,42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,10.0,f,028_y_f_s_a.jpg,sad,a,17,3,890.8862242000178,891.1830688099377,891.2050369998906,891.3431822100189,891.3450732999481,891.38437261004,891.3862756998278,892.0220509098377,a,1,0.6249857000075281,624.9857000075281,891.3862756998278,892.0220509098377,892.0295490999706,893.6915942098946,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,43,0,43,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,4.0,m,016_y_m_h_a.jpg,happy,d,17,3,893.697074299911,893.9915112100076,894.0048177998979,894.1431540098507,894.1461700999644,894.1848080099095,894.1883767999243,895.6185783100315,d,1,1.4229788000229746,1422.9788000229746,894.1883767999243,895.6185783100315,895.6252784999087,897.583303709887,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,44,0,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,12.0,f,040_y_f_h_a.jpg,happy,d,17,3,897.588621399831,897.883305009827,897.9042817999143,898.0348934099544,898.0383852999657,898.0761514100246,898.0790647999384,898.5548635098618,d,1,0.4681850001215935,468.1850001215935,898.0790647999384,898.5548635098618,898.5631922998,900.433265109919,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,45,0,45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,4.0,m,016_y_m_s_a.jpg,sad,a,17,3,900.4362207998056,900.7334146098234,900.7498077999335,900.8849796100054,900.8881570999511,900.9262052098289,900.9297648000065,901.542706909962,a,1,0.6015627000015229,601.5627000015229,900.9297648000065,901.542706909962,901.5490490999073,903.1750836099033,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,46,0,46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,1.0,m,004_o_m_n_a.jpg,neutral,s,17,3,903.1793625999708,903.4751086099074,903.6909803999588,903.851002709847,903.8559167999774,903.8970711099915,903.902151199989,905.4203783098143,s,1,1.5090875001624227,1509.0875001624227,903.902151199989,905.4203783098143,905.4278060998768,906.5750118099619,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,47,0,47,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,7.0,f,012_o_f_s_a.jpg,sad,a,1,3,906.5797492999118,906.8751310099848,906.8911728998646,906.8995023098774,906.899851599941,906.9351945099421,906.935793499928,908.5540298099164,None,0,,,906.935793499928,908.5540298099164,908.5578846998978,909.8418099099305,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,48,0,48,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,3.0,m,013_y_m_s_a.jpg,sad,a,1,3,909.8461513998918,910.1419081100263,910.1662893998437,910.1746188098565,910.1750117999036,910.212174310023,910.2137770999689,911.6306545100175,s,0,1.4054475999437273,1405.4475999437273,910.2137770999689,911.6306545100175,911.6371160999406,913.3919752099551,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,49,0,49,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,3.0,m,013_y_m_h_a.jpg,happy,d,17,3,913.3961121998727,913.6919485099148,913.9403063999489,914.100581410015,914.1056562999729,914.1454525100067,914.1497386000119,914.6701175099239,d,1,0.5098303998820484,509.83039988204837,914.1497386000119,914.6701175099239,914.6777490999084,916.0087038098369,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,50,0,50,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,1.0,m,004_o_m_n_a.jpg,neutral,s,17,3,916.0130816998426,916.3087155098561,916.5116359000094,916.6710190099199,916.6750266999006,916.7160212098621,916.7212347998284,917.811349810008,s,1,1.0823734002187848,1082.3734002187848,916.7212347998284,917.811349810008,917.8229573999997,919.2420306100045,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,51,0,51,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,12.0,f,040_y_f_h_a.jpg,happy,d,1,3,919.2474558998365,919.5421303099953,919.5696127999108,919.5779422099237,919.5783396000043,919.6127100099344,919.6127295999322,920.453588109836,s,0,0.830686200177297,830.686200177297,919.6127295999322,920.453588109836,920.4600382999051,922.1338066099212,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,52,0,52,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,1.0,m,004_o_m_s_a.jpg,sad,a,17,3,922.1378882999998,922.4338244098705,922.4489748999476,922.5855030099862,922.5888029998168,922.6286492099986,922.6331817999016,923.306060909899,a,1,0.6582142999395728,658.2142999395728,922.6331817999016,923.306060909899,923.316818599822,925.2838477100246,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,53,0,53,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,4.0,m,016_y_m_n_a.jpg,neutral,s,1,3,925.2892314998899,925.5839359098114,925.831888299901,925.8402177099139,925.8405518999789,925.8765935098287,925.8767947999295,926.6742015098222,d,0,0.7827258000615984,782.7258000615984,925.8767947999295,926.6742015098222,926.6843236000277,928.4089000098407,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,54,0,54,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,1.0,m,004_o_m_s_a.jpg,sad,a,1,3,928.4144164000172,928.7089053098113,928.7394716998097,928.7478011098225,928.7494551998097,928.7849901098758,928.7851084999274,929.5400588099379,s,0,0.7462440000381321,746.2440000381321,928.7851084999274,929.5400588099379,929.5497208999004,930.9505401099101,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,55,0,55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,2.0,m,008_y_m_h_a.jpg,happy,d,1,3,930.9538250998594,931.2506466099527,931.2629817000125,931.2713111100253,931.2721982998773,931.3101029099431,931.3115460998379,932.0901383100078,d,1,0.771904099965468,771.904099965468,931.3115460998379,932.0901383100078,932.1007425999269,933.5089422100224,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,56,0,56,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,9.0,f,021_o_f_s_a.jpg,sad,a,1,3,933.5119610999245,933.8090321099386,933.8306050000247,933.8389344100375,933.8394162999466,933.8768504100386,933.876491899835,934.7142004099675,s,0,0.8309448000509292,830.9448000509292,933.876491899835,934.7142004099675,934.7226509000175,936.1757895100396,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,57,0,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,7.0,f,012_o_f_n_a.jpg,neutral,s,1,3,936.1817902999464,936.4757930099964,936.7034880998544,936.7118175098673,936.7125470999163,936.7482006099541,936.7479924999643,937.5503631098196,d,0,0.7913786000572145,791.3786000572145,936.7479924999643,937.5503631098196,937.5578609998338,939.5259219099768,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,58,0,58,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,1.0,m,004_o_m_h_a.jpg,happy,d,17,3,939.5314793998841,939.8258898098953,940.0196847999468,940.1830470100045,940.1866527998354,940.2275782098528,940.2327095000073,940.8746320099104,d,1,0.626682800007984,626.682800007984,940.2327095000073,940.8746320099104,940.8813020000234,942.6842497099657,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,59,0,59,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,8.0,f,019_m_f_h_a.jpg,happy,d,17,3,942.6872965998482,942.9842746098526,943.0057698998135,943.1442061098293,943.148434799863,943.1895845098421,943.1948084998876,943.7469799098559,d,1,0.5366755998693407,536.6755998693407,943.1948084998876,943.7469799098559,943.7574644999113,944.8009367099963,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,60,0,60,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,6.0,m,033_o_m_s_a.jpg,sad,a,17,3,944.8051648999099,945.1008822099772,945.1233485999983,945.2608912099619,945.2638405999169,945.3021624098998,945.3060617998708,945.9212437098846,a,1,0.6012340001761913,601.2340001761913,945.3060617998708,945.9212437098846,945.9274683999829,947.9009897100274,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,61,0,61,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,1.0,m,004_o_m_h_a.jpg,happy,d,17,3,947.906159899896,948.2010829098523,948.4076333998237,948.567076809844,948.5717244998086,948.6115319099277,948.6167541998439,949.8118512098678,d,1,1.1867134000640363,1186.7134000640363,948.6167541998439,949.8118512098678,949.8240972999483,951.2343752099201,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,62,0,62,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,3.0,m,013_y_m_h_a.jpg,happy,d,17,3,951.2380814999342,951.5344651098363,951.7615060999524,951.9164526098408,951.9204578998033,951.9615569099784,951.9667759998702,953.8041046100203,None,0,,,951.9667759998702,953.8041046100203,953.8111524998676,955.0929031098727,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,63,0,63,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,12.0,f,040_y_f_n_a.jpg,neutral,s,17,3,955.0982495998032,955.3929159100168,955.6062264998909,955.7618712099735,955.766615399858,955.8078510099091,955.8126524998806,956.5291305099614,s,1,0.7027495999354869,702.7495999354869,955.8126524998806,956.5291305099614,956.5366278998554,958.3011759099551,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,64,0,64,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,2.0,m,008_y_m_h_a.jpg,happy,d,17,3,958.3053737999871,958.6011685099453,958.6243855999783,958.761206909921,958.7656631998252,958.8064721100033,958.8116085999645,959.3222688100301,d,1,0.49572290014475584,495.72290014475584,958.8116085999645,959.3222688100301,959.3307661998551,961.0512846099679,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,65,0,65,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,4.0,m,016_y_m_s_a.jpg,sad,a,1,3,961.0552012999542,961.3512370098848,961.3756190999411,961.3839485099539,961.3844469999894,961.4193083098158,961.4192240999546,962.670619110018,s,0,1.2401685998775065,1240.1685998775065,961.4192240999546,962.670619110018,962.6803139999975,964.5763714098372,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,66,0,66,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,6.0,m,033_o_m_s_a.jpg,sad,a,1,3,964.5796212998684,964.8764094099403,964.8887953998055,964.8971248098184,964.8971068998799,964.9318772099447,964.9334903999697,965.6189673099667,s,0,0.6778163998387754,677.8163998387754,964.9334903999697,965.6189673099667,965.6265661998186,967.4347346098162,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,67,0,67,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,8.0,f,019_m_f_s_a.jpg,sad,a,1,3,967.4402645998634,967.7348345100414,967.9917208999395,968.0000503099524,968.0008305998053,968.0361995100044,968.0359608000144,968.7978765099775,s,0,0.751434899866581,751.434899866581,968.0359608000144,968.7978765099775,968.8063521999866,970.0096782100387,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,68,0,68,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,6.0,m,033_o_m_n_a.jpg,neutral,s,1,3,970.0127294999547,970.309774609888,970.4950845998246,970.5034140098375,970.5038701000158,970.539630609937,970.5392133998685,971.3054316098802,d,0,0.7522380999289453,752.2380999289453,970.5392133998685,971.3054316098802,971.3119800998829,972.4681442099624,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,69,0,69,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,3.0,m,013_y_m_n_a.jpg,neutral,s,17,3,972.4728397999424,972.7681715098676,972.998929399997,973.1652625099756,973.1701966000255,973.2112851100043,973.2163332998753,973.6840688098688,s,1,0.4592356998473406,459.2356998473406,973.2163332998753,973.6840688098688,973.6957396999933,975.5348010099493,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,70,0,70,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,1.0,m,004_o_m_h_a.jpg,happy,d,17,3,975.5376202999614,975.8348904099781,976.0287242999766,976.199536609836,976.203651299933,976.2445320099592,976.2494330999907,977.3800671099685,d,1,1.1221421000082046,1122.1421000082046,976.2494330999907,977.3800671099685,977.390871200012,978.7598384098616,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,71,0,71,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,4.0,m,016_y_m_n_a.jpg,neutral,s,17,3,978.7629102999344,979.0599643098191,979.2887928998098,979.4552204100415,979.4591244999319,979.5002116099,979.5051202999894,980.0048189099413,s,1,0.4824772998690605,482.4772998690605,979.5051202999894,980.0048189099413,980.0152977998368,981.4849230099004,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,72,0,72,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,5.0,m,027_o_m_s_a.jpg,sad,a,1,3,981.4879747999366,981.7850380098913,981.8082518000156,981.8165812100284,981.8170606999192,981.8528822098393,981.8529580999166,982.7213821098209,s,0,0.8544099999126047,854.4099999126047,981.8529580999166,982.7213821098209,982.7296265999321,983.9017996100243,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,73,0,73,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,2.0,m,008_y_m_n_a.jpg,neutral,s,1,3,983.904799599899,984.2017367099412,984.4556365997996,984.4639660098125,984.4641629999969,984.5034091099166,984.5071838998701,985.1735073098913,d,0,0.6561271001119167,656.1271001119167,984.5071838998701,985.1735073098913,985.1773166998755,986.8018473099452,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,74,0,74,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,8.0,f,019_m_f_h_a.jpg,happy,d,1,3,986.8049586999696,987.1018017098773,987.1152761999983,987.1236056100112,987.1239281999879,987.1612326099072,987.1614728998393,987.8602260098793,s,0,0.6821199001278728,682.1199001278728,987.1614728998393,987.8602260098793,987.8701134999283,988.9685251099523,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,75,0,75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,2.0,m,008_y_m_n_a.jpg,neutral,s,1,3,988.9741010998841,989.2684700099286,989.5048340999056,989.5131635099184,989.5132164999377,989.5531951099634,989.5583914997987,990.3833394098561,s,1,0.8129543999675661,812.9543999675661,989.5583914997987,990.3833394098561,990.3907599998638,991.7019782100339,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,76,0,76,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,12.0,f,040_y_f_h_a.jpg,happy,d,17,3,991.7077723999973,992.0015402100049,992.0115109998733,992.1452676098794,992.1470664998051,992.1863144099713,992.1861892000306,993.4611660099123,d,1,1.2651517000049353,1265.1517000049353,992.1861892000306,993.4611660099123,993.4676261998247,995.4603328098543,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,77,0,77,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,3.0,m,013_y_m_h_a.jpg,happy,d,17,3,995.4655077999923,995.7604180098512,996.0076591998804,996.1566603098996,996.1591980999801,996.1968106100336,996.1986679998226,996.9863765099086,d,1,0.7806039999704808,780.6039999704808,996.1986679998226,996.9863765099086,996.9916136998218,998.7354457100388,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,78,0,78,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,8.0,f,019_m_f_s_a.jpg,sad,a,17,3,998.7397946999408,999.0354375100229,999.2764592999592,999.4377339099534,999.4409648999572,999.4781366099138,999.481110899942,1000.0693074098323,a,1,0.5783736000303179,578.3736000303179,999.481110899942,1000.0693074098323,1000.0799830998294,1001.310405909922,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,79,0,79,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,10.0,f,028_y_f_h_a.jpg,happy,d,1,3,1001.3144878998864,1001.6104154099245,1001.6264965999871,1001.63482601,1001.6353629999794,1001.6706079099328,1001.6709284998942,1002.7754470099695,d,1,1.092715400038287,1092.715400038287,1001.6709284998942,1002.7754470099695,1002.7862424999475,1003.8519917099271,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,80,0,80,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,4.0,m,016_y_m_s_a.jpg,sad,a,1,3,1003.8526744998526,1004.1522380098701,1004.1656813998707,1004.1740108098835,1004.1738366999198,1004.2116679098923,1004.2132219998166,1005.2062666098587,d,0,0.9821784999221563,982.1784999221563,1004.2132219998166,1005.2062666098587,1005.2135872999206,1006.4772551098373,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,81,0,81,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,2.0,m,008_y_m_h_a.jpg,happy,d,17,3,1006.4814530999865,1006.777273910027,1006.7987957999576,1006.9372646099888,1006.9409138998017,1006.9817657099571,1006.9862957999576,1007.7384937099647,d,1,0.7450892999768257,745.0892999768257,1006.9862957999576,1007.7384937099647,1007.743274499895,1008.7522854098585,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
