trials_example.thisRepN,trials_example.thisTrialN,trials_example.thisN,trials_example.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_study.thisRepN,trials_study.thisTrialN,trials_study.thisN,trials_study.thisIndex,text_welcome.started,text_welcome.stopped,text_intro.started,text_intro.stopped,key_resp_intro.keys,key_resp_intro.started,key_resp_intro.stopped,text_intro2.started,text_intro2.stopped,key_resp_intro2.keys,key_resp_intro2.started,key_resp_intro2.stopped,example trial,personPrimeExample,genderPrimeExample,primeExample,emotionPrimeExample,corrAnsPrimeExample,example mask time,fix300_example.started,fix300_example.stopped,image_primer_example.started,image_primer_example.stopped,scrambled.started,scrambled.stopped,text_response_example.started,text_response_example.stopped,key_resp_example.keys,key_resp_example.corr,key_resp_example.started,key_resp_example.stopped,Jitter_example.started,Jitter_example.stopped,key_resp_example.rt,key_resp_example.rt in ms,text_start.started,text_start.stopped,text_pause.started,text_pause.stopped,key_resp_pause.keys,key_resp_pause.rt,key_resp_pause.rt in ms,key_resp_pause.started,key_resp_pause.stopped,study trial,personPrimeStudy,genderPrimeStudy,primeStudy,emotionPrimeStudy,corrAnsPrimeStudy,study mask time,Block,fix300_study.started,fix300_study.stopped,image_primer_study.started,image_primer_study.stopped,scrambled_study.started,scrambled_study.stopped,text_response_study.started,text_response_study.stopped,key_resp_study.keys,key_resp_study.corr,key_resp_study.started,key_resp_study.stopped,Jitter_study.started,Jitter_study.stopped,key_resp_study.rt,key_resp_study.rt in ms,participant,date,expName,psychopyVersion,frameRate,
,,,,1,0,1,0,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,9.0,f,021_o_f_n_a.jpg,neutral,s,2,2,591.7370821000077,592.0356141598662,592.2456572998781,592.2633463600417,592.2641497000586,592.2989206600236,592.2988919999916,593.8778300599428,None,0,592.2988919999916,593.8778300599428,593.8797491998412,595.2857092600083,,,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,1,0,1,0,25,0,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,8.0,f,019_m_f_h_a.jpg,happy,d,17,2,595.2898424000014,595.5857183600077,595.6075939999428,595.7456630598521,595.7488706000149,595.7869363599224,595.7904825999867,596.2165011600358,d,1,595.7904825999867,596.2165011600358,596.2275651998352,597.5024632599437,0.41926760016940534,419.26760016940534,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,1,0,1,0,26,0,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,4.0,m,016_y_m_n_a.jpg,neutral,s,2,2,597.5079344999976,597.8024682600284,598.054482099833,598.0713050600374,598.0714904000051,598.1060695599066,598.105827299878,599.722190459934,None,0,598.105827299878,599.722190459934,599.7263201000169,601.360924259969,,,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,1,0,1,0,27,0,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,1.0,m,004_o_m_h_a.jpg,happy,d,2,2,601.3670824000146,601.6608887598617,601.8705420000479,601.8882328599924,601.8883153998759,601.9226315598702,601.922955499962,603.5825359599897,None,0,601.922955499962,603.5825359599897,603.5872967999894,604.6359589600237,,,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,1,0,1,0,28,0,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,10.0,f,028_y_f_s_a.jpg,sad,a,2,2,604.6399154998362,604.9358456600224,604.9559528999962,604.9714158598566,604.9732214999385,605.0093657599995,605.0099438999314,606.59762325997,None,0,605.0099438999314,606.59762325997,606.601537700044,608.3776370598702,,,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,1,0,1,0,29,0,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,5.0,m,027_o_m_h_a.jpg,happy,d,17,2,608.3816473998595,608.6776402599411,608.919850199949,609.0812353598652,609.084862699965,609.12298975999,609.1261444999836,609.5382006598869,d,1,609.1261444999836,609.5382006598869,609.5473396000452,611.3360944599611,0.39551510009914637,395.51510009914637,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,1,0,1,0,30,0,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,10.0,f,028_y_f_h_a.jpg,happy,d,2,2,611.3415979999118,611.6360949598951,611.6515446000267,611.6672623599646,611.6674500999507,611.7039493599208,611.7040007000323,612.435622559837,d,1,611.7040007000323,612.435622559837,612.4435264000203,614.1361911599291,0.7215240998193622,721.5240998193622,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,1,0,1,0,31,0,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,5.0,m,027_o_m_h_a.jpg,happy,d,17,2,614.1400435999967,614.4361909599742,614.6545361999888,614.816770959855,614.8216335999314,614.8627412598347,614.8676250998396,615.2892066598637,d,1,614.8676250998396,615.2892066598637,615.2973266998306,616.8278886598767,0.4059074998367578,405.9074998367578,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,1,0,1,0,32,0,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,9.0,f,021_o_f_n_a.jpg,neutral,s,17,2,616.8326279998291,617.127841959917,617.3388248998672,617.4991521599935,617.5036158999428,617.5446652599843,617.5496119000018,618.1380822600098,s,1,617.5496119000018,618.1380822600098,618.1454380999785,619.9696874599671,0.5800419999286532,580.0419999286532,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,1,0,1,0,33,0,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,3.0,m,013_y_m_s_a.jpg,sad,a,2,2,619.9740799998399,620.2695812599035,620.2946351000573,620.3098287598463,620.3098871998955,620.3456284599146,620.3469481999055,621.9673696600133,None,0,620.3469481999055,621.9673696600133,621.9758069999516,623.7029657598817,,,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,1,0,1,0,34,0,34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,1.0,m,004_o_m_n_a.jpg,neutral,s,2,2,623.7059972998686,624.0030787598574,624.1978569000494,624.2153267599409,624.2162333000451,624.2540715599665,624.2541840998456,625.4240621600533,s,1,624.2541840998456,625.4240621600533,625.4315318998415,626.4780266599031,1.1633578999899328,1163.3578999899328,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,1,0,1,0,35,0,35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,12.0,f,040_y_f_h_a.jpg,happy,d,17,2,626.4820979998913,626.7780932599911,626.8023414998315,626.9380663600517,626.941845000023,626.9793404598953,626.9835528999101,627.4604181600502,d,1,626.9835528999101,627.4604181600502,627.4711535000242,628.7780753599712,0.466090900124982,466.090900124982,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,1,0,1,0,36,0,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,10.0,f,028_y_f_n_a.jpg,neutral,s,17,2,628.7820971000474,629.0781692599179,629.2857425999828,629.4438404598972,629.4486747998744,629.4887937600491,629.4937401998322,630.0729045599932,s,1,629.4937401998322,630.0729045599932,630.0847171999048,631.8532402598997,0.5720746999140829,572.0746999140829,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,1,0,1,0,37,0,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,11.0,f,030_o_f_n_a.jpg,neutral,s,2,2,631.8595648999326,632.1531970598502,632.3450970000122,632.3624219598481,632.3628750999924,632.3981915600365,632.3981053000316,634.0163289599353,None,0,632.3981053000316,634.0163289599353,634.0211189000402,635.5699577599065,,,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,1,0,1,0,38,0,38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,1.0,m,004_o_m_h_a.jpg,happy,d,2,2,635.574090299895,635.869909259933,636.0606017999817,636.0768385599134,636.0772138999309,636.1127644600114,636.1126180998981,636.870852760016,d,1,636.1126180998981,636.870852760016,636.8760824999772,638.2283274598652,0.7451433001551777,745.1433001551777,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,1,0,1,0,39,0,39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,6.0,m,033_o_m_h_a.jpg,happy,d,17,2,638.2323682999704,638.5283052599756,638.5510507000145,638.688369459915,638.6916779000312,638.7299658600008,638.7333178999834,639.1289091598941,d,1,638.7333178999834,639.1289091598941,639.1391546998639,641.1200638599461,0.38041520002298057,380.41520002298057,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,1,0,1,0,40,0,40,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,7.0,f,012_o_f_h_a.jpg,happy,d,2,2,641.1241746000014,641.4200167599832,641.443442999851,641.4585537598235,641.4597463998944,641.4962314599892,641.4976498000324,641.555538659892,d,1,641.4976498000324,641.555538659892,641.5602315999568,643.386744559952,0.047798499930649996,47.798499930649996,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,1,0,1,0,41,0,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,6.0,m,033_o_m_n_a.jpg,neutral,s,2,2,643.389560499927,643.6866625598399,644.0183461999986,644.0352987600257,644.0392006000038,644.0808523599757,644.0862153000198,644.9300408598268,d,0,644.0862153000198,644.9300408598268,644.9382321999874,646.1117151600541,0.8273877000901848,827.3877000901848,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,1,0,1,0,42,0,42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,7.0,f,012_o_f_h_a.jpg,happy,d,17,2,646.1134396998677,646.4118223599856,646.4360227999277,646.571857159934,646.5751390999649,646.6130877600284,646.6164341999684,647.1049110600492,d,1,646.6164341999684,647.1049110600492,647.1113038999029,649.0035269600106,0.47307099984027445,473.07099984027445,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,1,0,1,0,43,0,43,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,5.0,m,027_o_m_h_a.jpg,happy,d,17,2,649.0088934998494,649.3035489599919,649.5208374999929,649.6818693598965,649.6848780999426,649.7220303599955,649.7265245998278,650.2813114600489,d,1,649.7265245998278,650.2813114600489,650.2926967998501,652.1620136599289,0.5471801999956369,547.1801999956369,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,1,0,1,0,44,0,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,10.0,f,028_y_f_s_a.jpg,sad,a,2,2,652.1680393000133,652.4620703598251,652.4914792999625,652.5067546600243,652.5085660000332,652.546418159944,652.5474491999485,653.1888962599681,d,0,652.5474491999485,653.1888962599681,653.1952341999859,654.8536463598488,0.6300831001717597,630.0831001717597,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,1,0,1,0,45,0,45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,7.0,f,012_o_f_n_a.jpg,neutral,s,2,2,654.8586797998287,655.1536665600491,655.3782583000138,655.3962287599919,655.4001456999686,655.4410135599086,655.4459776000585,657.2199549600249,None,0,655.4459776000585,657.2199549600249,657.219788499875,658.4037369598867,,,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,1,0,1,0,46,0,46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,1.0,m,004_o_m_n_a.jpg,neutral,s,17,2,658.4067249000072,658.7036946599604,658.8984399000183,659.0562914600363,659.0607200998347,659.1013673599576,659.1063862999436,659.6954029600369,s,1,659.1063862999436,659.6954029600369,659.7040548999794,661.6788755599176,0.5751790998037905,575.1790998037905,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,1,0,1,0,47,0,47,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,9.0,f,021_o_f_h_a.jpg,happy,d,2,2,661.6841561000329,661.9788943598745,662.1936860999558,662.2107075599255,662.2110088998452,662.2466059599304,662.2467914000154,663.099833159917,d,1,662.2467914000154,663.099833159917,663.1061982000247,664.237198659894,0.8426829997915775,842.6829997915775,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,1,0,1,0,48,0,48,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,10.0,f,028_y_f_n_a.jpg,neutral,s,17,2,664.2426577999722,664.5371843599481,664.7305884999223,664.896518859989,664.9011347999331,664.9420657600043,664.9474777998403,665.4486061599804,s,1,664.9474777998403,665.4486061599804,665.4533945999574,667.3706118599279,0.4940043000970036,494.0043000970036,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,1,0,1,0,49,0,49,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,7.0,f,012_o_f_h_a.jpg,happy,d,2,2,667.3760297999252,667.6706337600248,667.6875607999973,667.7028424599906,667.7037698999047,667.7384446598356,667.7402379999403,668.6861514600226,d,1,667.7402379999403,668.6861514600226,668.6949654999189,670.1040457598632,0.9337160000577569,933.7160000577569,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,1,0,1,0,50,0,50,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,5.0,m,027_o_m_h_a.jpg,happy,d,2,2,670.1098408000544,670.4040730600012,670.624547299929,670.6415957598714,670.6451558999252,670.6832871599821,670.6867174999788,671.2546738600125,d,1,670.6867174999788,671.2546738600125,671.2613625000231,672.9124160599662,0.5549291002098471,554.9291002098471,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,1,0,1,0,51,0,51,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,12.0,f,040_y_f_n_a.jpg,neutral,s,17,2,672.917811299907,673.212366159982,673.4361880000215,673.5940769598586,673.598707200028,673.6398154599359,673.644831399899,674.0415007599862,s,1,673.644831399899,674.0415007599862,674.0533886998892,675.9374307598686,0.38085480011068285,380.85480011068285,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,1,0,1,0,52,0,52,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,2.0,m,008_y_m_h_a.jpg,happy,d,17,2,675.941547599854,676.2374506599502,676.2616618999746,676.3973674599314,676.4003671999089,676.4386511598481,676.4415072998963,677.3323168598348,d,1,676.4415072998963,677.3323168598348,677.3423776000272,679.154222159856,0.8800822000484914,880.0822000484914,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,1,0,1,0,53,0,53,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,6.0,m,033_o_m_h_a.jpg,happy,d,17,2,679.159338099882,679.454316260037,679.4764214998577,679.6141935598338,679.6159532999154,679.6554172599921,679.6571545000188,680.0274346598657,d,1,679.6571545000188,680.0274346598657,680.0338011998683,681.304226859915,0.360459899995476,360.459899995476,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,1,0,1,0,54,0,54,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,2.0,m,008_y_m_h_a.jpg,happy,d,17,2,681.3083748000208,681.6042802599026,681.6284508998506,681.7641974598868,681.7660826998763,681.8055460599484,681.8072180999443,682.1770860599121,d,1,681.8072180999443,682.1770860599121,682.1843387999106,683.5042706599692,0.3623605000320822,362.3605000320822,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,1,0,1,0,55,0,55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,12.0,f,040_y_f_h_a.jpg,happy,d,2,2,683.5047826999798,683.8042302599409,683.8240876998752,683.8397715599043,683.8395789999049,683.8759978599613,683.8764205998741,684.348992360034,d,1,683.8764205998741,684.348992360034,684.3575561000034,685.6293122600531,0.46117929997853935,461.17929997853935,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,1,0,1,0,56,0,56,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,10.0,f,028_y_f_n_a.jpg,neutral,s,2,2,685.6333343000151,685.9293064598227,686.1325870999135,686.1496004599379,686.149952699896,686.1850835599238,686.1846864998806,687.8049897600198,None,0,686.1846864998806,687.8049897600198,687.808853500057,689.7711093600141,,,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,1,0,1,0,57,0,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,12.0,f,040_y_f_s_a.jpg,sad,a,2,2,689.7740501998924,690.0711158599937,690.0928864998277,690.1083343599224,690.1090289999265,690.14724365992,690.1488200000022,691.9011926599545,None,0,690.1488200000022,691.9011926599545,691.908602999989,693.454514360032,,,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,1,0,1,0,58,0,58,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,5.0,m,027_o_m_n_a.jpg,neutral,s,2,2,693.4585925999563,693.7545762599678,693.9618376998696,693.9789056598441,693.979459800059,694.0145458599785,694.014083399903,695.6179311598884,None,0,694.014083399903,695.6179311598884,695.6220827000216,696.696215559938,,,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,1,0,1,0,59,0,59,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,4.0,m,016_y_m_s_a.jpg,sad,a,2,2,696.7001989998389,696.9962114598369,697.019190599909,697.0345254598418,697.0352555999998,697.0724179600132,697.0724076998886,698.6906985598383,None,0,697.0724076998886,698.6906985598383,698.6947514000349,700.062995059858,,,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,1,0,1,0,60,0,60,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,5.0,m,027_o_m_n_a.jpg,neutral,s,2,2,700.0690790000372,700.3630894599249,700.583280300023,700.6004287600284,700.600430799881,700.6373530600453,700.6371601000428,702.2745234600501,None,0,700.6371601000428,702.2745234600501,702.279489699984,703.6047204599948,,,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,1,0,1,0,61,0,61,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,10.0,f,028_y_f_s_a.jpg,sad,a,17,2,703.6100794000085,703.9046808599727,703.9184642999899,704.0564536598744,704.0600210998673,704.0976466599153,704.1008007999044,704.8654266600264,a,1,704.1008007999044,704.8654266600264,704.8746602998581,705.9798490600427,0.7567187999375165,756.7187999375165,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,1,0,1,0,62,0,62,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,3.0,m,013_y_m_n_a.jpg,neutral,s,17,2,705.9841632000171,706.2797611600021,706.5271385998931,706.6907069599023,706.6954534999095,706.7363417600048,706.7411017999984,707.1997818599688,s,1,706.7411017999984,707.1997818599688,707.212413799949,708.9547966599697,0.44463269994594157,444.63269994594157,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,1,0,1,0,63,0,63,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,4.0,m,016_y_m_s_a.jpg,sad,a,17,2,708.9581762000453,709.2548954598373,709.2772741999943,709.4147764600115,709.4178788999561,709.4569740600185,709.4604944998864,710.1398115600226,a,1,709.4604944998864,710.1398115600226,710.1505221000407,711.5631616599625,0.669143000151962,669.143000151962,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,1,0,1,0,64,0,64,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,12.0,f,040_y_f_h_a.jpg,happy,d,17,2,711.5662050000392,711.8631103599677,711.8852249998599,712.0231311600422,712.0260373000056,712.0643931599101,712.067922399845,712.4974995599827,d,1,712.067922399845,712.4974995599827,712.5073573999107,714.2549489598954,0.42182360007427633,421.8236000742763,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,1,0,1,0,65,0,65,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,5.0,m,027_o_m_n_a.jpg,neutral,s,17,2,714.2604284000117,714.5549785599345,714.7740167998709,714.9321226598462,714.935696200002,714.9748091599671,714.9793552998453,715.4882747598225,s,1,714.9793552998453,715.4882747598225,715.4995252999943,716.9467637599213,0.4942556999158114,494.2556999158114,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,1,0,1,0,66,0,66,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,6.0,m,033_o_m_s_a.jpg,sad,a,2,2,716.9524431000464,717.246723359893,717.2718511999119,717.286964860023,717.2886562000494,717.325716659869,717.3264285998885,719.0812945598503,None,0,717.3264285998885,719.0812945598503,719.0826796998736,721.0134274598444,,,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,1,0,1,0,67,0,67,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,6.0,m,033_o_m_h_a.jpg,happy,d,2,2,721.016748999944,721.3134234598605,721.3335154999513,721.3488754599588,721.3494820999913,721.3856115599395,721.3852806999348,722.9600511600496,None,0,721.3852806999348,722.9600511600496,722.9649723998737,724.6717170600081,,,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,1,0,1,0,68,0,68,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,2.0,m,008_y_m_s_a.jpg,sad,a,17,2,724.6742199000437,724.9717245599953,725.2170690000057,725.3747612598585,725.3785703999456,725.4192484598374,725.4244194999337,725.8818122599972,a,1,725.4244194999337,725.8818122599972,725.8921686999965,727.3885724600171,0.44150789990089834,441.50789990089834,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,1,0,1,0,69,0,69,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,1.0,m,004_o_m_n_a.jpg,neutral,s,2,2,727.393230299931,727.6885139599675,727.8842698999215,727.901876460039,727.9022901998833,727.9397397599881,727.9394268000033,729.6283290600171,None,0,727.9394268000033,729.6283290600171,729.6359307998791,731.547020859993,,,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,1,0,1,0,70,0,70,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,2.0,m,008_y_m_s_a.jpg,sad,a,2,2,731.5528605999425,731.8469677599845,732.0802056998946,732.0968499600189,732.0970991000067,732.132128959964,732.1318051000126,733.7960365598323,None,0,732.1318051000126,733.7960365598323,733.8017255000304,735.4971612598514,,,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,1,0,1,0,71,0,71,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,11.0,f,030_o_f_n_a.jpg,neutral,s,2,2,735.5025930998381,735.7970881599234,735.9890574999154,736.0062516599195,736.0070789998863,736.043687659991,736.0439911000431,737.6369080599164,None,0,736.0439911000431,737.6369080599164,737.6414912999608,739.613810059824,,,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,1,0,1,0,72,0,72,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,11.0,f,030_o_f_n_a.jpg,neutral,s,2,2,739.6180507000536,739.9138016600394,740.1157343999948,740.1333910599118,740.1340707999188,740.1693251598393,740.1695316999685,741.7533241598634,None,0,740.1695316999685,741.7533241598634,741.7589904998895,743.1138405599398,,,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,1,0,1,0,73,0,73,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,2.0,m,008_y_m_s_a.jpg,sad,a,17,2,743.117911499925,743.4138309599133,743.6429254000541,743.802310459991,743.8071010999847,743.8480662598507,743.8522216998972,744.3607442599954,a,1,743.8522216998972,744.3607442599954,744.3720541000366,745.9140696599846,0.49338590004481375,493.38590004481375,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
