trials_example.thisRepN,trials_example.thisTrialN,trials_example.thisN,trials_example.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_study.thisRepN,trials_study.thisTrialN,trials_study.thisN,trials_study.thisIndex,text_welcome.started,text_welcome.stopped,text_intro.started,text_intro.stopped,key_resp_intro.keys,key_resp_intro.started,key_resp_intro.stopped,text_intro2.started,text_intro2.stopped,key_resp_intro2.keys,key_resp_intro2.rt,key_resp_intro2.started,key_resp_intro2.stopped,example trial,personPrimeExample,genderPrimeExample,primeExample,emotionPrimeExample,corrAnsPrimeExample,example mask time,fix300_example.started,fix300_example.stopped,image_primer_example.started,image_primer_example.stopped,scrambled.started,scrambled.stopped,text_response_example.started,text_response_example.stopped,key_resp_example.keys,key_resp_example.corr,key_resp_example.rt,key_resp_example.rt in ms,key_resp_example.started,key_resp_example.stopped,Jitter_example.started,Jitter_example.stopped,text_start.started,text_start.stopped,text_pause.started,text_pause.stopped,key_resp_pause.keys,key_resp_pause.rt,key_resp_pause.rt in ms,key_resp_pause.started,key_resp_pause.stopped,study trial,personPrimeStudy,genderPrimeStudy,primeStudy,emotionPrimeStudy,corrAnsPrimeStudy,study mask time,Block,fix300_study.started,fix300_study.stopped,image_primer_study.started,image_primer_study.stopped,scrambled_study.started,scrambled_study.stopped,text_response_study.started,text_response_study.stopped,key_resp_study.keys,key_resp_study.corr,key_resp_study.rt,key_resp_study.rt in ms,key_resp_study.started,key_resp_study.stopped,Jitter_study.started,Jitter_study.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,0,0,0,0,89,0,89,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,5.0,m,027_o_m_s_a.jpg,sad,a,3,1,364.4493057999998,364.7451174099998,364.76605070000005,364.78917551000006,364.78984820000005,364.82604511000056,364.8272643,365.9209660099997,s,0,1.0796336000003066,1079.6336000003066,364.8272643,365.9209660099997,365.9306410999998,367.2536506100006,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,0,0,0,0,90,0,90,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,12.0,f,040_y_f_s_a.jpg,sad,a,17,1,367.2576699000001,367.5536322099998,367.57692920000045,367.71346151000046,367.71632750000026,367.7548065100001,367.7577215000001,368.35942661,a,1,0.5889263999997638,588.9263999997638,367.7577215000001,368.35942661,368.36495149999973,369.57034381000005,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,0,0,0,0,91,0,91,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,3.0,m,013_y_m_n_a.jpg,neutral,s,3,1,369.5759367999999,369.87025951000044,370.11541600000055,370.14095461000045,370.1411128999998,370.1761948100003,370.17568159999973,370.8008671099998,s,1,0.6111260999996375,611.1260999996375,370.17568159999973,370.8008671099998,370.8124587000002,372.5619639099997,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,0,0,0,0,92,0,92,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,12.0,f,040_y_f_s_a.jpg,sad,a,17,1,372.5662164000005,372.8619828100001,372.8872124999998,373.02192880999985,373.02511909999976,373.0632512100002,373.0665922999997,373.95495631000006,a,1,0.880144100000507,880.144100000507,373.0665922999997,373.95495631000006,373.96509849999984,375.5204001100002,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,0,0,0,0,93,0,93,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,6.0,m,033_o_m_s_a.jpg,sad,a,3,1,375.52438789999997,375.8204250099999,375.84298390000004,375.86572740999975,375.8664779999999,375.90483890999997,375.90601739999966,376.5751108100004,a,1,0.6569033999994645,656.9033999994645,375.90601739999966,376.5751108100004,376.5839725000005,378.11211001000004,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,0,0,0,0,94,0,94,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,2.0,m,008_y_m_s_a.jpg,sad,a,3,1,378.11533599999984,378.41222161000053,378.65722110000024,378.6840391100005,378.68800050000027,378.7295907099998,378.73454409999977,379.2644558100002,a,1,0.5160691000000952,516.0691000000952,378.73454409999977,379.2644558100002,379.27230789999976,381.1039210099999,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,0,0,0,0,95,0,95,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,8.0,f,019_m_f_s_a.jpg,sad,a,3,1,381.1081905000001,381.4039406100002,381.64760099999967,381.6742146099997,381.6747802,381.71494451000046,381.72015269999974,382.2497544099998,a,1,0.5146124000002601,514.6124000002601,381.72015269999974,382.2497544099998,382.26130809999995,383.54554421000023,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,0,0,0,0,96,0,96,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,9.0,f,021_o_f_n_a.jpg,neutral,s,17,1,383.55093730000044,383.8455532099998,384.05225729999984,384.22116581000057,384.22589979999975,384.2665497099998,384.27094769999985,384.7201775100003,s,1,0.435660199999802,435.660199999802,384.27094769999985,384.7201775100003,384.73176760000024,386.65396321000037,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,0,0,0,0,97,0,97,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,11.0,f,030_o_f_h_a.jpg,happy,d,17,1,386.6595434999999,386.95394881000004,387.15130169999975,387.31962381000005,387.3242190000001,387.3646318100001,387.36967970000023,387.79858571000034,d,1,0.4167754000000059,416.7754000000059,387.36967970000023,387.79858571000034,387.80153859999973,389.26243141000043,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,0,0,0,0,98,0,98,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,12.0,f,040_y_f_n_a.jpg,neutral,s,3,1,389.26789650000046,389.5623970099997,389.7784566,389.80493880999995,389.80797919999986,389.8462640099998,389.85146369999984,390.41020611000033,s,1,0.5512312999999267,551.2312999999267,389.85146369999984,390.41020611000033,390.4220928000004,392.3290921099998,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,0,0,0,0,99,0,99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,12.0,f,040_y_f_s_a.jpg,sad,a,17,1,392.33364379999966,392.62903861000007,392.65184490000047,392.78899701000057,392.7921226999997,392.8312657099997,392.83522379999977,393.1706415099999,s,0,0.3195567000002484,319.5567000002484,392.83522379999977,393.1706415099999,393.18068180000046,394.34583101000055,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,0,0,0,0,100,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,4.0,m,016_y_m_n_a.jpg,neutral,s,3,1,394.3503872000001,394.6458558100004,394.88889819999986,394.9150193100005,394.91861059999974,394.95636011,394.9617897999997,395.49073031,s,1,0.521131499999683,521.131499999683,394.9617897999997,395.49073031,395.5023326999999,396.52909231000024,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,0,0,0,0,101,0,101,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,11.0,f,030_o_f_s_a.jpg,sad,a,3,1,396.53226189999987,396.8292123100001,397.0260404999999,397.0516929100005,397.05253939999966,397.0887214100004,397.0887014,397.7223960100001,a,1,0.617992299999969,617.992299999969,397.0887014,397.7223960100001,397.7316843999997,399.7125601099998,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,0,0,0,0,102,0,102,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,3.0,m,013_y_m_h_a.jpg,happy,d,3,1,399.7158810000001,400.01253761000055,400.24521150000055,400.27120971000033,400.2715439000003,400.3074034100001,400.3073224,400.79432370999996,s,0,0.47147619999941526,471.47619999941526,400.3073224,400.79432370999996,400.8034604000004,402.33765251000034,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,0,0,0,0,103,0,103,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,2.0,m,008_y_m_s_a.jpg,sad,a,17,1,402.34309029999986,402.63759141,402.8733951000004,403.03160931000014,403.0348433999998,403.07222831000047,403.07630900000004,403.5412432100003,a,1,0.45432069999969826,454.32069999969826,403.07630900000004,403.5412432100003,403.5530256000002,405.1043935099998,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,0,0,0,0,104,0,104,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,11.0,f,030_o_f_s_a.jpg,sad,a,17,1,405.1099285999999,405.40434251,405.6073483,405.76888230999987,405.7723009000001,405.8101897099997,405.81403409999984,406.4928073100001,a,1,0.6685867999995025,668.5867999995025,405.81403409999984,406.4928073100001,406.5050061000002,408.4877488100002,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,0,0,0,0,105,0,105,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,4.0,m,016_y_m_h_a.jpg,happy,d,17,1,408.49299859999974,408.78772081,408.8135953000001,408.9480005100005,408.9526323,408.9931191100005,408.9983804000003,409.3762964099998,d,1,0.364241199999924,364.241199999924,408.9983804000003,409.3762964099998,409.3870710000001,411.23789261000013,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,0,0,0,0,106,0,106,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,7.0,f,012_o_f_n_a.jpg,neutral,s,3,1,411.2432976,411.5378945100002,411.7477636000003,411.77554591,411.77892299999985,411.8173693099999,411.82098360000055,412.6164579100006,a,0,0.7816210999999385,781.6210999999385,411.82098360000055,412.6164579100006,412.6280311999999,414.54630010999983,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,0,0,0,0,107,0,107,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,11.0,f,030_o_f_h_a.jpg,happy,d,17,1,414.5517640999997,414.84629400999995,415.04924409999967,415.20924061000017,415.2113558000001,415.2487532100005,415.2517278000005,415.5890197099999,d,1,0.32697749999988446,326.97749999988446,415.2517278000005,415.5890197099999,415.5972404000004,416.80456871000035,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,0,0,0,0,108,0,108,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,1.0,m,004_o_m_s_a.jpg,sad,a,3,1,416.80864500000007,417.10456201000045,417.1289647000003,417.15081051000027,417.15173700000014,417.1890207100006,417.1890421999997,418.01842261000013,a,1,0.8215157000004183,821.5157000004183,417.1890421999997,418.01842261000013,418.02612899999986,419.6545062100005,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,0,0,0,0,109,0,109,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,3.0,m,013_y_m_n_a.jpg,neutral,s,17,1,419.65753399999994,419.9546095100005,420.2013259000005,420.35459550999997,420.3596647000004,420.3989549099998,420.40253870000015,420.7878365099997,s,1,0.37604279999959545,376.04279999959545,420.40253870000015,420.7878365099997,420.79600260000007,422.42135561000043,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,0,0,0,0,110,0,110,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,10.0,f,028_y_f_s_a.jpg,sad,a,17,1,422.42566540000007,422.7213386100003,422.7528557000005,422.8896409099999,422.8914461000004,422.9310008100002,422.9324681999997,423.49707340999987,a,1,0.5502328000002308,550.2328000002308,422.9324681999997,423.49707340999987,423.5063525000005,425.3797873100003,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,0,0,0,0,111,0,111,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,11.0,f,030_o_f_h_a.jpg,happy,d,17,1,425.38405539999985,425.6797058100002,425.88439819999985,426.0428384099997,426.0476150000004,426.0886448100001,426.0939779,426.4003388100001,d,1,0.2926136999994924,292.6136999994924,426.0939779,426.4003388100001,426.4118589999998,428.3464866100004,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,0,0,0,0,112,0,112,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,7.0,f,012_o_f_n_a.jpg,neutral,s,17,1,428.35179739999967,428.6465089100003,428.8634646999999,429.0288739099998,429.0324477000004,429.0734566100001,429.0783839000005,429.50708640999994,s,1,0.4204579000006561,420.4579000006561,429.0783839000005,429.50708640999994,429.5186217999999,431.2215943100001,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,0,0,0,0,113,0,113,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,2.0,m,008_y_m_s_a.jpg,sad,a,3,1,431.2261040000003,431.52152640999986,431.7458808000001,431.7712543099998,431.7715629000004,431.80611170999975,431.8061429999998,432.34244220999983,a,1,0.5244648999996571,524.4648999996571,431.8061429999998,432.34244220999983,432.3519900000001,433.7215491099997,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,0,0,0,0,114,0,114,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,11.0,f,030_o_f_h_a.jpg,happy,d,3,1,433.7253443999998,434.02154110999993,434.22026730000016,434.24710311000047,434.2517671000005,434.2928275100004,434.2972170000003,434.7773449100006,d,1,0.46543320000000676,465.43320000000676,434.2972170000003,434.7773449100006,434.78408949999994,435.88828991,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,0,0,0,0,115,0,115,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,3.0,m,013_y_m_h_a.jpg,happy,d,17,1,435.89254789999995,436.1882856100002,436.4239354000001,436.5859986100005,436.59097500000007,436.6303581100002,436.6355045999999,437.1544029099997,d,1,0.5110437000003003,511.0437000003003,436.6355045999999,437.1544029099997,437.1618282999998,438.6800264100003,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,0,0,0,0,116,0,116,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,2.0,m,008_y_m_s_a.jpg,sad,a,17,1,438.6855249,438.9801419100005,439.2123098000002,439.3704667100002,439.3749872999997,439.41378761000044,439.4188100000001,439.8274700100002,a,1,0.39210000000002765,392.10000000002765,439.4188100000001,439.8274700100002,439.8381424999998,441.0467585100006,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,0,0,0,0,117,0,117,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,3.0,m,013_y_m_n_a.jpg,neutral,s,17,1,441.0520277000005,441.3468167100001,441.5805403000004,441.7343152100003,441.73826720000034,441.7791294099999,441.7842618000004,442.1712382100005,s,1,0.3704568000002837,370.4568000002837,441.7842618000004,442.1712382100005,442.1826705000003,443.7384458099997,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,0,0,0,0,118,0,118,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,6.0,m,033_o_m_n_a.jpg,neutral,s,17,1,443.74259489999986,444.03856091000046,444.2364558999998,444.3955717099999,444.40012339999976,444.4388785100001,444.4426749000004,445.01134311,s,1,0.5520363000005091,552.0363000005091,444.4426749000004,445.01134311,445.0233967000004,446.23858981000024,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,0,0,0,0,119,0,119,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,6.0,m,033_o_m_n_a.jpg,neutral,s,17,1,446.24455540000054,446.53854710999997,446.73312590000023,446.9022066099998,446.90734109999994,446.94813201000045,446.9532687000001,447.20834640999976,s,1,0.2413753999999244,241.3753999999244,446.9532687000001,447.20834640999976,447.2185896000001,449.17195680999987,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.2667309999997,451.68253041000037,d,2.3998852000004263,2399.8852000004263,449.2667309999997,451.68253041000037,0,1.0,m,004_o_m_s_a.jpg,sad,a,17,2,451.68988790000003,451.98042331000045,452.0037192,452.14027521000037,452.14538340000036,452.18606861,452.1910730999998,453.04246521000016,a,1,0.8435331999999107,843.5331999999107,452.1910730999998,453.04246521000016,453.05206350000026,454.6888046100004,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9.0,f,021_o_f_n_a.jpg,neutral,s,17,2,454.69427970000015,454.98870631000057,455.2079980999997,455.36606071000017,455.3691367000001,455.40664651000054,455.40993570000046,455.8898936100005,s,1,0.47261580000031245,472.61580000031245,455.40993570000046,455.8898936100005,455.89446150000003,457.38057330999993,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,11.0,f,030_o_f_s_a.jpg,sad,a,17,2,457.38122060000023,457.6801095100001,457.87451299999975,458.0429228100003,458.04509770000004,458.0861659100002,458.0914407,458.76260121000007,a,1,0.6632846000002246,663.2846000002246,458.0914407,458.76260121000007,458.7711672000005,460.43050350999977,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,10.0,f,028_y_f_s_a.jpg,sad,a,17,2,460.4358781000001,460.73050871000044,460.75539780000054,460.89054561000023,460.8954153000004,460.93644381000024,460.94163219999973,461.55022401000053,a,1,0.5971659000006184,597.1659000006184,460.94163219999973,461.55022401000053,461.56200179999996,462.81391781000013,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6.0,m,033_o_m_n_a.jpg,neutral,s,2,2,462.8180715999997,463.11383880999995,463.31485040000007,463.3322444100005,463.3330108,463.3689041099998,463.36885789999997,464.61405441,s,1,1.2337602999996307,1233.7602999996307,463.36885789999997,464.61405441,464.6215076999997,466.24737681,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1.0,m,004_o_m_n_a.jpg,neutral,s,2,2,466.25275109999984,466.5473398100004,466.74304519999987,466.76070511000046,466.7640029000004,466.80262701000004,466.80571860000055,467.86200991,s,1,1.0448852999998053,1044.8852999998053,466.80571860000055,467.86200991,467.8738641,469.2140853100001,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,12.0,f,040_y_f_s_a.jpg,sad,a,17,2,469.21952430000056,469.5141181099999,469.5363838000003,469.67403491000016,469.6790417000002,469.7196674099997,469.72495230000004,470.20463811,a,1,0.4698807000004308,469.8807000004308,469.72495230000004,470.20463811,470.2164474000001,471.90578671000014,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,1,0,1,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,9.0,f,021_o_f_n_a.jpg,neutral,s,2,2,471.9098971000003,472.2058027100003,472.4201529000002,472.4368604100001,472.4388617000004,472.4773346100002,472.4804866000004,473.70122860999993,s,1,1.2102489999997488,1210.2489999997488,472.4804866000004,473.70122860999993,473.71440189999976,475.28912821000006,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,1,0,1,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,9.0,f,021_o_f_s_a.jpg,sad,a,17,2,475.2943680999997,475.5891528100002,475.61494500000026,475.7491370099998,475.75258310000027,475.7926769100005,475.7969380000004,476.72393131,a,1,0.9098336999995809,909.8336999995809,475.7969380000004,476.72393131,476.7345244999997,478.5308332100004,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,1,0,1,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,4.0,m,016_y_m_s_a.jpg,sad,a,17,2,478.53468220000013,478.83083761000046,478.85083010000017,478.98250651000046,478.9860276999998,479.02625361,479.03164149999975,479.4722047100005,a,1,0.4272850000006656,427.2850000006656,479.03164149999975,479.4722047100005,479.48332800000026,481.03090860999976,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,1,0,1,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,7.0,f,012_o_f_n_a.jpg,neutral,s,17,2,481.0315461,481.33093801000007,481.56178120000004,481.7324449099998,481.73691620000045,481.7777249100001,481.78271120000045,482.1691677099999,s,1,0.37214029999995546,372.14029999995546,481.78271120000045,482.1691677099999,482.1805854000004,483.38101431000007,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,1,0,1,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2.0,m,008_y_m_n_a.jpg,neutral,s,17,2,483.3852459,483.6810222100004,483.91342989999976,484.07121951000056,484.0758415,484.11672981000004,484.1217409000001,484.49802551000005,s,1,0.3690065999999206,369.0065999999206,484.1217409000001,484.49802551000005,484.5085191999997,485.89775930999997,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,1,0,1,0,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1.0,m,004_o_m_s_a.jpg,sad,a,2,2,485.9019876000002,486.19765930999995,486.2197981999998,486.23488481000015,486.23525599999994,486.27386691000004,486.2739954999997,487.4934877100005,a,1,1.2085980000001655,1208.5980000001655,486.2739954999997,487.4934877100005,487.5007821999998,489.0810794099999,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,1,0,1,0,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,7.0,f,012_o_f_h_a.jpg,happy,d,17,2,489.08662319999985,489.3811972100003,489.4024889000002,489.53262581000047,489.5358253000004,489.5739080100003,489.5771157999998,490.12334940999983,d,1,0.5374917999997706,537.4917999997706,489.5771157999998,490.12334940999983,490.13171260000036,491.3895792100003,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,1,0,1,0,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,3.0,m,013_y_m_h_a.jpg,happy,d,17,2,491.39531910000005,491.6895566100003,491.9360407000004,492.0988961100003,492.1029865999999,492.1440396099998,492.14937590000045,492.58835181000006,d,1,0.4213171000001239,421.3171000001239,492.14937590000045,492.58835181000006,492.5995063999999,494.38113031000023,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,1,0,1,0,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,11.0,f,030_o_f_n_a.jpg,neutral,s,17,2,494.38490040000033,494.6811437100006,494.88393499999984,495.04865691000043,495.05353060000016,495.09437610999987,495.09942370000044,495.50572341000054,s,1,0.3993536000007225,399.3536000007225,495.09942370000044,495.50572341000054,495.5163634999999,496.55619371000023,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,1,0,1,0,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,3.0,m,013_y_m_n_a.jpg,neutral,s,2,2,496.56016230000023,496.85622101,497.1098161,497.12727921,497.12771500000053,497.16563921000045,497.16483359999984,498.1551137100006,s,1,0.9821429999992688,982.1429999992688,497.16483359999984,498.1551137100006,498.1578946999998,499.39797740999995,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
,,,,1,0,1,0,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,9.0,f,021_o_f_h_a.jpg,happy,d,17,2,499.40350170000056,499.69796491000045,499.90090299999974,500.0633557100001,500.06779300000017,500.1089015099998,500.1141244999999,500.48180871000034,d,1,0.35262299999976676,352.62299999976676,500.1141244999999,500.48180871000034,500.49241919999986,501.68977990999986,EMOCONPILOT008,2020_Dec_12_1046,EmoCon_Pilot_120Hz,2020.2.4,119.97355782837421,
