trials_example.thisRepN,trials_example.thisTrialN,trials_example.thisN,trials_example.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_study.thisRepN,trials_study.thisTrialN,trials_study.thisN,trials_study.thisIndex,text_welcome.started,text_welcome.stopped,text_intro.started,text_intro.stopped,key_resp_intro.keys,key_resp_intro.rt,key_resp_intro.started,key_resp_intro.stopped,text_intro2.started,text_intro2.stopped,key_resp_intro2.keys,key_resp_intro2.rt,key_resp_intro2.started,key_resp_intro2.stopped,example trial,personPrimeExample,genderPrimeExample,primeExample,emotionPrimeExample,corrAnsPrimeExample,example mask time,fix300_example.started,fix300_example.stopped,image_primer_example.started,image_primer_example.stopped,scrambled.started,scrambled.stopped,text_response_example.started,text_response_example.stopped,key_resp_example.keys,key_resp_example.corr,key_resp_example.rt,key_resp_example.rt in ms,key_resp_example.started,key_resp_example.stopped,Jitter_example.started,Jitter_example.stopped,text_start.started,text_start.stopped,text_pause.started,text_pause.stopped,key_resp_pause.keys,key_resp_pause.rt,key_resp_pause.rt in ms,key_resp_pause.started,key_resp_pause.stopped,study trial,personPrimeStudy,genderPrimeStudy,primeStudy,emotionPrimeStudy,corrAnsPrimeStudy,study mask time,Block,fix300_study.started,fix300_study.stopped,image_primer_study.started,image_primer_study.stopped,scrambled_study.started,scrambled_study.stopped,text_response_study.started,text_response_study.stopped,key_resp_study.keys,key_resp_study.corr,key_resp_study.started,key_resp_study.stopped,Jitter_study.started,Jitter_study.stopped,key_resp_study.rt,key_resp_study.rt in ms,text_end.started,text_end.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,0,0,0,0,41,0,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,11.0,f,030_o_f_h_a.jpg,happy,d,17,1,182.46486470010132,182.76489262003452,183.36556390009355,183.50649272010196,183.5065300000133,183.5481597200269,183.5482077000197,183.90654062002432,d,1,183.5482077000197,183.90654062002432,183.91491150006186,185.28152402001433,0.34779959998559207,347.79959998559207,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,42,0,42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,4.0,m,016_y_m_h_a.jpg,happy,d,17,1,185.28992960008327,185.58986002008896,185.631555100088,185.77316392003559,185.77319209999405,185.81481922010425,185.8148565000156,186.23988712008577,d,1,185.8148565000156,186.23988712008577,186.24823900009505,187.5231535200728,0.417233599931933,417.233599931933,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,43,0,43,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,1.0,m,004_o_m_s_a.jpg,sad,a,17,1,187.5231899000937,187.82315712003037,187.8482079000678,187.98982252005953,187.99001950002275,188.03149232000578,188.03152429999318,188.44832042010967,a,1,188.03152429999318,188.44832042010967,188.45653349999338,189.6814873201074,0.4086179999867454,408.6179999867454,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,44,0,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,4.0,m,016_y_m_h_a.jpg,happy,d,17,1,189.6815268000355,189.98148432001472,190.006519400049,190.14820962003432,190.15656870009843,190.19819732010365,190.19818460009992,190.5565204200102,d,1,190.19818460009992,190.5565204200102,190.56488130008802,191.88149912003428,0.3458944000303745,345.8944000303745,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,45,0,45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,7.0,f,012_o_f_s_a.jpg,sad,a,17,1,191.8815417001024,192.18150762002915,192.20659900002647,192.3481984200189,192.3482063000556,192.3898952200543,192.39821780007333,192.81483842001762,a,1,192.39821780007333,192.81483842001762,192.82319930009544,194.2564794200007,0.4017841999884695,401.7841999884695,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,46,0,46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,8.0,f,019_m_f_n_a.jpg,neutral,s,3,1,194.25652910000645,194.5565046200063,195.19892620004248,195.22315322002396,195.22319100005552,195.26482012006454,195.2648522000527,195.96482152002864,s,1,195.2648522000527,195.96482152002864,195.97328310005832,197.45647442003246,0.6871423000702634,687.1423000702634,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,47,0,47,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,2.0,m,008_y_m_h_a.jpg,happy,d,17,1,197.45651060005184,197.7564851200441,197.78998450003564,197.9314811200602,197.94000740000047,197.9814675200032,197.98151800001506,198.30648202006705,d,1,197.98151800001506,198.30648202006705,198.31486250006128,199.6981519201072,0.31439810001756996,314.39810001756996,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,48,0,48,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,12.0,f,040_y_f_n_a.jpg,neutral,s,17,1,199.6982043000171,199.99818552006036,200.60721710009966,200.7481836200459,200.75654540001415,200.7981356200762,200.79817910003476,201.60649332008325,s,1,200.79817910003476,201.60649332008325,201.61488830007147,202.78986742009874,0.7938297999789938,793.8297999789938,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,49,0,49,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,11.0,f,030_o_f_n_a.jpg,neutral,s,3,1,202.78988739999477,203.08986782003194,203.23150690004695,203.25646391999908,203.25651410000864,203.29812772001605,203.2981635000324,204.35648992005736,s,1,203.2981635000324,204.35648992005736,204.36483380000573,206.048127320013,1.0458936999784783,1045.8936999784783,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,50,0,50,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,8.0,f,019_m_f_h_a.jpg,happy,d,3,1,206.0481787000317,206.34817452006973,206.38982919999398,206.41480172006413,206.41482770000584,206.4564722200157,206.456509700045,206.97318061999977,d,1,206.456509700045,206.97318061999977,206.98152170004323,208.4982625200646,0.49567989993374795,495.67989993374795,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,51,0,51,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,8.0,f,019_m_f_n_a.jpg,neutral,s,17,1,208.4982777000405,208.79823612002656,209.44872179999948,209.72325262008235,209.73162120010238,209.7732373200124,209.77325120009482,210.04977762000635,s,1,209.77325120009482,210.04977762000635,210.0649483000161,211.89822922006715,0.25872449995949864,258.72449995949864,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,52,0,52,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,12.0,f,040_y_f_n_a.jpg,neutral,s,17,1,211.89828250010032,212.198218620033,212.35730180004612,212.63146391999908,212.6400444000028,212.68148072005715,212.68151170003694,212.83980472001713,s,1,212.68151170003694,212.83980472001713,212.84816670010332,214.4981453201035,0.15030679991468787,150.30679991468787,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,53,0,53,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,9.0,f,021_o_f_h_a.jpg,happy,d,3,1,214.49817530007567,214.79816112003755,214.94058030005544,214.98161422007252,214.98988310003188,215.03147352009546,215.0315089999931,215.52317352010868,d,1,215.0315089999931,215.52317352010868,215.5314992000349,217.13146321999375,0.4725668999599293,472.5668999599293,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,54,0,54,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,2.0,m,008_y_m_n_a.jpg,neutral,s,17,1,217.13150850008242,217.4314736200031,217.6066204000963,217.74811392009724,217.74817530007567,217.78985441999976,217.79819770005997,218.23979512008373,s,1,217.79819770005997,218.23979512008373,218.24816160008777,219.52316822006833,0.43375680001918226,433.75680001918226,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,55,0,55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,10.0,f,028_y_f_n_a.jpg,neutral,s,3,1,219.52317450009286,219.82312902004924,219.9481513000792,219.97316672001034,219.98151720000897,220.02311321999878,220.02314699999988,220.58150782005396,s,1,220.02314699999988,220.58150782005396,220.58986639999785,222.1897738201078,0.5448871999979019,544.8871999979019,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,56,0,56,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,12.0,f,040_y_f_h_a.jpg,happy,d,17,1,222.18983560008928,222.48978542000987,222.53147859999444,222.67316142003983,222.67317890003324,222.7147874200018,222.7148246000288,223.08144012000412,d,1,222.7148246000288,223.08144012000412,223.08980640000664,224.6148306200048,0.35703579999972135,357.03579999972135,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,57,0,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,2.0,m,008_y_m_n_a.jpg,neutral,s,17,1,224.61484789999668,224.91480472008698,225.54040600010194,225.68146052001975,225.68147900002077,225.72314782009926,225.72316680010408,226.10646182007622,s,1,225.72316680010408,226.10646182007622,226.11485290003475,227.14811722002923,0.3727833000011742,372.7833000011742,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,58,0,58,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,9.0,f,021_o_f_n_a.jpg,neutral,s,17,1,227.14815000002272,227.44810392009094,227.58981989999302,227.7314334200928,227.73146860010456,227.7730984200025,227.77313320001122,228.1231000201078,s,1,227.77313320001122,228.1231000201078,228.13146649999544,229.831466820091,0.33872430003248155,338.72430003248155,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,59,0,59,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,4.0,m,016_y_m_n_a.jpg,neutral,s,17,1,229.83147259999532,230.13145532005,230.30646880005952,230.44809562002774,230.4481474000495,230.489824420074,230.49817410006654,230.86478411999997,s,1,230.49817410006654,230.86478411999997,230.86482650006656,232.62313952005934,0.3577802999643609,357.7802999643609,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,60,0,60,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,6.0,m,033_o_m_s_a.jpg,sad,a,3,1,232.62314979999792,232.92311502003577,232.964795100037,232.9897613200592,232.98990750010125,233.03142802009825,233.03145720006432,233.73983132001013,a,1,233.03145720006432,233.73983132001013,233.74817150004674,234.9647502200678,0.6966108001070097,696.6108001070097,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,61,0,61,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,7.0,f,012_o_f_n_a.jpg,neutral,s,3,1,234.96490980009548,235.2647788200993,235.85707090003416,235.88142962008715,235.88147190003656,235.9231113200076,235.92312280007172,236.42318601999432,s,1,235.92312280007172,236.42318601999432,236.43149610003456,238.1814172200393,0.49293629999738187,492.93629999738187,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,62,0,62,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,2.0,m,008_y_m_h_a.jpg,happy,d,3,1,238.1814660000382,238.4814197201049,238.5314536000369,238.55641452001873,238.55646280001383,238.59802882000804,238.59811350004748,239.16476412001066,d,1,238.59811350004748,239.16476412001066,239.16481780004688,240.93141912005376,0.5537989999866113,553.7989999866113,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,63,0,63,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,10.0,f,028_y_f_h_a.jpg,happy,d,17,1,240.93144519999623,241.23141332005616,241.25652140006423,241.3980785200838,241.39811460010242,241.43974682001863,241.44815870001912,241.85645612003282,d,1,241.44815870001912,241.85645612003282,241.86482910008635,242.97307462000754,0.39976539998315275,399.76539998315275,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,64,0,64,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,4.0,m,016_y_m_h_a.jpg,happy,d,3,1,242.97310890001245,243.27309781999793,243.2981262000976,243.32311892008875,243.32313540007453,243.36481552000623,243.3732663000701,243.9731169200968,d,1,243.3732663000701,243.9731169200968,243.981457100017,245.9147384200478,0.5867822000291198,586.7822000291198,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,65,0,65,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,9.0,f,021_o_f_s_a.jpg,sad,a,17,1,245.91479070007335,246.2147481200518,246.23988570005167,246.3814191200072,246.38146589999087,246.42308112001047,246.4231177000329,247.0563988200156,a,1,246.4231177000329,247.0563988200156,247.06476860004477,249.0148124200059,0.6247634999454021,624.7634999454021,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,66,0,66,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,7.0,f,012_o_f_h_a.jpg,happy,d,3,1,249.01481990003958,249.3147021200275,249.3397695000749,249.36482772009913,249.36487759999,249.40642562007997,249.41481790004764,249.98979852010962,d,1,249.41481790004764,249.98979852010962,249.9981206000084,251.88126912002917,0.5612873999634758,561.2873999634758,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,67,0,67,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,9.0,f,021_o_f_h_a.jpg,happy,d,17,1,251.88130300003104,252.18126892007422,252.7815399999963,252.922958620009,252.92296550003812,252.96460022008978,252.96464540006127,253.32293372007553,d,1,252.96464540006127,253.32293372007553,253.3229885000037,254.70628332009073,0.34723140008281916,347.23140008281916,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,68,0,68,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,8.0,f,019_m_f_h_a.jpg,happy,d,17,1,254.70631560008042,255.00627912010532,255.03978190000635,255.18128022004385,255.18138150009327,255.22299902001396,255.2230314000044,255.52307312004268,d,1,255.2230314000044,255.52307312004268,255.531329200021,257.18980032007676,0.2890248999465257,289.0248999465257,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,69,0,69,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,9.0,f,021_o_f_s_a.jpg,sad,a,3,1,257.18980749999173,257.4897921200609,257.5314226000337,257.55641522002406,257.5564217000501,257.5980636200402,257.5980902001029,258.3647196200909,a,1,257.5980902001029,258.3647196200909,258.3647578000091,259.4981500200229,0.7538927999557927,753.8927999557927,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,70,0,70,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,2.0,m,008_y_m_h_a.jpg,happy,d,3,1,259.49817090004217,259.7981217200868,259.8315470000962,259.8648086200701,259.8740267000394,259.931474920013,259.94139910000376,260.37316922005266,d,1,259.94139910000376,260.37316922005266,260.3815103000961,262.0069071199978,0.41862650006078184,418.62650006078184,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,71,0,71,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,1.0,m,004_o_m_h_a.jpg,happy,d,17,1,262.0069183000596,262.3068715200061,262.90392960002646,263.0403586199973,263.0402126000263,263.0815196200274,263.0814012000337,263.5232826200081,d,1,263.0814012000337,263.5232826200081,263.53184260008857,265.27363882004283,0.430629099952057,430.629099952057,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,72,0,72,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,11.0,f,030_o_f_h_a.jpg,happy,d,17,1,265.2738681000192,265.57366372004617,265.71089109999593,265.8485670200316,265.8485310000833,265.8903490200173,265.89866559999064,266.215036920039,d,1,265.89866559999064,266.215036920039,266.2163509000093,267.5321787199937,0.30940869997721165,309.40869997721165,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,73,0,73,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,8.0,f,019_m_f_s_a.jpg,sad,a,17,1,267.53422290005255,267.83201962010935,267.99750340008177,268.1319203200983,268.1319879000075,268.17368992010597,268.1738946000114,268.6234915200621,a,1,268.1738946000114,268.6234915200621,268.6248336000135,270.48201102006715,0.44258889998309314,442.58889998309314,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,74,0,74,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,5.0,m,027_o_m_h_a.jpg,happy,d,3,1,270.4831158000743,270.78183242003433,270.9232281000586,270.9399877201067,270.94002510001883,270.9817920200294,270.9817714000819,272.25661872001365,s,0,270.9817714000819,272.25661872001365,272.2580245001009,273.5318992200773,1.2664904999546707,1266.4904999546707,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,75,0,75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,8.0,f,019_m_f_s_a.jpg,sad,a,17,1,273.53164190007374,273.83197252009995,274.005848800065,274.1402184200706,274.14015350001864,274.1820009200601,274.18197640008293,274.66492452006787,a,1,274.18197640008293,274.66492452006787,274.6651830000337,276.3819753200514,0.4744090000167489,474.4090000167489,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,76,0,76,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,7.0,f,012_o_f_n_a.jpg,neutral,s,17,1,276.38223000010476,276.6819864200661,276.828146200045,276.9651540199993,276.96520400000736,277.0067890200298,277.0067851000931,277.41502181999385,a,0,277.0067851000931,277.41502181999385,277.4169518999988,278.52346022007987,0.39319880004040897,393.19880004040897,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,77,0,77,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,6.0,m,033_o_m_s_a.jpg,sad,a,17,1,278.5233558000764,278.82362212007865,278.87051330006216,279.0067299200455,279.0067634000443,279.04859242006205,279.0482538000215,279.639933819999,s,0,279.0482538000215,279.639933819999,279.6413481000345,280.7152125200955,0.583761699963361,583.761699963361,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,78,0,78,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,1.0,m,004_o_m_h_a.jpg,happy,d,17,1,280.7149061000673,281.0151708200574,281.61288560007233,281.74855502007995,281.74858860007953,281.79023172007874,281.7986171999946,282.2732073200168,d,1,281.7986171999946,282.2732073200168,282.2735227000667,283.4568257200299,0.46543690003454685,465.43690003454685,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,79,0,79,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,5.0,m,027_o_m_s_a.jpg,sad,a,3,1,283.4568607000401,283.7567050200887,283.7916384000564,283.815002520103,283.8150370999938,283.8567333200481,283.85675060003996,285.18993092002347,s,0,283.85675060003996,285.18993092002347,285.1911410000175,286.7985033200821,1.3193697000388056,1319.3697000388056,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,80,0,80,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,9.0,f,021_o_f_s_a.jpg,sad,a,3,1,286.80009890010115,287.09813232009765,287.1230252000969,287.1397307200823,287.1397459000582,287.1813859200338,287.18157770007383,288.68176301999483,None,0,287.18157770007383,288.68176301999483,288.68160220002756,289.7652018200606,,,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,81,0,81,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,5.0,m,027_o_m_s_a.jpg,sad,a,17,1,289.765229600016,290.0651733200066,290.09939019999,290.2400099200895,290.24000109999906,290.2818092200905,290.28181469999254,291.7817601200659,None,0,290.28181469999254,291.7817601200659,291.7817858000053,293.5567905200878,,,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,82,0,82,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,7.0,f,012_o_f_h_a.jpg,happy,d,17,1,293.5652546000201,293.85675642010756,293.8939836000791,294.0322465200443,294.0326847000979,294.0734380200738,294.07381860003807,294.5233344200533,d,1,294.07381860003807,294.5233344200533,294.5241240999894,295.9817483200459,0.4381055999547243,438.1055999547243,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,83,0,83,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,3.0,m,013_y_m_s_a.jpg,sad,a,17,1,295.99012170010246,296.2819580200594,296.32004200003576,296.45682042010594,296.4569743000902,296.49855812010355,296.49851890001446,297.1650413200259,s,0,296.49851890001446,297.1650413200259,297.164932899992,298.6235642200336,0.6533844000659883,653.3844000659883,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,84,0,84,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,5.0,m,027_o_m_s_a.jpg,sad,a,3,1,298.6249509000918,298.9236093200743,298.9479176000459,298.96507402008865,298.9650940001011,299.0067151200492,299.0067743000109,299.88979472010396,a,1,299.0067743000109,299.88979472010396,299.89085260010324,300.9565566200763,0.873388700070791,873.388700070791,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,85,0,85,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,4.0,m,016_y_m_s_a.jpg,sad,a,3,1,300.9565615000902,301.2568232200574,301.29149279999547,301.3150305200834,301.3150997000048,301.35665732005145,301.35655350005254,302.61511662008706,d,0,301.35655350005254,302.61511662008706,302.6163629000075,304.2818594200071,1.2435373000334948,1243.5373000334948,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,86,0,86,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,5.0,m,027_o_m_n_a.jpg,neutral,s,3,1,304.2818709000712,304.58180562010966,305.1956977000227,305.21853572002146,305.21685700002126,305.2567185200751,305.25676380004734,306.2399194200989,a,0,305.25676380004734,306.2399194200989,306.24113280000165,308.24043492006604,0.9752400000579655,975.2400000579655,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,87,0,87,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,3.0,m,013_y_m_h_a.jpg,happy,d,17,1,308.2415489000268,308.5403570201015,308.69970320002176,308.8319023200311,308.8318021000596,308.87346552009694,308.87431450001895,309.25651032000314,d,1,308.87431450001895,309.25651032000314,309.25673270004336,311.2230799200479,0.373633399954997,373.633399954997,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
