trials_example.thisRepN,trials_example.thisTrialN,trials_example.thisN,trials_example.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_study.thisRepN,trials_study.thisTrialN,trials_study.thisN,trials_study.thisIndex,text_welcome.started,text_welcome.stopped,text_intro.started,text_intro.stopped,key_resp_intro.keys,key_resp_intro.rt,key_resp_intro.started,key_resp_intro.stopped,text_intro2.started,text_intro2.stopped,key_resp_intro2.keys,key_resp_intro2.rt,key_resp_intro2.started,key_resp_intro2.stopped,example trial,personPrimeExample,genderPrimeExample,primeExample,emotionPrimeExample,corrAnsPrimeExample,example mask time,fix300_example.started,fix300_example.stopped,image_primer_example.started,image_primer_example.stopped,scrambled.started,scrambled.stopped,text_response_example.started,text_response_example.stopped,key_resp_example.keys,key_resp_example.corr,key_resp_example.rt,key_resp_example.rt in ms,key_resp_example.started,key_resp_example.stopped,Jitter_example.started,Jitter_example.stopped,text_start.started,text_start.stopped,text_pause.started,text_pause.stopped,key_resp_pause.keys,key_resp_pause.rt,key_resp_pause.rt in ms,key_resp_pause.started,key_resp_pause.stopped,study trial,personPrimeStudy,genderPrimeStudy,primeStudy,emotionPrimeStudy,corrAnsPrimeStudy,study mask time,Block,fix300_study.started,fix300_study.stopped,image_primer_study.started,image_primer_study.stopped,scrambled_study.started,scrambled_study.stopped,text_response_study.started,text_response_study.stopped,key_resp_study.keys,key_resp_study.corr,key_resp_study.started,key_resp_study.stopped,Jitter_study.started,Jitter_study.stopped,key_resp_study.rt,key_resp_study.rt in ms,text_end.started,text_end.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,2,0,2,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7.0,f,012_o_f_n_a.jpg,neutral,s,17,3,840.8566829999909,841.1562010199996,841.7665486000478,841.9059396201046,841.9060429000529,841.9476378200343,841.9474538000068,842.3807035200298,s,1,841.9474538000068,842.3807035200298,842.3815008000238,843.6895299199969,0.4202905000420287,420.2905000420287,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3.0,m,013_y_m_n_a.jpg,neutral,s,17,3,843.6892791000428,843.9891261199955,844.1447692000074,844.28113382007,844.2811295000138,844.3227679200936,844.3226251000306,844.7390627200948,s,1,844.3226251000306,844.7390627200948,844.7398129000794,846.4478018200025,0.4050549999810755,405.0549999810755,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2.0,m,008_y_m_n_a.jpg,neutral,s,1,3,846.448486700072,846.7479084200459,846.9122016000329,846.9205009200377,846.9176309000468,846.955751319998,846.9557944000699,848.4559463200858,None,0,846.9557944000699,848.4559463200858,848.4559230000013,849.9559977200115,,,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,11.0,f,030_o_f_h_a.jpg,happy,d,1,3,849.9560039000353,850.2560829200083,850.3917087001028,850.4000080201076,850.3974761000136,850.4391775201075,850.4392503000563,851.2975995200686,s,0,850.4392503000563,851.2975995200686,851.3060513000237,853.0308351200074,0.8483653999865055,848.3653999865055,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3.0,m,013_y_m_h_a.jpg,happy,d,17,3,853.0309548000805,853.3309994200245,853.4970705000451,853.6310268200468,853.6310483000707,853.6727332200389,853.6725806000177,854.2145830200752,d,1,853.6725806000177,854.2145830200752,854.2151984000811,855.872770320042,0.5271795999724418,527.1795999724418,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,8.0,f,019_m_f_n_a.jpg,neutral,s,17,3,855.8809944000095,856.1728039199952,856.3401206000708,856.4726060200483,856.4727320000529,856.5144490200328,856.5142316001002,857.0143463200657,s,1,856.5142316001002,857.0143463200657,857.0156679000938,858.0477175200358,0.4854853000724688,485.4853000724688,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11.0,f,030_o_f_n_a.jpg,neutral,s,1,3,858.047739700065,858.3479023200925,858.4937685000477,858.5020678200526,858.5001889000414,858.5390191200422,858.5390979000367,859.5059860200854,s,1,858.5390979000367,859.5059860200854,859.5065016000299,861.322747820057,0.956652499968186,956.652499968186,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1.0,m,004_o_m_n_a.jpg,neutral,s,17,3,861.3245855000569,861.6228697201004,861.7527278000489,861.8895122200483,861.8894187000114,861.9312718200963,861.9335948000662,862.5224363200832,s,1,861.9335948000662,862.5224363200832,862.5236838000128,864.3645132200327,0.5780841000378132,578.0841000378132,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,5.0,m,027_o_m_n_a.jpg,neutral,s,1,3,864.3646290000761,864.6644552201033,864.8100987999933,864.8183981199982,864.8162245000713,864.8558510200819,864.8558800000465,865.8307680200087,a,0,864.8558800000465,865.8307680200087,865.8320491000777,867.6311218200717,0.9677753000287339,967.7753000287339,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,3.0,m,013_y_m_s_a.jpg,sad,a,1,3,867.6308234001044,867.9311646200949,867.9863738000859,867.9946731200907,867.9918654999929,868.0308244200423,868.0308578000404,868.8476189200301,s,0,868.0308578000404,868.8476189200301,868.8482894999906,870.3392611200688,0.8086823000339791,808.6823000339791,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,9.0,f,021_o_f_h_a.jpg,happy,d,1,3,870.3392297000391,870.6393937200774,871.2528013000265,871.2611006200314,871.2581298000878,871.2975196200423,871.2975557000609,872.1474091201089,d,1,871.2975557000609,872.1474091201089,872.1487716000993,873.2560766200768,0.8380775999976322,838.0775999976322,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,7.0,f,012_o_f_s_a.jpg,sad,a,17,3,873.2557907000883,873.5560575200943,873.6007812001044,873.7392562200548,873.739452800015,873.7810605200939,873.781346200034,874.3973575200653,a,1,873.781346200034,874.3973575200653,874.3989124000072,875.9062013200019,0.602506099967286,602.506099967286,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,6.0,m,033_o_m_n_a.jpg,neutral,s,17,3,875.907905900036,876.2061164201004,876.8007275999989,876.9392925200518,876.9392204000615,876.9809584200848,876.9807969999965,877.4976673200727,s,1,876.9807969999965,877.4976673200727,877.5001241000136,878.9390153200366,0.5067888000048697,506.7888000048697,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,7.0,f,012_o_f_s_a.jpg,sad,a,17,3,878.9392590000061,879.2393093199935,879.2733493000269,879.4059011200443,879.4060843000188,879.4477451200364,879.4560766000068,879.9222820200957,a,1,879.4560766000068,879.9222820200957,879.9304886000464,881.0726380200358,0.4556515000294894,455.6515000294894,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,12.0,f,040_y_f_n_a.jpg,neutral,s,1,3,881.0726794000948,881.3727772200946,881.9864909000462,881.9947902200511,881.9918114000466,882.0308604200836,882.0307899999898,882.855870319996,s,1,882.0307899999898,882.855870319996,882.8564934000606,883.9975646201055,0.8167453000787646,816.7453000787646,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,4.0,m,016_y_m_n_a.jpg,neutral,s,1,3,883.9975920000579,884.2975289199967,884.4607667000964,884.4690660201013,884.4664883000078,884.5058216199977,884.505882000085,885.1056606200291,s,1,884.505882000085,885.1056606200291,885.1072583000641,886.72265212005,0.5897111999802291,589.7111999802291,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,7.0,f,012_o_f_s_a.jpg,sad,a,1,3,886.723859300022,887.0228148200549,887.0680183999939,887.0763177199988,887.0745000001043,887.114164120052,887.1141980000539,887.7557111200877,s,0,887.1141980000539,887.7557111200877,887.7557013999904,888.922744320007,0.6292705000378191,629.2705000378191,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,5.0,m,027_o_m_h_a.jpg,happy,d,17,3,888.9229181000264,889.2227457200643,889.83182880003,889.9642775200773,889.9642968000844,890.0058367199963,890.0058814000804,890.389411320095,d,1,890.0058814000804,890.389411320095,890.3928460000316,891.5476915200707,0.36996230005752295,369.96230005752295,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,4.0,m,016_y_m_h_a.jpg,happy,d,1,3,891.5485155000351,891.8478501200443,891.8945033000782,891.9028026200831,891.8998983000638,891.939102520002,891.9391996000195,892.6890234200982,s,0,891.9391996000195,892.6890234200982,892.6891098000342,894.5309961200692,0.7406324000330642,740.6324000330642,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,8.0,f,019_m_f_n_a.jpg,neutral,s,1,3,894.5308571000351,894.8310226200847,895.4637688000221,895.472068120027,895.4690726000117,895.505703020026,895.5058549999958,896.5057228200603,s,1,895.5058549999958,896.5057228200603,896.506543800002,898.0643869200721,0.989865200011991,989.865200011991,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,25,0,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,3.0,m,013_y_m_h_a.jpg,happy,d,1,3,898.06494140008,898.3642782201059,898.5325677000219,898.5408670200268,898.5391931000631,898.5808212200645,898.5808570000809,899.1140316200908,s,0,898.5808570000809,899.1140316200908,899.1153898000484,900.8144278200343,0.5228891000151634,522.8891000151634,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,26,0,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,1.0,m,004_o_m_s_a.jpg,sad,a,17,3,900.8140990000684,901.1142427200684,901.1561625000322,901.2891927200835,901.289399500005,901.3310559201054,901.3306025000056,902.1808781200089,a,1,901.3306025000056,902.1808781200089,902.1822155000409,903.3559482200071,0.8371624000137672,837.1624000137672,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,27,0,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,6.0,m,033_o_m_n_a.jpg,neutral,s,1,3,903.3564966000849,903.656121820095,904.2559561000671,904.264255420072,904.2610732000321,904.2974136200501,904.2974205000792,905.1306729200296,s,1,904.2974205000792,905.1306729200296,905.1323913000524,906.7059503199998,0.8223911001114175,822.3911001114175,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,28,0,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,10.0,f,028_y_f_h_a.jpg,happy,d,17,3,906.7066634000512,907.005958020105,907.0424283000175,907.1808807200287,907.1810619999887,907.2227077200077,907.2225831000833,907.697442320059,d,1,907.2225831000833,907.697442320059,907.6986777000129,909.1977310200455,0.46512569999322295,465.12569999322295,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,29,0,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,1.0,m,004_o_m_n_a.jpg,neutral,s,17,3,909.2059806000907,909.4975460200803,910.0936549000908,910.230885020108,910.2310562999919,910.2727167200064,910.2725218000123,910.6560730200727,s,1,910.2725218000123,910.6560730200727,910.6590095000574,912.4560807200614,0.375178899965249,375.178899965249,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,30,0,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,10.0,f,028_y_f_n_a.jpg,neutral,s,17,3,912.4580913000973,912.7562270200578,912.8954982000869,913.0309014200466,913.0310619000811,913.0727108200081,913.0725408000872,913.464195920038,s,1,913.0725408000872,913.464195920038,913.4652217000257,914.9060084200464,0.3832533999811858,383.2533999811858,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,31,0,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,8.0,f,019_m_f_s_a.jpg,sad,a,1,3,914.9058822999941,915.2060236200923,915.3780761000235,915.3863754200283,915.3833882000763,915.4224597200518,915.4224949000636,916.0392075200798,s,0,915.4224949000636,916.0392075200798,916.0398777000373,917.5892686200095,0.609042500029318,609.042500029318,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,32,0,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,7.0,f,012_o_f_s_a.jpg,sad,a,1,3,917.5891244000522,917.8894046200439,917.9387364001013,917.9470357201062,917.9461734000361,917.9808112200117,917.9808973000618,918.5225914201001,s,0,917.9808973000618,918.5225914201001,918.5240027999971,919.6394238200737,0.5309880999848247,530.9880999848247,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,33,0,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,9.0,f,021_o_f_s_a.jpg,sad,a,1,3,919.6391666000709,919.9392675200943,919.9634728000965,919.9717721201014,919.9693975000409,920.0057894201018,920.005822300096,920.5226216200972,s,0,920.005822300096,920.5226216200972,920.5238450000761,921.714282920002,0.5056356999557465,505.63569995574653,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,34,0,34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,3.0,m,013_y_m_n_a.jpg,neutral,s,1,3,921.7143685000483,922.0142649200279,922.6397858000128,922.6480851200176,922.6448728000978,922.6808083200594,922.6808198000072,923.1558928200975,s,1,922.6808198000072,923.1558928200975,923.156241800054,924.9060147200944,0.46267050004098564,462.67050004098564,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,35,0,35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,5.0,m,027_o_m_h_a.jpg,happy,d,1,3,924.906126899994,925.2059909200761,925.348803400062,925.3571027200669,925.3540381999919,925.3891159200575,925.3891347000608,925.8140662200749,s,0,925.3891347000608,925.8140662200749,925.8141857000301,926.8476221200544,0.4107015000190586,410.7015000190586,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,36,0,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,3.0,m,013_y_m_s_a.jpg,sad,a,17,3,926.8478294000961,927.1476508200867,927.1923481000122,927.3312083201017,927.3397631000262,927.3728593200212,927.3752814000472,928.2722603200236,a,1,927.3752814000472,928.2722603200236,928.2820795000298,929.9726291201077,0.8885781000135466,888.5781000135466,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,37,0,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,12.0,f,040_y_f_h_a.jpg,happy,d,1,3,929.9724925000919,930.2725615201052,930.3010568000609,930.3093561200658,930.3077001000056,930.3474432200892,930.3474752000766,931.0558664200362,s,0,930.3474752000766,931.0558664200362,931.0558708000463,932.1226003200281,0.7000751999439672,700.0751999439672,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,38,0,38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,11.0,f,030_o_f_n_a.jpg,neutral,s,1,3,932.1224240000593,932.4226066200063,933.0171962000895,933.0254955200944,933.0223611000692,933.0640461200383,933.064093300025,934.0722830200102,s,1,933.064093300025,934.0722830200102,934.0726503999904,935.9980900200317,0.9994188999990001,999.4188999990001,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,39,0,39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,5.0,m,027_o_m_n_a.jpg,neutral,s,17,3,936.0003705000272,936.2976577200461,936.4418523000786,936.5810185200535,936.5810208000476,936.6226795200491,936.6226310000056,937.1224404200912,s,1,936.6226310000056,937.1224404200912,937.1234963000752,938.547675620066,0.48896220000460744,488.96220000460744,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,40,0,40,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,6.0,m,033_o_m_n_a.jpg,neutral,s,17,3,938.5558603000827,938.8475651200861,938.9846533000236,939.1225305200787,939.1223209000891,939.1641863200348,939.1642422000878,939.5388943200232,s,1,939.1642422000878,939.5388943200232,939.5401465999894,941.522521720035,0.3634525000816211,363.4525000816211,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,41,0,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,11.0,f,030_o_f_h_a.jpg,happy,d,1,3,941.5310593000613,941.8225432200124,941.9610804000404,941.9693797200453,941.9663996000309,942.0058414200321,942.0058786000591,942.7055883200374,d,1,942.0058786000591,942.7055883200374,942.7060390000697,944.622651820071,0.689809100003913,689.809100003913,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,42,0,42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,10.0,f,028_y_f_s_a.jpg,sad,a,1,3,944.6310323000653,944.922648720094,944.96355580003,944.9718551200349,944.9698570000473,945.0058156200685,945.0058790000621,946.3974837200949,d,0,945.0058790000621,946.3974837200949,946.3989547000965,948.0559587200405,1.3778259999817237,1377.8259999817237,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,43,0,43,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,4.0,m,016_y_m_h_a.jpg,happy,d,17,3,948.0577876000898,948.3560059200972,948.3946826000465,948.5308813200099,948.5308740000473,948.5726079200394,948.5725155000109,948.997420520056,d,1,948.5725155000109,948.997420520056,948.9986453000456,950.6393918200629,0.41097990004345775,410.97990004345775,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,44,0,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,12.0,f,040_y_f_h_a.jpg,happy,d,17,3,950.6412090000231,950.939441620023,950.9793892001035,951.1143064200878,951.114363300032,951.1559859201079,951.1564913000911,951.522569820052,d,1,951.1564913000911,951.522569820052,951.5269723000238,953.4559408200439,0.35557610006071627,355.57610006071627,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,45,0,45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,4.0,m,016_y_m_s_a.jpg,sad,a,1,3,953.4563717000419,953.75593682006,953.7914250000613,953.7997243200662,953.7975536000449,953.8391398200765,953.839209800004,955.2806152200792,s,0,953.839209800004,955.2806152200792,955.281833200017,956.5642227201024,1.4324716000119224,1432.4716000119224,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,46,0,46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,1.0,m,004_o_m_n_a.jpg,neutral,s,1,3,956.5642155000241,956.8643110200064,957.4665149000939,957.4748142200988,957.472126900102,957.5140682200436,957.5139341000468,958.5722192201065,s,1,957.5139341000468,958.5722192201065,958.5722791000735,959.6142480201088,1.0456645999802276,1045.6645999802276,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,47,0,47,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,7.0,f,012_o_f_s_a.jpg,sad,a,17,3,959.6150626000017,959.914229720016,959.9552205000073,960.0891192200361,960.0893198000267,960.1308605200611,960.1309410000686,960.4807733200723,a,1,960.1309410000686,960.4807733200723,960.4841349000344,961.7228535200702,0.34081339999102056,340.81339999102056,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,48,0,48,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,3.0,m,013_y_m_s_a.jpg,sad,a,17,3,961.7242338000797,962.0224175200565,962.0323302000761,962.1725627200212,962.1726032000734,962.2142124200473,962.2140770000406,962.8057801200775,a,1,962.2140770000406,962.8057801200775,962.8063257000176,964.7642788200174,0.5777581000002101,577.7581000002101,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,49,0,49,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,3.0,m,013_y_m_h_a.jpg,happy,d,17,3,964.76422370004,965.0640350200702,965.6800428000279,965.8141931199934,965.8142344000516,965.8558577200165,965.8558698000852,966.2640554200625,d,1,965.8558698000852,966.2640554200625,966.2659095000708,967.5477402200922,0.399858400109224,399.858400109224,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,50,0,50,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,1.0,m,004_o_m_n_a.jpg,neutral,s,1,3,967.5496751000173,967.847558420035,967.9881770000793,967.9964763200842,967.9934047000716,968.0307234200882,968.030711300089,969.0641141200904,s,1,968.030711300089,969.0641141200904,969.0642405000981,970.3392529200064,1.0250342999352142,1025.0342999352142,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,51,0,51,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,12.0,f,040_y_f_h_a.jpg,happy,d,17,3,970.3390737000154,970.6392541200621,970.6758819000097,970.8140900200233,970.8142834000755,970.8557591200806,970.8559352000011,971.1725134199951,d,1,970.8559352000011,971.1725134199951,971.1738142000977,972.5058844200103,0.30361529998481274,303.61529998481274,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,52,0,52,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,1.0,m,004_o_m_s_a.jpg,sad,a,17,3,972.5142624001019,972.8059513201006,972.8436089000897,972.980912720086,972.9807770000771,973.0224710199982,973.0225760000758,973.439272520016,a,1,973.0225760000758,973.439272520016,973.4405886000022,975.3392940200865,0.40928420005366206,409.28420005366206,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
