Person;primeGender;prime;primeEmotion;corrAnsPrime;targetPerson;targetGender;target;targetEmotion;Cond;corrAnsTar;gender;condition;ID_primer;ID_target;PrimerTime;PrimerTime120;JitterTime;conditionsFile;primePerson;emotion_condition;Condition;example.thisRepN;example.thisTrialN;example.thisN;example.thisIndex;readinBlocks.thisRepN;readinBlocks.thisTrialN;readinBlocks.thisN;readinBlocks.thisIndex;trials.thisRepN;trials.thisTrialN;trials.thisN;trials.thisIndex;text_intro.started;text_intro.stopped;text_probe.started;text_probe.stopped;key_resp_2.keys;key_resp_2.rt;key_resp_2.started;key_resp_2.stopped;polygon_ISI.started;polygon_ISI.stopped;polygon.started;polygon.stopped;primerImage.started;primerImage.stopped;maskImage.started;maskImage.stopped;response.started;response.stopped;key_resp.keys;key_resp.corr;key_resp.started;key_resp.stopped;text.started;text.stopped;key_resp_Rating.keys;key_resp_Rating.started;key_resp_Rating.stopped;text_start.started;text_start.stopped;text_pause.started;text_pause.stopped;text_ende.started;text_ende.stopped;participant;date;expName;psychopyVersion;frameRate;
;m;004_o_m_n_a.jpg;neutral;8;13;m;013_y_m_n_a.jpg;neutral;congruent;8;match;;140;170;;2;225;block1_Pilot_2;4;n_n;n_n_strong;;;;;0;0;0;0;0;86;86;86;;;;;;;;;625.1885003000498;None;627.0867622001097;627.3798081001732;627.3798081001732;627.3956327000633;627.3956327000633;627.4368009001482;627.4368009001482;None;None;0;627.4368009001482;None;628.9367533000186;None;None;628.9367533000186;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;016_y_m_n_a.jpg;neutral;8;16;m;016_y_m_h_a.jpg;happy;incongruent;9;match;;140;150;;18;193;block1_Pilot_2;16;n_h;n_h_strong;;;;;0;0;0;0;0;87;87;87;;;;;;;;;631.937024500221;None;633.5654349999968;633.8549414000008;633.8549414000008;634.0041522001848;634.0041522001848;634.0450516000856;634.0450516000856;None;None;0;634.0450516000856;None;635.5450736000203;None;None;635.5450736000203;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;033_o_m_h_a.jpg;happy;9;4;m;004_o_m_h_a.jpg;happy;congruent;9;match;;120;150;;2;195;block1_Pilot_2;33;h_h;h_h_strong;;;;;0;0;0;0;0;88;88;88;;;;;;;;;638.5454355000984;None;640.1784155000933;640.4714946001768;640.4714946001768;640.4876748002134;640.4876748002134;640.5285132001154;640.5285132001154;None;None;0;640.5285132001154;None;642.0285114001017;None;None;642.0285114001017;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;027_o_m_h_a.jpg;happy;9;16;m;016_y_m_h_a.jpg;happy;congruent;9;match;;120;150;;3;209;block1_Pilot_2;27;h_h;h_h_weak;;;;;0;0;0;0;0;89;89;89;;;;;;;;;645.0287096002139;None;646.7938727000728;647.0883882001508;647.0883882001508;647.1130244000815;647.1130244000815;647.1537702002097;647.1537702002097;None;None;0;647.1537702002097;None;648.6537336001638;None;None;648.6537336001638;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;033_o_m_s_a.jpg;sad;7;16;m;016_y_m_s_a.jpg;sad;congruent;7;match;;130;160;;3;128;block1_Pilot_2;33;s_s;s_s_strong;;;;;0;0;0;0;0;90;90;90;;;;;;;;;651.6540433000773;None;652.7289077001624;653.0215552002192;653.0215552002192;653.0460758002009;653.0460758002009;653.0871486000251;653.0871486000251;None;None;0;653.0871486000251;None;654.5873849000782;None;None;654.5873849000782;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;f;021_o_f_s_a.jpg;sad;7;30;f;030_o_f_s_a.jpg;sad;congruent;7;match;;130;160;;1;238;block1_Pilot_2;21;s_s;s_s_strong;;;;;0;0;0;0;0;91;91;91;;;;;;;;;657.5872766000684;None;659.5765418000519;659.8715510000475;659.8715510000475;659.8799094001297;659.8799094001297;659.9206188002136;659.9206188002136;None;None;0;659.9206188002136;None;661.4206906000618;None;None;661.4206906000618;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;033_o_m_n_a.jpg;neutral;8;28;f;028_y_f_s_a.jpg;sad;incongruent;7;mismatch;;140;160;;18;166;block1_Pilot_2;33;n_s;n_s_strong;;;;;0;0;0;0;0;92;92;92;;;;;;;;;664.4211497001816;None;665.8437950001098;666.1386436000466;666.1386436000466;666.288463700097;666.288463700097;666.3286972001661;666.3286972001661;None;None;0;666.3286972001661;None;667.8292144001462;None;None;667.8292144001462;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;f;019_m_f_n_a.jpg;neutral;8;30;f;030_o_f_n_a.jpg;neutral;congruent;8;match;;140;170;;18;228;block1_Pilot_2;19;n_n;n_n_weak;;;;;0;0;0;0;0;93;93;93;;;;;;;;;670.8293124001939;None;672.7497698999941;673.0389642000664;673.0389642000664;673.1883457000367;673.1883457000367;673.2293025001418;673.2293025001418;None;None;0;673.2293025001418;None;674.729261000175;None;None;674.729261000175;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;008_y_m_s_a.jpg;sad;7;12;f;012_o_f_h_a.jpg;happy;incongruent;9;mismatch;;130;150;;3;130;block1_Pilot_2;8;s_h;s_h_weak;;;;;0;0;0;0;0;94;94;94;;;;;;;;;677.7308845000807;None;678.8325240002014;679.1225823001005;679.1225823001005;679.1468880001921;679.1468880001921;679.1876984999981;679.1876984999981;None;None;0;679.1876984999981;None;680.6880910000764;None;None;680.6880910000764;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;016_y_m_n_a.jpg;neutral;8;28;f;028_y_f_n_a.jpg;neutral;congruent;8;mismatch;;140;170;;18;189;block1_Pilot_2;16;n_n;n_n_strong;;;;;0;0;0;0;0;95;95;95;;;;;;;;;683.6884621002246;None;685.2825197000057;685.5726299001835;685.5726299001835;685.7220107000321;685.7220107000321;685.7631929002237;685.7631929002237;None;None;0;685.7631929002237;None;687.2631006001029;None;None;687.2631006001029;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;f;012_o_f_s_a.jpg;sad;7;16;m;016_y_m_h_a.jpg;happy;incongruent;9;mismatch;;130;150;;3;238;block1_Pilot_2;12;s_h;s_h_strong;;;;;0;0;0;0;0;96;96;96;;;;;;;;;690.2632460000459;None;692.2500649001449;692.5472704002168;692.5472704002168;692.5722065002192;692.5722065002192;692.6128538001794;692.6128538001794;None;None;0;692.6128538001794;None;694.1131148000713;None;None;694.1131148000713;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;013_y_m_h_a.jpg;happy;9;27;m;027_o_m_h_a.jpg;happy;congruent;9;match;;120;150;;18;238;block1_Pilot_2;13;h_h;h_h_strong;;;;;0;0;0;0;0;97;97;97;;;;;;;;;697.1131524001248;None;699.1172882001847;699.406080200104;699.406080200104;699.5556250000373;699.5556250000373;699.5965799000114;699.5965799000114;None;None;0;699.5965799000114;None;701.096529400209;None;None;701.096529400209;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;016_y_m_s_a.jpg;sad;7;33;m;033_o_m_n_a.jpg;neutral;incongruent;8;match;;130;170;;1;238;block1_Pilot_2;16;s_n;s_n_weak;;;;;0;0;0;0;0;98;98;98;;;;;;;;;704.0966849001125;None;706.0886647000443;706.3809561000671;706.3809561000671;706.3891214001924;706.3891214001924;706.4299966001417;706.4299966001417;None;None;0;706.4299966001417;None;707.9301224001683;None;None;707.9301224001683;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;008_y_m_n_a.jpg;neutral;8;30;f;030_o_f_n_a.jpg;neutral;congruent;8;mismatch;;140;170;;1;238;block1_Pilot_2;8;n_n;n_n_weak;;;;;0;0;0;0;0;99;99;99;;;;;;;;;710.9301290002186;None;712.9470757001545;713.2398229001556;713.2398229001556;713.2475874000229;713.2475874000229;713.2884891000576;713.2884891000576;None;None;0;713.2884891000576;None;714.7884880001657;None;None;714.7884880001657;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;008_y_m_s_a.jpg;sad;7;30;f;030_o_f_s_a.jpg;sad;congruent;7;mismatch;;130;160;;2;133;block1_Pilot_2;8;s_s;s_s_weak;;;;;0;0;0;0;0;100;100;100;;;;;;;;;717.7884631000925;None;718.9157475000247;719.2066038001794;719.2066038001794;719.222881300142;719.222881300142;719.2636251000222;719.2636251000222;None;None;0;719.2636251000222;None;720.7636977999937;None;None;720.7636977999937;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;f;040_y_f_n_a.jpg;neutral;8;30;f;030_o_f_s_a.jpg;sad;incongruent;7;match;;140;160;;3;197;block1_Pilot_2;40;n_s;n_s_strong;;;;;0;0;0;0;0;101;101;101;;;;;;;;;723.7644218001515;None;725.4246820001863;725.7150903001893;725.7150903001893;725.739557400113;725.739557400113;725.7804674000945;725.7804674000945;None;None;0;725.7804674000945;None;727.2804658000823;None;None;727.2804658000823;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;004_o_m_h_a.jpg;happy;9;30;f;030_o_f_s_a.jpg;sad;incongruent;7;mismatch;;120;160;;3;121;block1_Pilot_2;4;h_s;h_s_strong;;;;;0;0;0;0;0;102;102;102;;;;;;;;;730.2810971001163;None;731.3078882000409;731.5986485001631;731.5986485001631;731.6230998001993;731.6230998001993;731.663883100031;731.663883100031;None;None;0;731.663883100031;None;733.1639964000788;None;None;733.1639964000788;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;f;040_y_f_h_a.jpg;happy;9;8;m;008_y_m_h_a.jpg;happy;congruent;9;mismatch;;120;150;;18;211;block1_Pilot_2;40;h_h;h_h_weak;;;;;0;0;0;0;0;103;103;103;;;;;;;;;736.1639601001516;None;737.9304266001564;738.2233918001875;738.2233918001875;738.3731083001476;738.3731083001476;738.4139363002032;738.4139363002032;None;None;0;738.4139363002032;None;739.9139285001438;None;None;739.9139285001438;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;f;019_m_f_s_a.jpg;sad;7;16;m;016_y_m_n_a.jpg;neutral;incongruent;8;mismatch;;130;170;;2;198;block1_Pilot_2;19;s_n;s_n_strong;;;;;0;0;0;0;0;104;104;104;;;;;;;;;742.9147401000373;None;744.6105525000021;744.9072013001423;744.9072013001423;744.9233491001651;744.9233491001651;744.9640016001649;744.9640016001649;None;None;0;744.9640016001649;None;746.4640445001423;None;None;746.4640445001423;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;f;040_y_f_s_a.jpg;sad;7;12;f;012_o_f_s_a.jpg;sad;congruent;7;match;;130;160;;18;240;block1_Pilot_2;40;s_s;s_s_strong;;;;;0;0;0;0;0;105;105;105;;;;;;;;;749.464238300221;None;751.4717210000381;751.7656197000761;751.7656197000761;751.9150361001957;751.9150361001957;751.9557656000834;751.9557656000834;None;None;0;751.9557656000834;None;753.4559386000037;None;None;753.4559386000037;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;f;040_y_f_n_a.jpg;neutral;8;33;m;033_o_m_s_a.jpg;sad;incongruent;7;mismatch;;140;160;;3;188;block1_Pilot_2;40;n_s;n_s_weak;;;;;0;0;0;0;0;106;106;106;;;;;;;;;756.4560019001365;None;758.0542163001373;758.3490832000971;758.3490832000971;758.373624100117;758.373624100117;758.4143537001219;758.4143537001219;None;None;0;758.4143537001219;None;759.9143407000229;None;None;759.9143407000229;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;f;028_y_f_h_a.jpg;happy;9;21;f;021_o_f_s_a.jpg;sad;incongruent;7;match;;120;160;;3;193;block1_Pilot_2;28;h_s;h_s_strong;;;;;0;0;0;0;0;107;107;107;;;;;;;;;762.9147048001178;None;764.5340028000064;764.8237848000135;764.8237848000135;764.8486474000383;764.8486474000383;764.889580400195;764.889580400195;None;None;0;764.889580400195;None;766.3896002999973;None;None;766.3896002999973;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;f;040_y_f_s_a.jpg;sad;7;13;m;013_y_m_n_a.jpg;neutral;incongruent;8;mismatch;;130;170;;2;198;block1_Pilot_2;40;s_n;s_n_strong;;;;;0;0;0;0;0;108;108;108;;;;;;;;;769.3898532001767;None;771.0474123000167;771.3408402001951;771.3408402001951;771.3571373000741;771.3571373000741;771.3979195000138;771.3979195000138;None;None;0;771.3979195000138;None;772.8979853000492;None;None;772.8979853000492;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;f;030_o_f_n_a.jpg;neutral;8;33;m;033_o_m_s_a.jpg;sad;incongruent;7;mismatch;;140;160;;1;238;block1_Pilot_2;30;n_s;n_s_strong;;;;;0;0;0;0;0;109;109;109;;;;;;;;;775.8981141000986;None;777.9022443001159;778.1910877001937;778.1910877001937;778.1989119001664;778.1989119001664;778.2397524002008;778.2397524002008;None;None;0;778.2397524002008;None;779.7397393002175;None;None;779.7397393002175;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;f;021_o_f_h_a.jpg;happy;9;40;f;040_y_f_n_a.jpg;neutral;incongruent;8;match;;120;170;;2;125;block1_Pilot_2;21;h_n;h_n_weak;;;;;0;0;0;0;0;110;110;110;;;;;;;;;782.7404263000935;None;783.8018216001801;784.0913628002163;784.0913628002163;784.1073440001346;784.1073440001346;784.1483973001596;784.1483973001596;None;None;0;784.1483973001596;None;785.6484164001886;None;None;785.6484164001886;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;f;021_o_f_h_a.jpg;happy;9;16;m;016_y_m_s_a.jpg;sad;incongruent;7;mismatch;;120;160;;1;238;block1_Pilot_2;21;h_s;h_s_strong;;;;;0;0;0;0;0;111;111;111;;;;;;;;;788.6490899000783;None;790.6511888001114;790.9415276001673;790.9415276001673;790.9490460001398;790.9490460001398;790.9900566001888;790.9900566001888;None;None;0;790.9900566001888;None;792.4900781000033;None;None;792.4900781000033;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;f;012_o_f_h_a.jpg;happy;9;8;m;008_y_m_s_a.jpg;sad;incongruent;7;mismatch;;120;160;;1;238;block1_Pilot_2;12;h_s;h_s_weak;;;;;0;0;0;0;0;112;112;112;;;;;;;;;795.4907425001729;None;797.4817404001951;797.7745706001297;797.7745706001297;797.7826532002073;797.7826532002073;797.8236479000188;797.8236479000188;None;None;0;797.8236479000188;None;799.323541900143;None;None;799.323541900143;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;013_y_m_h_a.jpg;happy;9;16;m;016_y_m_s_a.jpg;sad;incongruent;7;match;;120;160;;3;202;block1_Pilot_2;13;h_s;h_s_weak;;;;;0;0;0;0;0;113;113;113;;;;;;;;;802.3238072001841;None;804.0381588002201;804.33328910009;804.33328910009;804.3576127002016;804.3576127002016;804.3986017000861;804.3986017000861;None;None;0;804.3986017000861;None;805.8989170000423;None;None;805.8989170000423;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;f;019_m_f_s_a.jpg;sad;7;4;m;004_o_m_n_a.jpg;neutral;incongruent;8;mismatch;;130;170;;1;238;block1_Pilot_2;19;s_n;s_n_strong;;;;;0;0;0;0;0;114;114;114;;;;;;;;;808.8989896001294;None;810.9023962002248;811.1918888001237;811.1918888001237;811.1996180000715;811.1996180000715;811.2403045000974;811.2403045000974;None;None;0;811.2403045000974;None;812.7406132000033;None;None;812.7406132000033;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;f;028_y_f_n_a.jpg;neutral;8;27;m;027_o_m_s_a.jpg;sad;incongruent;7;mismatch;;140;160;;18;238;block1_Pilot_2;28;n_s;n_s_strong;;;;;0;0;0;0;0;115;115;115;;;;;;;;;815.7406687000766;None;817.7434043001849;818.0336056000087;818.0336056000087;818.18323710002;818.18323710002;818.2240142000373;818.2240142000373;None;None;0;818.2240142000373;None;819.7239052001387;None;None;819.7239052001387;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;013_y_m_s_a.jpg;sad;7;12;f;012_o_f_h_a.jpg;happy;incongruent;9;mismatch;;130;150;;1;238;block1_Pilot_2;13;s_h;s_h_strong;;;;;0;0;0;0;0;116;116;116;;;;;;;;;822.7240686002187;None;824.715209200047;825.0085035001393;825.0085035001393;825.0166732000653;825.0166732000653;825.0574744001497;825.0574744001497;None;None;0;825.0574744001497;None;826.5574984000996;None;None;826.5574984000996;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;016_y_m_s_a.jpg;sad;7;19;f;019_m_f_h_a.jpg;happy;incongruent;9;mismatch;;130;150;;1;238;block1_Pilot_2;16;s_h;s_h_strong;;;;;0;0;0;0;0;117;117;117;;;;;;;;;829.5575928001199;None;831.5477613999974;831.8417296002153;831.8417296002153;831.8500155000947;831.8500155000947;831.8911271002144;831.8911271002144;None;None;0;831.8911271002144;None;833.3910329001956;None;None;833.3910329001956;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;013_y_m_s_a.jpg;sad;7;21;f;021_o_f_h_a.jpg;happy;incongruent;9;mismatch;;130;150;;18;238;block1_Pilot_2;13;s_h;s_h_strong;;;;;0;0;0;0;0;118;118;118;;;;;;;;;836.3911763001233;None;838.3826500000432;838.6752249000128;838.6752249000128;838.8251872002147;838.8251872002147;838.8660087001044;838.8660087001044;None;None;0;838.8660087001044;None;840.3661725001875;None;None;840.3661725001875;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;f;012_o_f_s_a.jpg;sad;7;13;m;013_y_m_h_a.jpg;happy;incongruent;9;mismatch;;130;150;;3;235;block1_Pilot_2;12;s_h;s_h_weak;;;;;0;0;0;0;0;119;119;119;;;;;;;;;843.3662928000558;None;845.3293336001225;845.6255403000396;845.6255403000396;845.6501584001817;845.6501584001817;845.6911894001532;845.6911894001532;None;None;0;845.6911894001532;None;847.1913052001037;None;None;847.1913052001037;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;f;019_m_f_s_a.jpg;sad;7;30;f;030_o_f_h_a.jpg;happy;incongruent;9;match;;130;150;;3;235;block2_Pilot_2;19;s_h;s_h_strong;;;;;0;1;1;1;0;0;0;0;;;;;;;;;870.2252230001613;None;872.2140133001376;872.5096344000194;872.5096344000194;872.5342055000365;872.5342055000365;872.5750904001761;872.5750904001761;None;None;0;872.5750904001761;None;874.075928500155;None;None;874.075928500155;None;;;850.1921067000367;None;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;008_y_m_n_a.jpg;neutral;8;40;f;040_y_f_h_a.jpg;happy;incongruent;9;mismatch;;140;150;;2;121;block2_Pilot_2;8;n_h;n_h_strong;;;;;0;1;1;1;0;1;1;1;;;;;;;;;877.0759688001126;None;878.1035394000355;878.3932806001976;878.3932806001976;878.4094330000225;878.4094330000225;878.4503799001686;878.4503799001686;None;None;0;878.4503799001686;None;879.9503565002233;None;None;879.9503565002233;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;f;012_o_f_h_a.jpg;happy;9;27;m;027_o_m_n_a.jpg;neutral;incongruent;8;mismatch;;120;170;;2;240;block2_Pilot_2;12;h_n;h_n_weak;;;;;0;1;1;1;0;2;2;2;;;;;;;;;882.9507909000386;None;884.9578956000041;885.2513141999952;885.2513141999952;885.2678092001006;885.2678092001006;885.3087041000836;885.3087041000836;None;None;0;885.3087041000836;None;886.808743200032;None;None;886.808743200032;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;008_y_m_h_a.jpg;happy;9;40;f;040_y_f_h_a.jpg;happy;congruent;9;mismatch;;120;150;;18;195;block2_Pilot_2;8;h_h;h_h_strong;;;;;0;1;1;1;0;3;3;3;;;;;;;;;889.8089477000758;None;891.4417065000162;891.7348327999935;891.7348327999935;891.8848222000524;891.8848222000524;891.9253493000288;891.9253493000288;None;None;0;891.9253493000288;None;893.4254749000538;None;None;893.4254749000538;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;004_o_m_n_a.jpg;neutral;8;33;m;033_o_m_s_a.jpg;sad;incongruent;7;match;;140;160;;18;126;block2_Pilot_2;4;n_s;n_s_weak;;;;;0;1;1;1;0;4;4;4;;;;;;;;;896.4255485001486;None;897.5228659000713;897.8186840000562;897.8186840000562;897.9679063002113;897.9679063002113;898.008838100126;898.008838100126;None;None;0;898.008838100126;None;899.5090512000024;None;None;899.5090512000024;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;f;028_y_f_s_a.jpg;sad;7;27;m;027_o_m_n_a.jpg;neutral;incongruent;8;mismatch;;130;170;;18;225;block2_Pilot_2;28;s_n;s_n_strong;;;;;0;1;1;1;0;5;5;5;;;;;;;;;902.5095261000097;None;904.3952638001647;904.6852269000374;904.6852269000374;904.8349165001418;904.8349165001418;904.8758495000657;904.8758495000657;None;None;0;904.8758495000657;None;906.3758955001831;None;None;906.3758955001831;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;027_o_m_s_a.jpg;sad;7;30;f;030_o_f_h_a.jpg;happy;incongruent;9;mismatch;;130;150;;18;238;block2_Pilot_2;27;s_h;s_h_weak;;;;;0;1;1;1;0;6;6;6;;;;;;;;;909.3762903001625;None;911.3671331000514;911.6602107000072;911.6602107000072;911.8100953001995;911.8100953001995;911.8510012000334;911.8510012000334;None;None;0;911.8510012000334;None;913.351067500189;None;None;913.351067500189;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;033_o_m_h_a.jpg;happy;9;40;f;040_y_f_s_a.jpg;sad;incongruent;7;mismatch;;120;160;;1;238;block2_Pilot_2;33;h_s;h_s_strong;;;;;0;1;1;1;0;7;7;7;;;;;;;;;916.3512000001501;None;918.3424927000888;918.6356674002018;918.6356674002018;918.6435786001384;918.6435786001384;918.6843293001875;918.6843293001875;None;None;0;918.6843293001875;None;920.1843404001556;None;None;920.1843404001556;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;f;012_o_f_n_a.jpg;neutral;8;12;f;012_o_f_h_a.jpg;happy;incongruent;9;match;;140;150;;2;200;block2_Pilot_2;12;n_h;n_h_weak;;;;;0;1;1;1;0;8;8;8;;;;;;;;;923.1852698000148;None;924.8885681000538;925.1776519000996;925.1776519000996;925.1936280000955;925.1936280000955;925.2345911001321;925.2345911001321;None;None;0;925.2345911001321;None;926.7345770001411;None;None;926.7345770001411;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;f;030_o_f_n_a.jpg;neutral;8;19;f;019_m_f_n_a.jpg;neutral;congruent;8;match;;140;170;;1;238;block2_Pilot_2;30;n_n;n_n_weak;;;;;0;1;1;1;0;9;9;9;;;;;;;;;929.7347023000475;None;931.7378237000667;932.02777600009;932.02777600009;932.0354634001851;932.0354634001851;932.0761981001124;932.0761981001124;None;None;0;932.0761981001124;None;933.5764326001517;None;None;933.5764326001517;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;013_y_m_h_a.jpg;happy;9;8;m;008_y_m_n_a.jpg;neutral;incongruent;8;match;;120;170;;1;238;block2_Pilot_2;13;h_n;h_n_strong;;;;;0;1;1;1;0;10;10;10;;;;;;;;;936.5765599000733;None;938.5811869001482;938.8776837000623;938.8776837000623;938.8855630001053;938.8855630001053;938.92630130006;938.92630130006;None;None;0;938.92630130006;None;940.426468500169;None;None;940.426468500169;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;f;040_y_f_h_a.jpg;happy;9;19;f;019_m_f_s_a.jpg;sad;incongruent;7;match;;120;160;;3;133;block2_Pilot_2;40;h_s;h_s_strong;;;;;0;1;1;1;0;11;11;11;;;;;;;;;943.4266782000195;None;944.5426164001692;944.8359502002131;944.8359502002131;944.860785700148;944.860785700148;944.9014669000171;944.9014669000171;None;None;0;944.9014669000171;None;946.4015005000401;None;None;946.4015005000401;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;f;040_y_f_h_a.jpg;happy;9;13;m;013_y_m_s_a.jpg;sad;incongruent;7;mismatch;;120;160;;3;226;block2_Pilot_2;40;h_s;h_s_strong;;;;;0;1;1;1;0;12;12;12;;;;;;;;;949.4018526000436;None;951.2934199001174;951.5859722001478;951.5859722001478;951.6110448001418;951.6110448001418;951.6516830001492;951.6516830001492;None;None;0;951.6516830001492;None;953.1522460000124;None;None;953.1522460000124;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;f;030_o_f_s_a.jpg;sad;7;27;m;027_o_m_h_a.jpg;happy;incongruent;9;mismatch;;130;150;;1;238;block2_Pilot_2;30;s_h;s_h_strong;;;;;0;1;1;1;0;13;13;13;;;;;;;;;956.1517510002013;None;958.1616622000001;958.45320980018;958.45320980018;958.4611782000866;958.4611782000866;958.5015773000196;958.5015773000196;None;None;0;958.5015773000196;None;960.0019004000351;None;None;960.0019004000351;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;033_o_m_h_a.jpg;happy;9;30;f;030_o_f_s_a.jpg;sad;incongruent;7;mismatch;;120;160;;1;238;block2_Pilot_2;33;h_s;h_s_weak;;;;;0;1;1;1;0;14;14;14;;;;;;;;;963.002039300045;None;964.9927357002161;965.2862645001151;965.2862645001151;965.2945409000386;965.2945409000386;965.3352939002216;965.3352939002216;None;None;0;965.3352939002216;None;966.8354601000901;None;None;966.8354601000901;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;f;030_o_f_s_a.jpg;sad;7;28;f;028_y_f_n_a.jpg;neutral;incongruent;8;match;;130;170;;3;198;block2_Pilot_2;30;s_n;s_n_weak;;;;;0;1;1;1;0;15;15;15;;;;;;;;;969.835582200205;None;971.506741899997;971.8035646001808;971.8035646001808;971.8278175001033;971.8278175001033;971.8688390001189;971.8688390001189;None;None;0;971.8688390001189;None;973.3689908001106;None;None;973.3689908001106;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
