Person,primeGender,prime,primeEmotion,corrAnsPrime,targetPerson,targetGender,target,targetEmotion,Cond,corrAnsTar,gender,condition,ID_primer,ID_target,PrimerTime,PrimerTime120,JitterTime,conditionsFile,primePerson,emotion_condition,Condition,example.thisRepN,example.thisTrialN,example.thisN,example.thisIndex,readinBlocks.thisRepN,readinBlocks.thisTrialN,readinBlocks.thisN,readinBlocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_intro.started,text_intro.stopped,text_probe.started,text_probe.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,polygon_ISI.started,polygon_ISI.stopped,polygon.started,polygon.stopped,primerImage.started,primerImage.stopped,maskImage.started,maskImage.stopped,response.started,response.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,text.started,text.stopped,key_resp_Rating.keys,key_resp_Rating.started,key_resp_Rating.stopped,key_resp_Rating.rt,text_start.started,text_start.stopped,text_pause.started,text_pause.stopped,participant,date,expName,psychopyVersion,frameRate,
,m,016_y_m_s_a.jpg,sad,7,19,f,019_m_f_n_a.jpg,neutral,incongruent,8,mismatch,,130,170,,3,138,block1_Pilot_2,16,s_n,s_n_weak,,,,,0,0,0,0,0,38,38,38,,,,,,,,,451.15385620016605,None,452.3116630001459,452.6041628001258,452.6041628001258,452.6287611001171,452.6287611001171,452.66933110007085,452.66933110007085,None,7,0,0.8318861001171172,452.66933110007085,None,454.1695534000173,None,['7'],454.1695534000173,None,[0.21963760000653565],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,033_o_m_s_a.jpg,sad,7,27,m,027_o_m_n_a.jpg,neutral,incongruent,8,match,,130,170,,3,120,block1_Pilot_2,33,s_n,s_n_strong,,,,,0,0,0,0,0,39,39,39,,,,,,,,,457.16997710010037,None,458.1784076001495,458.47085850010626,458.47085850010626,458.4954620001372,458.4954620001372,458.53645700006746,458.53645700006746,None,7,0,0.6688055000267923,458.53645700006746,None,460.03627849998884,None,['7'],460.03627849998884,None,[0.21687059989199042],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,040_y_f_s_a.jpg,sad,7,33,m,033_o_m_n_a.jpg,neutral,incongruent,8,mismatch,,130,170,,1,238,block1_Pilot_2,40,s_n,s_n_weak,,,,,0,0,0,0,0,40,40,40,,,,,,,,,463.0367319001816,None,465.02749240002595,465.32099959999323,465.32099959999323,465.32931270007975,465.32931270007975,465.3698103001807,465.3698103001807,None,None,0,,465.3698103001807,None,466.86980550014414,None,['9'],466.86980550014414,None,[0.895352500025183],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,021_o_f_n_a.jpg,neutral,8,19,f,019_m_f_s_a.jpg,sad,incongruent,7,match,,140,160,,1,238,block1_Pilot_2,21,n_s,n_s_strong,,,,,0,0,0,0,0,41,41,41,,,,,,,,,469.87002740008757,None,471.95799390017055,472.2467202001717,472.2467202001717,472.2541446001269,472.2541446001269,472.29525259998627,472.29525259998627,None,8,0,1.1821920999791473,472.29525259998627,None,473.7952009001747,None,['9'],473.7952009001747,None,[0.554071000078693],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,033_o_m_h_a.jpg,happy,9,27,m,027_o_m_h_a.jpg,happy,congruent,9,match,,120,150,,3,134,block1_Pilot_2,33,h_h,h_h_weak,,,,,0,0,0,0,0,42,42,42,,,,,,,,,476.79513240000233,None,477.92399720009416,478.21070070005953,478.21070070005953,478.235855899984,478.235855899984,478.2766470001079,478.2766470001079,None,9,1,1.0086958999745548,478.2766470001079,None,479.77666159998626,None,['7'],479.77666159998626,None,[0.7412390001118183],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,040_y_f_s_a.jpg,sad,7,4,m,004_o_m_h_a.jpg,happy,incongruent,9,mismatch,,130,150,,2,225,block1_Pilot_2,40,s_h,s_h_strong,,,,,0,0,0,0,0,43,43,43,,,,,,,,,482.77678170008585,None,484.66053960006684,484.9529030001722,484.9529030001722,484.9696083001327,484.9696083001327,485.0104269001167,485.0104269001167,None,8,0,0.970784500008449,485.0104269001167,None,486.51089180004783,None,['7'],486.51089180004783,None,[0.4544228999875486],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,027_o_m_s_a.jpg,sad,7,21,f,021_o_f_n_a.jpg,neutral,incongruent,8,mismatch,,130,170,,18,238,block1_Pilot_2,27,s_n,s_n_weak,,,,,0,0,0,0,0,44,44,44,,,,,,,,,489.51225710008293,None,491.50916730007157,491.8047474999912,491.8047474999912,491.95481200003996,491.95481200003996,491.99538610014133,491.99538610014133,None,7,0,0.7700926000252366,491.99538610014133,None,493.49618420004845,None,['7'],493.49618420004845,None,[0.5494170999154449],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,016_y_m_h_a.jpg,happy,9,16,m,016_y_m_n_a.jpg,neutral,incongruent,8,match,,120,170,,3,202,block1_Pilot_2,16,h_n,h_n_weak,,,,,0,0,0,0,0,45,45,45,,,,,,,,,496.49582920013927,None,498.19279860006645,498.48824590002187,498.48824590002187,498.5130541000981,498.5130541000981,498.5539053999819,498.5539053999819,None,9,0,0.5954569999594241,498.5539053999819,None,500.0539808999747,None,['7'],500.0539808999747,None,[0.23950919997878373],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,033_o_m_h_a.jpg,happy,9,13,m,013_y_m_n_a.jpg,neutral,incongruent,8,match,,120,170,,2,150,block1_Pilot_2,33,h_n,h_n_weak,,,,,0,0,0,0,0,46,46,46,,,,,,,,,503.05410700012,None,504.31079929997213,504.6051428001374,504.6051428001374,504.62147190002725,504.62147190002725,504.662425900111,504.662425900111,None,9,0,0.7269745001103729,504.662425900111,None,506.1624386999756,None,['7'],506.1624386999756,None,[0.23507459997199476],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,012_o_f_n_a.jpg,neutral,8,16,m,016_y_m_n_a.jpg,neutral,congruent,8,mismatch,,140,170,,1,238,block1_Pilot_2,12,n_n,n_n_strong,,,,,0,0,0,0,0,47,47,47,,,,,,,,,509.1626103001181,None,511.1727360000368,511.46398440003395,511.46398440003395,511.4716881001368,511.4716881001368,511.51249270001426,511.51249270001426,None,None,0,,511.51249270001426,None,513.0125963001046,None,"['8', '9']",513.0125963001046,None,"[0.08087379997596145, 0.944734999909997]",,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,040_y_f_n_a.jpg,neutral,8,30,f,030_o_f_h_a.jpg,happy,incongruent,9,match,,140,150,,2,194,block1_Pilot_2,40,n_h,n_h_strong,,,,,0,0,0,0,0,48,48,48,,,,,,,,,516.0127462001983,None,517.6508818001021,517.9474591000471,517.9474591000471,517.9634179000277,517.9634179000277,518.0043283000123,518.0043283000123,None,8,0,1.1850281001534313,518.0043283000123,None,519.5044055001345,None,['7'],519.5044055001345,None,[0.47696890006773174],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,013_y_m_n_a.jpg,neutral,8,12,f,012_o_f_s_a.jpg,sad,incongruent,7,mismatch,,140,160,,18,238,block1_Pilot_2,13,n_s,n_s_weak,,,,,0,0,0,0,0,49,49,49,,,,,,,,,522.5045508001931,None,524.5099959000945,524.8065506001003,524.8065506001003,524.9555278001353,524.9555278001353,524.995977899991,524.995977899991,None,8,0,0.617452000034973,524.995977899991,None,526.4961284999736,None,['7'],526.4961284999736,None,[0.6132352999411523],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,012_o_f_h_a.jpg,happy,9,12,f,012_o_f_n_a.jpg,neutral,incongruent,8,match,,120,170,,2,125,block1_Pilot_2,12,h_n,h_n_strong,,,,,0,0,0,0,0,50,50,50,,,,,,,,,529.4963422000874,None,530.5546733001247,530.8471564000938,530.8471564000938,530.8637087000534,530.8637087000534,530.9046005001292,530.9046005001292,None,9,0,0.6367997999768704,530.9046005001292,None,532.4045992000028,None,['7'],532.4045992000028,None,[0.27290219999849796],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,008_y_m_s_a.jpg,sad,7,19,f,019_m_f_s_a.jpg,sad,congruent,7,mismatch,,130,160,,2,202,block1_Pilot_2,8,s_s,s_s_strong,,,,,0,0,0,0,0,51,51,51,,,,,,,,,535.4048452000134,None,537.1155846000183,537.4059898999985,537.4059898999985,537.422157100169,537.422157100169,537.4629828000907,537.4629828000907,None,7,1,0.9825194999575615,537.4629828000907,None,538.963106200099,None,['7'],538.963106200099,None,[0.2823310000821948],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,028_y_f_n_a.jpg,neutral,8,12,f,012_o_f_n_a.jpg,neutral,congruent,8,match,,140,170,,2,214,block1_Pilot_2,28,n_n,n_n_strong,,,,,0,0,0,0,0,52,52,52,,,,,,,,,541.9632400001865,None,543.7701688001398,544.0645751000848,544.0645751000848,544.0807617001701,544.0807617001701,544.1215700001922,544.1215700001922,None,8,1,0.8198784000705928,544.1215700001922,None,545.621711099986,None,['7'],545.621711099986,None,[0.479821200016886],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,027_o_m_h_a.jpg,happy,9,19,f,019_m_f_h_a.jpg,happy,congruent,9,mismatch,,120,150,,3,165,block1_Pilot_2,27,h_h,h_h_strong,,,,,0,0,0,0,0,53,53,53,,,,,,,,,548.6216079001315,None,550.0212710001506,550.3147257000674,550.3147257000674,550.338983700145,550.338983700145,550.3800248000771,550.3800248000771,None,9,1,0.6654524998739362,550.3800248000771,None,551.8801458000671,None,['7'],551.8801458000671,None,[0.3573690000921488],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,008_y_m_s_a.jpg,sad,7,13,m,013_y_m_h_a.jpg,happy,incongruent,9,match,,130,150,,18,200,block1_Pilot_2,8,s_h,s_h_strong,,,,,0,0,0,0,0,54,54,54,,,,,,,,,554.8801922001876,None,556.5658067001496,556.8566471000668,556.8566471000668,557.0059713001829,557.0059713001829,557.0467383000068,557.0467383000068,None,7,0,0.6784923002123833,557.0467383000068,None,558.5468560999725,None,['7'],558.5468560999725,None,[0.5548054999671876],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,030_o_f_n_a.jpg,neutral,8,28,f,028_y_f_s_a.jpg,sad,incongruent,7,match,,140,160,,18,238,block1_Pilot_2,30,n_s,n_s_weak,,,,,0,0,0,0,0,55,55,55,,,,,,,,,561.547010099981,None,563.5556610000785,563.8485103000421,563.8485103000421,563.9977442000527,563.9977442000527,564.0386604000814,564.0386604000814,None,8,0,0.9347210000269115,564.0386604000814,None,565.5386372001376,None,['7'],565.5386372001376,None,[0.37862710002809763],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,019_m_f_h_a.jpg,happy,9,27,m,027_o_m_h_a.jpg,happy,congruent,9,mismatch,,120,150,,1,238,block1_Pilot_2,19,h_h,h_h_strong,,,,,0,0,0,0,0,56,56,56,,,,,,,,,568.5392678000499,None,570.5339999001008,570.8232725001872,570.8232725001872,570.8313991001341,570.8313991001341,570.8720102000516,570.8720102000516,None,None,0,,570.8720102000516,None,572.3721295001451,None,['9'],572.3721295001451,None,[0.8893242001067847],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,004_o_m_s_a.jpg,sad,7,4,m,004_o_m_h_a.jpg,happy,incongruent,9,match,,130,150,,18,155,block1_Pilot_2,4,s_h,s_h_weak,,,,,0,0,0,0,0,57,57,57,,,,,,,,,575.3723345000762,None,576.6766778000165,576.964953900082,576.964953900082,577.1147159000393,577.1147159000393,577.1556387001183,577.1556387001183,None,7,0,0.9136498000007123,577.1556387001183,None,578.6556361000985,None,['7'],578.6556361000985,None,[0.42992589995265007],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,021_o_f_s_a.jpg,sad,7,27,m,027_o_m_n_a.jpg,neutral,incongruent,8,mismatch,,130,170,,3,224,block1_Pilot_2,21,s_n,s_n_weak,,,,,0,0,0,0,0,58,58,58,,,,,,,,,581.6557704000734,None,583.5330509999767,583.8234200000297,583.8234200000297,583.8480566001963,583.8480566001963,583.8890629999805,583.8890629999805,None,7,0,1.1163958001416177,583.8890629999805,None,585.3890653999988,None,['7'],585.3890653999988,None,[0.4164656999055296],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,021_o_f_h_a.jpg,happy,9,27,m,027_o_m_n_a.jpg,neutral,incongruent,8,mismatch,,120,170,,2,147,block1_Pilot_2,21,h_n,h_n_strong,,,,,0,0,0,0,0,59,59,59,,,,,,,,,588.3891867999919,None,589.6394715001807,589.9323330000043,589.9323330000043,589.9482426000759,589.9482426000759,589.9891027000267,589.9891027000267,None,9,0,0.7682264000177383,589.9891027000267,None,591.4892788999714,None,['7'],591.4892788999714,None,[0.21213240013457835],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,040_y_f_n_a.jpg,neutral,8,13,m,013_y_m_h_a.jpg,happy,incongruent,9,mismatch,,140,150,,3,237,block1_Pilot_2,40,n_h,n_h_strong,,,,,0,0,0,0,0,60,60,60,,,,,,,,,594.4893412000965,None,596.482819700148,596.7738630999811,596.7738630999811,596.7984671001323,596.7984671001323,596.8393228000496,596.8393228000496,None,8,0,0.9261672000866383,596.8393228000496,None,598.3394603000488,None,['7'],598.3394603000488,None,[0.2660342000890523],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,027_o_m_n_a.jpg,neutral,8,19,f,019_m_f_h_a.jpg,happy,incongruent,9,mismatch,,140,150,,3,199,block1_Pilot_2,27,n_h,n_h_strong,,,,,0,0,0,0,0,61,61,61,,,,,,,,,601.3394353999756,None,603.0228701001033,603.3157734000124,603.3157734000124,603.3402103001717,603.3402103001717,603.3810732001439,603.3810732001439,None,8,0,0.7762603000737727,603.3810732001439,None,604.881382800173,None,['7'],604.881382800173,None,[0.27610119991004467],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,027_o_m_h_a.jpg,happy,9,21,f,021_o_f_s_a.jpg,sad,incongruent,7,mismatch,,120,160,,2,169,block1_Pilot_2,27,h_s,h_s_strong,,,,,0,0,0,0,0,62,62,62,,,,,,,,,607.8813146001194,None,609.308415699983,609.5991972000338,609.5991972000338,609.6153095001355,609.6153095001355,609.6561139000114,609.6561139000114,None,9,0,0.877371700014919,609.6561139000114,None,611.156264099991,None,['7'],611.156264099991,None,[0.4333309999201447],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,013_y_m_n_a.jpg,neutral,8,33,m,033_o_m_h_a.jpg,happy,incongruent,9,match,,140,150,,18,238,block1_Pilot_2,13,n_h,n_h_strong,,,,,0,0,0,0,0,63,63,63,,,,,,,,,614.156435900135,None,616.1587055001874,616.4494108001236,616.4494108001236,616.598861000035,616.598861000035,616.6397647999693,616.6397647999693,None,8,0,0.5095153998117894,616.6397647999693,None,618.139677700121,None,['7'],618.139677700121,None,[0.5857208000961691],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,033_o_m_n_a.jpg,neutral,8,30,f,030_o_f_s_a.jpg,sad,incongruent,7,mismatch,,140,160,,1,238,block1_Pilot_2,33,n_s,n_s_weak,,,,,0,0,0,0,0,64,64,64,,,,,,,,,621.1400220000651,None,623.147308900021,623.4412317001261,623.4412317001261,623.4489116000477,623.4489116000477,623.4897942000534,623.4897942000534,None,None,0,,623.4897942000534,None,624.9898453999776,None,['9'],624.9898453999776,None,[0.24764780001714826],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,033_o_m_s_a.jpg,sad,7,4,m,004_o_m_s_a.jpg,sad,congruent,7,match,,130,160,,18,146,block1_Pilot_2,33,s_s,s_s_weak,,,,,0,0,0,0,0,65,65,65,,,,,,,,,627.9899865000043,None,629.2185021000914,629.507560600061,629.507560600061,629.6575396000408,629.6575396000408,629.698215899989,629.698215899989,None,7,1,0.8832026000600308,629.698215899989,None,631.1983390001114,None,['7'],631.1983390001114,None,[0.303037199890241],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,016_y_m_s_a.jpg,sad,7,28,f,028_y_f_h_a.jpg,happy,incongruent,9,mismatch,,130,150,,18,238,block1_Pilot_2,16,s_h,s_h_strong,,,,,0,0,0,0,0,66,66,66,,,,,,,,,634.1985253000166,None,636.1936195001472,636.4827807999682,636.4827807999682,636.6325976999942,636.6325976999942,636.6734360000119,636.6734360000119,None,7,0,0.6759623000398278,636.6734360000119,None,638.1733523001894,None,['7'],638.1733523001894,None,[0.43216049997135997],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,030_o_f_h_a.jpg,happy,9,28,f,028_y_f_h_a.jpg,happy,congruent,9,match,,120,150,,3,234,block1_Pilot_2,30,h_h,h_h_weak,,,,,0,0,0,0,0,67,67,67,,,,,,,,,641.1735924000386,None,643.1512649001088,643.4421677000355,643.4421677000355,643.4662007000297,643.4662007000297,643.5069320001639,643.5069320001639,None,9,1,0.6503860000520945,643.5069320001639,None,645.006759900134,None,['7'],645.006759900134,None,[0.4384157001040876],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,013_y_m_h_a.jpg,happy,9,4,m,004_o_m_h_a.jpg,happy,congruent,9,match,,120,150,,2,141,block1_Pilot_2,13,h_h,h_h_strong,,,,,0,0,0,0,0,68,68,68,,,,,,,,,648.0076256999746,None,649.210153200198,649.5000480001327,649.5000480001327,649.5161876999773,649.5161876999773,649.5570257999934,649.5570257999934,None,9,1,0.520351099781692,649.5570257999934,None,651.0570811000653,None,['7'],651.0570811000653,None,[0.4043149999342859],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,028_y_f_s_a.jpg,sad,7,8,m,008_y_m_s_a.jpg,sad,congruent,7,mismatch,,130,160,,1,238,block1_Pilot_2,28,s_s,s_s_strong,,,,,0,0,0,0,0,69,69,69,,,,,,,,,654.0572606001515,None,656.056012700079,656.3497959000524,656.3497959000524,656.357956700027,656.357956700027,656.3988065000158,656.3988065000158,None,9,0,0.7266659999731928,656.3988065000158,None,657.8987998000812,None,['7'],657.8987998000812,None,[0.4267043999861926],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,028_y_f_s_a.jpg,sad,7,30,f,030_o_f_h_a.jpg,happy,incongruent,9,match,,130,150,,2,199,block1_Pilot_2,28,s_h,s_h_weak,,,,,0,0,0,0,0,70,70,70,,,,,,,,,660.8991082001012,None,662.5672107001301,662.8582409999799,662.8582409999799,662.8748217001557,662.8748217001557,662.9157822001725,662.9157822001725,None,8,0,0.7856558000203222,662.9157822001725,None,664.4156653999817,None,['7'],664.4156653999817,None,[0.67773999995552],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,008_y_m_h_a.jpg,happy,9,21,f,021_o_f_n_a.jpg,neutral,incongruent,8,mismatch,,120,170,,2,137,block1_Pilot_2,8,h_n,h_n_weak,,,,,0,0,0,0,0,71,71,71,,,,,,,,,667.41605790006,None,668.5704609001987,668.8585524000227,668.8585524000227,668.8751513001043,668.8751513001043,668.9159455001354,668.9159455001354,None,9,0,0.7374294998589903,668.9159455001354,None,670.4159973000642,None,['7'],670.4159973000642,None,[0.5733766998164356],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,012_o_f_n_a.jpg,neutral,8,8,m,008_y_m_s_a.jpg,sad,incongruent,7,mismatch,,140,160,,2,208,block1_Pilot_2,12,n_s,n_s_weak,,,,,0,0,0,0,0,72,72,72,,,,,,,,,673.4161032000557,None,675.171598300105,675.4676604000852,675.4676604000852,675.4835616000928,675.4835616000928,675.5242649000138,675.5242649000138,None,9,0,1.153017499949783,675.5242649000138,None,677.024419200141,None,None,677.024419200141,None,,,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,016_y_m_n_a.jpg,neutral,8,8,m,008_y_m_n_a.jpg,neutral,congruent,8,match,,140,170,,3,211,block1_Pilot_2,16,n_n,n_n_strong,,,,,0,0,0,0,0,73,73,73,,,,,,,,,680.024997800123,None,681.8087842001114,682.1011065000203,682.1011065000203,682.1253325999714,682.1253325999714,682.1662655000109,682.1662655000109,None,8,1,0.6231335999909788,682.1662655000109,None,683.6663269000128,None,['7'],683.6663269000128,None,[0.258939600083977],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,016_y_m_h_a.jpg,happy,9,13,m,013_y_m_s_a.jpg,sad,incongruent,7,match,,120,160,,3,138,block1_Pilot_2,16,h_s,h_s_weak,,,,,0,0,0,0,0,74,74,74,,,,,,,,,686.666511000134,None,687.8251787000336,688.1173445000313,688.1173445000313,688.1421798001975,688.1421798001975,688.1830710000359,688.1830710000359,None,9,0,0.6944715001154691,688.1830710000359,None,689.6831315001473,None,['7'],689.6831315001473,None,[0.3942988000344485],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,016_y_m_n_a.jpg,neutral,8,19,f,019_m_f_s_a.jpg,sad,incongruent,7,mismatch,,140,160,,2,185,block1_Pilot_2,16,n_s,n_s_strong,,,,,0,0,0,0,0,75,75,75,,,,,,,,,692.6839092001319,None,694.2604940000456,694.5514530001674,694.5514530001674,694.5673682000488,694.5673682000488,694.6080649001524,694.6080649001524,None,8,0,0.7253245001193136,694.6080649001524,None,696.1082383000758,None,['7'],696.1082383000758,None,[0.5131238999310881],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,027_o_m_s_a.jpg,sad,7,8,m,008_y_m_s_a.jpg,sad,congruent,7,match,,130,160,,1,238,block1_Pilot_2,27,s_s,s_s_strong,,,,,0,0,0,0,0,76,76,76,,,,,,,,,699.1087448000908,None,701.0993759999983,701.3927851000335,701.3927851000335,701.4008210999891,701.4008210999891,701.4415770000778,701.4415770000778,None,None,0,,701.4415770000778,None,702.9417131000664,None,"['8', '9']",702.9417131000664,None,"[0.13577239983715117, 1.0875688998494297]",,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,019_m_f_n_a.jpg,neutral,8,27,m,027_o_m_n_a.jpg,neutral,congruent,8,mismatch,,140,170,,3,186,block1_Pilot_2,19,n_n,n_n_strong,,,,,0,0,0,0,0,77,77,77,,,,,,,,,705.9424868000206,None,707.5164942999836,707.8097184000071,707.8097184000071,707.8341703000478,707.8341703000478,707.8751763000619,707.8751763000619,None,8,1,0.6182593000121415,707.8751763000619,None,709.3751595001668,None,['7'],709.3751595001668,None,[0.2622727998532355],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,004_o_m_s_a.jpg,sad,7,12,f,012_o_f_s_a.jpg,sad,congruent,7,mismatch,,130,160,,1,238,block1_Pilot_2,4,s_s,s_s_strong,,,,,0,0,0,0,0,78,78,78,,,,,,,,,712.375318299979,None,714.365912000183,714.6593794000801,714.6593794000801,714.6678188000806,714.6678188000806,714.7087544000242,714.7087544000242,None,None,0,,714.7087544000242,None,716.2087427000515,None,['9'],716.2087427000515,None,[0.3566970999818295],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,019_m_f_n_a.jpg,neutral,8,13,m,013_y_m_s_a.jpg,sad,incongruent,7,mismatch,,140,160,,3,207,block1_Pilot_2,19,n_s,n_s_strong,,,,,0,0,0,0,0,79,79,79,,,,,,,,,719.2096008001827,None,720.9565593001898,721.2517659000587,721.2517659000587,721.276260400191,721.276260400191,721.3171361000277,721.3171361000277,None,8,0,0.6082114998716861,721.3171361000277,None,722.8170390001033,None,['7'],722.8170390001033,None,[0.2523586000315845],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,027_o_m_h_a.jpg,happy,9,33,m,033_o_m_h_a.jpg,happy,congruent,9,match,,120,150,,1,238,block1_Pilot_2,27,h_h,h_h_strong,,,,,0,0,0,0,0,80,80,80,,,,,,,,,725.8181477000471,None,727.819839600008,728.110396400094,728.110396400094,728.1178150000051,728.1178150000051,728.1588277001865,728.1588277001865,None,8,0,1.2386488998308778,728.1588277001865,None,729.6589385000989,None,['7'],729.6589385000989,None,[0.41041280003264546],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,027_o_m_h_a.jpg,happy,9,21,f,021_o_f_s_a.jpg,sad,incongruent,7,mismatch,,120,160,,1,238,block1_Pilot_2,27,h_s,h_s_weak,,,,,0,0,0,0,0,81,81,81,,,,,,,,,732.6600001000334,None,734.6616937001236,734.9522845000029,734.9522845000029,734.9599002001341,734.9599002001341,735.0006552999839,735.0006552999839,None,None,0,,735.0006552999839,None,736.5008448001463,None,['9'],736.5008448001463,None,[0.7606482000555843],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,033_o_m_s_a.jpg,sad,7,40,f,040_y_f_n_a.jpg,neutral,incongruent,8,mismatch,,130,170,,3,146,block1_Pilot_2,33,s_n,s_n_weak,,,,,0,0,0,0,0,82,82,82,,,,,,,,,739.5023237999994,None,740.725419000024,741.0186534000095,741.0186534000095,741.0432436000556,741.0432436000556,741.0841099000536,741.0841099000536,None,8,1,0.825213799951598,741.0841099000536,None,742.5841030001175,None,['7'],742.5841030001175,None,[0.5493080001324415],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,008_y_m_h_a.jpg,happy,9,4,m,004_o_m_s_a.jpg,sad,incongruent,7,match,,120,160,,2,225,block1_Pilot_2,8,h_s,h_s_weak,,,,,0,0,0,0,0,83,83,83,,,,,,,,,745.5849237001967,None,747.4666556001175,747.7602166000288,747.7602166000288,747.776704300195,747.776704300195,747.8176979001146,747.8176979001146,None,9,0,0.8835744000971317,747.8176979001146,None,749.3177028000355,None,['7'],749.3177028000355,None,[0.5516989999450743],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
