Person,primeGender,prime,primeEmotion,corrAnsPrime,targetPerson,targetGender,target,targetEmotion,Cond,corrAnsTar,gender,condition,ID_primer,ID_target,PrimerTime,PrimerTime120,JitterTime,conditionsFile,primePerson,emotion_condition,Condition,example.thisRepN,example.thisTrialN,example.thisN,example.thisIndex,readinBlocks.thisRepN,readinBlocks.thisTrialN,readinBlocks.thisN,readinBlocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_intro.started,text_intro.stopped,text_probe.started,text_probe.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,polygon_ISI.started,polygon_ISI.stopped,polygon.started,polygon.stopped,primerImage.started,primerImage.stopped,maskImage.started,maskImage.stopped,response.started,response.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,text.started,text.stopped,key_resp_Rating.keys,key_resp_Rating.started,key_resp_Rating.stopped,key_resp_Rating.rt,text_start.started,text_start.stopped,text_pause.started,text_pause.stopped,participant,date,expName,psychopyVersion,frameRate,
,f,012_o_f_s_a.jpg,sad,7,40,f,040_y_f_s_a.jpg,sad,congruent,7,match,,130,160,,1,238,block2_Pilot_2,12,s_s,s_s_strong,,,,,0,1,1,1,0,58,58,58,,,,,,,,,1392.2065185999963,None,1394.1930975001305,1394.4899993001018,1394.4899993001018,1394.4983660001308,1394.4983660001308,1394.5393456001766,1394.5393456001766,None,None,0,,1394.5393456001766,None,1396.0392556001898,None,['8'],1396.0392556001898,None,[0.862108799861744],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,021_o_f_h_a.jpg,happy,9,4,m,004_o_m_n_a.jpg,neutral,incongruent,8,mismatch,,120,170,,1,238,block2_Pilot_2,21,h_n,h_n_weak,,,,,0,1,1,1,0,59,59,59,,,,,,,,,1399.0400472001638,None,1401.043102600146,1401.3324258001521,1401.3324258001521,1401.3400200000033,1401.3400200000033,1401.380926300073,1401.380926300073,None,None,0,,1401.380926300073,None,1402.880864100065,None,['9'],1402.880864100065,None,[0.2524453999940306],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,040_y_f_h_a.jpg,happy,9,16,m,016_y_m_n_a.jpg,neutral,incongruent,8,mismatch,,120,170,,2,154,block2_Pilot_2,40,h_n,h_n_weak,,,,,0,1,1,1,0,60,60,60,,,,,,,,,1405.8810199000873,None,1407.1721406001598,1407.4653509000782,1407.4653509000782,1407.4818494000938,1407.4818494000938,1407.522819200065,1407.522819200065,None,9,0,1.1862983999308199,1407.522819200065,None,1409.0228016001638,None,['7'],1409.0228016001638,None,[0.4784432000014931],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,008_y_m_n_a.jpg,neutral,8,4,m,004_o_m_s_a.jpg,sad,incongruent,7,match,,140,160,,18,145,block2_Pilot_2,8,n_s,n_s_strong,,,,,0,1,1,1,0,61,61,61,,,,,,,,,1412.0227866000496,None,1413.252027500188,1413.5409874001052,1413.5409874001052,1413.6903268001042,1413.6903268001042,1413.731152900029,1413.731152900029,None,8,0,0.7062220999505371,1413.731152900029,None,1415.2314962001983,None,['7'],1415.2314962001983,None,[0.5658358000218868],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,021_o_f_s_a.jpg,sad,7,33,m,033_o_m_h_a.jpg,happy,incongruent,9,mismatch,,130,150,,1,238,block2_Pilot_2,21,s_h,s_h_strong,,,,,0,1,1,1,0,62,62,62,,,,,,,,,1418.2321985000744,None,1420.2207390000112,1420.5157622001134,1420.5157622001134,1420.5236995001324,1420.5236995001324,1420.5646484000608,1420.5646484000608,None,None,0,,1420.5646484000608,None,1422.0655375001952,None,['9'],1422.0655375001952,None,[1.595683499937877],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,033_o_m_n_a.jpg,neutral,8,30,f,030_o_f_h_a.jpg,happy,incongruent,9,mismatch,,140,150,,18,171,block2_Pilot_2,33,n_h,n_h_weak,,,,,0,1,1,1,0,63,63,63,,,,,,,,,1425.0648593001533,None,1426.511118600145,1426.807863100199,1426.807863100199,1426.9571193000302,1426.9571193000302,1426.9981347001158,1426.9981347001158,None,8,0,0.5031133000738919,1426.9981347001158,None,1428.4981982000172,None,['7'],1428.4981982000172,None,[0.26687349984422326],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,027_o_m_n_a.jpg,neutral,8,27,m,027_o_m_h_a.jpg,happy,incongruent,9,match,,140,150,,2,164,block2_Pilot_2,27,n_h,n_h_weak,,,,,0,1,1,1,0,64,64,64,,,,,,,,,1431.4988240001258,None,1432.8839665001724,1433.1745572001673,1433.1745572001673,1433.1907032001764,1433.1907032001764,1433.2316433000378,1433.2316433000378,None,8,0,0.7415872998535633,1433.2316433000378,None,1434.7324099000543,None,['7'],1434.7324099000543,None,[0.26490400009788573],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,008_y_m_n_a.jpg,neutral,8,40,f,040_y_f_n_a.jpg,neutral,congruent,8,mismatch,,140,170,,1,238,block2_Pilot_2,8,n_n,n_n_strong,,,,,0,1,1,1,0,65,65,65,,,,,,,,,1437.73256699997,None,1439.734185400186,1440.0249505999964,1440.0249505999964,1440.032509200042,1440.032509200042,1440.073354900116,1440.073354900116,None,8,1,1.3640512998681515,1440.073354900116,None,1441.573287300067,None,['8'],1441.573287300067,None,[0.7839458000380546],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,040_y_f_h_a.jpg,happy,9,21,f,021_o_f_n_a.jpg,neutral,incongruent,8,match,,120,170,,18,239,block2_Pilot_2,40,h_n,h_n_strong,,,,,0,1,1,1,0,66,66,66,,,,,,,,,1444.574381600134,None,1446.5733394001145,1446.86624140013,1446.86624140013,1447.016061300179,1447.016061300179,1447.0567872000393,1447.0567872000393,None,9,0,0.39649690012447536,1447.0567872000393,None,1448.557652400108,None,['7'],1448.557652400108,None,[0.2796606000047177],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,021_o_f_s_a.jpg,sad,7,28,f,028_y_f_h_a.jpg,happy,incongruent,9,match,,130,150,,1,238,block2_Pilot_2,21,s_h,s_h_weak,,,,,0,1,1,1,0,67,67,67,,,,,,,,,1451.557274500141,None,1453.5463096001185,1453.8413198001217,1453.8413198001217,1453.8494810000993,1453.8494810000993,1453.890313200187,1453.890313200187,None,None,0,,1453.890313200187,None,1455.390317399986,None,['9'],1455.390317399986,None,[0.8788127999287099],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,021_o_f_n_a.jpg,neutral,8,30,f,030_o_f_n_a.jpg,neutral,congruent,8,match,,140,170,,2,209,block2_Pilot_2,21,n_n,n_n_strong,,,,,0,1,1,1,0,68,68,68,,,,,,,,,1458.3922408001963,None,1460.1652929000556,1460.458557000151,1460.458557000151,1460.4747281000018,1460.4747281000018,1460.5155774999876,1460.5155774999876,None,8,1,0.7778523000888526,1460.5155774999876,None,1462.0153382001445,None,['7'],1462.0153382001445,None,[0.24593279999680817],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,040_y_f_s_a.jpg,sad,7,13,m,013_y_m_s_a.jpg,sad,congruent,7,mismatch,,130,160,,3,147,block2_Pilot_2,40,s_s,s_s_strong,,,,,0,1,1,1,0,69,69,69,,,,,,,,,1465.0170398000628,None,1466.2485789000057,1466.5418164001312,1466.5418164001312,1466.5662579000928,1466.5662579000928,1466.6072348000016,1466.6072348000016,None,8,0,0.8060747000854462,1466.6072348000016,None,1468.1075811001938,None,['7'],1468.1075811001938,None,[0.8096521999686956],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,040_y_f_s_a.jpg,sad,7,21,f,021_o_f_h_a.jpg,happy,incongruent,9,match,,130,150,,3,172,block2_Pilot_2,40,s_h,s_h_strong,,,,,0,1,1,1,0,70,70,70,,,,,,,,,1471.1074485999998,None,1472.5483910001349,1472.8417486001272,1472.8417486001272,1472.8665050000418,1472.8665050000418,1472.9073754001874,1472.9073754001874,None,8,0,1.4180087998975068,1472.9073754001874,None,1474.4073222000152,None,['7'],1474.4073222000152,None,[0.5980283999815583],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,013_y_m_s_a.jpg,sad,7,16,m,016_y_m_n_a.jpg,neutral,incongruent,8,match,,130,170,,1,238,block2_Pilot_2,13,s_n,s_n_strong,,,,,0,1,1,1,0,71,71,71,,,,,,,,,1477.4084493999835,None,1479.3985518000554,1479.6920688000973,1479.6920688000973,1479.6999096001964,1479.6999096001964,1479.7407711001579,1479.7407711001579,None,None,0,,1479.7407711001579,None,1481.2409271001816,None,['9'],1481.2409271001816,None,[0.26849459996446967],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,008_y_m_s_a.jpg,sad,7,12,f,012_o_f_h_a.jpg,happy,incongruent,9,mismatch,,130,150,,18,238,block2_Pilot_2,8,s_h,s_h_weak,,,,,0,1,1,1,0,72,72,72,,,,,,,,,1484.2414273000322,None,1486.2467702000868,1486.542512500193,1486.542512500193,1486.691713400185,1486.691713400185,1486.732696000021,1486.732696000021,None,7,0,0.4964865001384169,1486.732696000021,None,1488.2326803000178,None,['7'],1488.2326803000178,None,[0.260566100012511],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,013_y_m_s_a.jpg,sad,7,21,f,021_o_f_n_a.jpg,neutral,incongruent,8,mismatch,,130,170,,1,238,block2_Pilot_2,13,s_n,s_n_weak,,,,,0,1,1,1,0,73,73,73,,,,,,,,,1491.2331608000677,None,1493.2243068001699,1493.517023500055,1493.517023500055,1493.525296700187,1493.525296700187,1493.5660900999792,1493.5660900999792,None,None,0,,1493.5660900999792,None,1495.066130900057,None,['9'],1495.066130900057,None,[0.955068200128153],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,019_m_f_s_a.jpg,sad,7,12,f,012_o_f_n_a.jpg,neutral,incongruent,8,match,,130,170,,2,208,block2_Pilot_2,19,s_n,s_n_weak,,,,,0,1,1,1,0,74,74,74,,,,,,,,,1498.0670631001703,None,1499.8213349001016,1500.1177970999852,1500.1177970999852,1500.133618599968,1500.133618599968,1500.1746440001298,1500.1746440001298,None,7,0,0.9665816999040544,1500.1746440001298,None,1501.6747366001364,None,['7'],1501.6747366001364,None,[0.23467540019191802],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,016_y_m_s_a.jpg,sad,7,19,f,019_m_f_n_a.jpg,neutral,incongruent,8,mismatch,,130,170,,18,238,block2_Pilot_2,16,s_n,s_n_strong,,,,,0,1,1,1,0,75,75,75,,,,,,,,,1504.675630000187,None,1506.6663232999854,1506.9588314001448,1506.9588314001448,1507.1089684001636,1507.1089684001636,1507.1497877000365,1507.1497877000365,None,7,0,0.6235423998441547,1507.1497877000365,None,1508.64994020015,None,['7'],1508.64994020015,None,[0.955426599830389],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,040_y_f_n_a.jpg,neutral,8,27,m,027_o_m_s_a.jpg,sad,incongruent,7,mismatch,,140,160,,1,238,block2_Pilot_2,40,n_s,n_s_weak,,,,,0,1,1,1,0,76,76,76,,,,,,,,,1511.6498088000808,None,1513.6703543001786,1513.959479900077,1513.959479900077,1513.9673845001962,1513.9673845001962,1514.0083112001885,1514.0083112001885,None,None,0,,1514.0083112001885,None,1515.5082261001226,None,['9'],1515.5082261001226,None,[0.3289240999147296],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,016_y_m_h_a.jpg,happy,9,30,f,030_o_f_n_a.jpg,neutral,incongruent,8,mismatch,,120,170,,2,215,block2_Pilot_2,16,h_n,h_n_weak,,,,,0,1,1,1,0,77,77,77,,,,,,,,,1518.509531600168,None,1520.3091617000755,1520.6010497000534,1520.6010497000534,1520.6175377001055,1520.6175377001055,1520.6583062000573,1520.6583062000573,None,9,0,0.6030739999841899,1520.6583062000573,None,1522.1586023999844,None,['7'],1522.1586023999844,None,[0.5507008000276983],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,013_y_m_h_a.jpg,happy,9,28,f,028_y_f_n_a.jpg,neutral,incongruent,8,mismatch,,120,170,,18,191,block2_Pilot_2,13,h_n,h_n_weak,,,,,0,1,1,1,0,78,78,78,,,,,,,,,1525.158688500058,None,1526.7737305001356,1527.0680788001046,1527.0680788001046,1527.21765840007,1527.21765840007,1527.258427400142,1527.258427400142,None,9,0,0.37887739995494485,1527.258427400142,None,1528.7585311001167,None,['7'],1528.7585311001167,None,[0.5187425001058728],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,008_y_m_n_a.jpg,neutral,8,8,m,008_y_m_h_a.jpg,happy,incongruent,9,match,,140,150,,3,228,block2_Pilot_2,8,n_h,n_h_weak,,,,,0,1,1,1,0,79,79,79,,,,,,,,,1531.7587661000434,None,1533.6777982001659,1533.9683606000617,1533.9683606000617,1533.9925915000495,1533.9925915000495,1534.0336300001945,1534.0336300001945,None,8,0,0.7795484000816941,1534.0336300001945,None,1535.5337704999838,None,['7'],1535.5337704999838,None,[0.4555193998385221],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,016_y_m_h_a.jpg,happy,9,13,m,013_y_m_s_a.jpg,sad,incongruent,7,match,,120,160,,1,238,block2_Pilot_2,16,h_s,h_s_weak,,,,,0,1,1,1,0,80,80,80,,,,,,,,,1538.5346151001286,None,1540.5250128000043,1540.8180172001012,1540.8180172001012,1540.826376600191,1540.826376600191,1540.8671105001122,1540.8671105001122,None,None,0,,1540.8671105001122,None,1542.3672456000932,None,['9'],1542.3672456000932,None,[0.3259646000806242],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,027_o_m_s_a.jpg,sad,7,40,f,040_y_f_h_a.jpg,happy,incongruent,9,mismatch,,130,150,,18,238,block2_Pilot_2,27,s_h,s_h_strong,,,,,0,1,1,1,0,81,81,81,,,,,,,,,1545.3681676001288,None,1547.3588813000824,1547.651541700121,1547.651541700121,1547.8013325000647,1547.8013325000647,1547.8422076001298,1547.8422076001298,None,7,0,0.6750466001685709,1547.8422076001298,None,1549.3429543001112,None,['7'],1549.3429543001112,None,[0.43023870000615716],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,019_m_f_n_a.jpg,neutral,8,28,f,028_y_f_h_a.jpg,happy,incongruent,9,match,,140,150,,18,159,block2_Pilot_2,19,n_h,n_h_strong,,,,,0,1,1,1,0,82,82,82,,,,,,,,,1552.3424871000461,None,1553.6883839999791,1553.977287700167,1553.977287700167,1554.126460700063,1554.126460700063,1554.1672670000698,1554.1672670000698,None,8,0,0.5820317999459803,1554.1672670000698,None,1555.6673928000964,None,['7'],1555.6673928000964,None,[0.21798090008087456],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,013_y_m_n_a.jpg,neutral,8,4,m,004_o_m_n_a.jpg,neutral,congruent,8,match,,140,170,,1,238,block2_Pilot_2,13,n_n,n_n_strong,,,,,0,1,1,1,0,83,83,83,,,,,,,,,1558.6683164001442,None,1560.6693718000315,1560.9604607000947,1560.9604607000947,1560.9682460001204,1560.9682460001204,1561.0091586001217,1561.0091586001217,None,9,0,0.8201320001389831,1561.0091586001217,None,1562.509305300191,None,['9'],1562.509305300191,None,[0.4000458000227809],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,040_y_f_s_a.jpg,sad,7,33,m,033_o_m_s_a.jpg,sad,congruent,7,mismatch,,130,160,,2,130,block2_Pilot_2,40,s_s,s_s_weak,,,,,0,1,1,1,0,84,84,84,,,,,,,,,1565.5103365001269,None,1566.6003070999868,1566.8936032999773,1566.8936032999773,1566.9099489001092,1566.9099489001092,1566.950935699977,1566.950935699977,None,8,0,0.7824583000037819,1566.950935699977,None,1568.4512106000911,None,['7'],1568.4512106000911,None,[0.3299184001516551],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,013_y_m_s_a.jpg,sad,7,16,m,016_y_m_h_a.jpg,happy,incongruent,9,match,,130,150,,1,238,block2_Pilot_2,13,s_h,s_h_weak,,,,,0,1,1,1,0,85,85,85,,,,,,,,,1571.4512027001474,None,1573.442649899982,1573.7354202000424,1573.7354202000424,1573.743537500035,1573.743537500035,1573.7844853000715,1573.7844853000715,None,None,0,,1573.7844853000715,None,1575.2843349000905,None,['9'],1575.2843349000905,None,[0.20082170004025102],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,016_y_m_n_a.jpg,neutral,8,8,m,008_y_m_h_a.jpg,happy,incongruent,9,match,,140,150,,3,164,block2_Pilot_2,16,n_h,n_h_strong,,,,,0,1,1,1,0,86,86,86,,,,,,,,,1578.2852825000882,None,1579.712050799979,1580.002668700181,1580.002668700181,1580.0270926000085,1580.0270926000085,1580.0680531000253,1580.0680531000253,None,8,0,0.7211235999129713,1580.0680531000253,None,1581.5681479000486,None,['7'],1581.5681479000486,None,[0.2529420000500977],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,016_y_m_h_a.jpg,happy,9,13,m,013_y_m_s_a.jpg,sad,incongruent,7,match,,120,160,,3,149,block2_Pilot_2,16,h_s,h_s_strong,,,,,0,1,1,1,0,87,87,87,,,,,,,,,1584.5689050001092,None,1585.817191200098,1586.110686399974,1586.110686399974,1586.135652200086,1586.135652200086,1586.176273100078,1586.176273100078,None,9,0,0.49288600008003414,1586.176273100078,None,1587.6765034999698,None,['7'],1587.6765034999698,None,[0.3205893998965621],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,008_y_m_n_a.jpg,neutral,8,21,f,021_o_f_h_a.jpg,happy,incongruent,9,mismatch,,140,150,,3,131,block2_Pilot_2,8,n_h,n_h_weak,,,,,0,1,1,1,0,88,88,88,,,,,,,,,1590.6768436999992,None,1591.7877956000157,1592.0778298000805,1592.0778298000805,1592.1023930001538,1592.1023930001538,1592.1430715001188,1592.1430715001188,None,8,0,0.6143022000323981,1592.1430715001188,None,1593.6430817001965,None,['7'],1593.6430817001965,None,[0.6181636000983417],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,021_o_f_n_a.jpg,neutral,8,4,m,004_o_m_n_a.jpg,neutral,congruent,8,mismatch,,140,170,,1,238,block2_Pilot_2,21,n_n,n_n_strong,,,,,0,1,1,1,0,89,89,89,,,,,,,,,1596.6441213001963,None,1598.6455656001344,1598.9364058000501,1598.9364058000501,1598.9441808999982,1598.9441808999982,1598.9849104001187,1598.9849104001187,None,None,0,,1598.9849104001187,None,1600.4848348000087,None,['9'],1600.4848348000087,None,[0.2962893000803888],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,033_o_m_h_a.jpg,happy,9,13,m,013_y_m_h_a.jpg,happy,congruent,9,match,,120,150,,1,238,block2_Pilot_2,33,h_h,h_h_weak,,,,,0,1,1,1,0,90,90,90,,,,,,,,,1603.485910100164,None,1605.475929000182,1605.7693187000696,1605.7693187000696,1605.7775522000156,1605.7775522000156,1605.818542300025,1605.818542300025,None,None,0,,1605.818542300025,None,1607.3191013000906,None,['9'],1607.3191013000906,None,[0.31818029982969165],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,033_o_m_s_a.jpg,sad,7,4,m,004_o_m_h_a.jpg,happy,incongruent,9,match,,130,150,,18,148,block2_Pilot_2,33,s_h,s_h_weak,,,,,0,1,1,1,0,91,91,91,,,,,,,,,1610.3191581000574,None,1611.5600076001137,1611.8528638000134,1611.8528638000134,1612.0027858000249,1612.0027858000249,1612.0435528000817,1612.0435528000817,None,7,0,0.7057419999036938,1612.0435528000817,None,1613.543730000034,None,['7'],1613.543730000034,None,[0.2694785001222044],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,013_y_m_n_a.jpg,neutral,8,16,m,016_y_m_h_a.jpg,happy,incongruent,9,match,,140,150,,3,198,block2_Pilot_2,13,n_h,n_h_weak,,,,,0,1,1,1,0,92,92,92,,,,,,,,,1616.5438708001748,None,1618.2281947999727,1618.5201946999878,1618.5201946999878,1618.544591900194,1618.544591900194,1618.585305500077,1618.585305500077,None,8,0,0.6600596997886896,1618.585305500077,None,1620.086201300146,None,['7'],1620.086201300146,None,[0.5429952000267804],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,016_y_m_s_a.jpg,sad,7,28,f,028_y_f_s_a.jpg,sad,congruent,7,mismatch,,130,160,,1,238,block2_Pilot_2,16,s_s,s_s_weak,,,,,0,1,1,1,0,93,93,93,,,,,,,,,1623.0862821000628,None,1625.0778723000549,1625.3697689999826,1625.3697689999826,1625.3779615000822,1625.3779615000822,1625.418839200167,1625.418839200167,None,None,0,,1625.418839200167,None,1626.91891210014,None,['9'],1626.91891210014,None,[0.8223916999995708],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,030_o_f_n_a.jpg,neutral,8,28,f,028_y_f_n_a.jpg,neutral,congruent,8,match,,140,170,,3,177,block2_Pilot_2,30,n_n,n_n_weak,,,,,0,1,1,1,0,94,94,94,,,,,,,,,1629.9197092000395,None,1631.4330486000981,1631.7288407001179,1631.7288407001179,1631.7529857000336,1631.7529857000336,1631.7938658001367,1631.7938658001367,None,8,1,0.555230800062418,1631.7938658001367,None,1633.294091100106,None,['7'],1633.294091100106,None,[0.4392076001968235],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,033_o_m_n_a.jpg,neutral,8,13,m,013_y_m_n_a.jpg,neutral,congruent,8,match,,140,170,,2,220,block2_Pilot_2,33,n_n,n_n_weak,,,,,0,1,1,1,0,95,95,95,,,,,,,,,1636.2947268001735,None,1638.146937200101,1638.4372026000638,1638.4372026000638,1638.4533576001413,1638.4533576001413,1638.4941374000628,1638.4941374000628,None,8,1,0.6311786000151187,1638.4941374000628,None,1639.9942575001623,None,['7'],1639.9942575001623,None,[0.38711900007911026],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,012_o_f_s_a.jpg,sad,7,21,f,021_o_f_s_a.jpg,sad,congruent,7,match,,130,160,,1,238,block2_Pilot_2,12,s_s,s_s_strong,,,,,0,1,1,1,0,96,96,96,,,,,,,,,1642.99493860011,None,1644.9816610000562,1645.2784750000574,1645.2784750000574,1645.2866487000138,1645.2866487000138,1645.327466600109,1645.327466600109,None,None,0,,1645.327466600109,None,1646.8274956999812,None,['9'],1646.8274956999812,None,[1.6657017001416534],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,033_o_m_h_a.jpg,happy,9,30,f,030_o_f_s_a.jpg,sad,incongruent,7,mismatch,,120,160,,3,204,block2_Pilot_2,33,h_s,h_s_strong,,,,,0,1,1,1,0,97,97,97,,,,,,,,,1649.827827700181,None,1651.535955300089,1651.828527300153,1651.828527300153,1651.8534746000078,1651.8534746000078,1651.8944308001082,1651.8944308001082,None,9,0,0.5427339000161737,1651.8944308001082,None,1653.3943146001548,None,['7'],1653.3943146001548,None,[0.4189303999301046],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,030_o_f_s_a.jpg,sad,7,30,f,030_o_f_n_a.jpg,neutral,incongruent,8,match,,130,170,,1,238,block2_Pilot_2,30,s_n,s_n_weak,,,,,0,1,1,1,0,98,98,98,,,,,,,,,1656.3952790000476,None,1658.3987484001555,1658.6877272999845,1658.6877272999845,1658.6954141000751,1658.6954141000751,1658.7362117001321,1658.7362117001321,None,None,0,,1658.7362117001321,None,1660.2360477000475,None,['9'],1660.2360477000475,None,[0.049185199895873666],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,030_o_f_h_a.jpg,happy,9,12,f,012_o_f_n_a.jpg,neutral,incongruent,8,match,,120,170,,1,238,block2_Pilot_2,30,h_n,h_n_weak,,,,,0,1,1,1,0,99,99,99,,,,,,,,,1663.2379225001205,None,1665.2383334999904,1665.5293080001138,1665.5293080001138,1665.5368701000698,1665.5368701000698,1665.5780217000283,1665.5780217000283,None,9,0,1.1552568001206964,1665.5780217000283,None,1667.078741100151,None,['9'],1667.078741100151,None,[0.44659690000116825],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,033_o_m_n_a.jpg,neutral,8,30,f,030_o_f_h_a.jpg,happy,incongruent,9,mismatch,,140,150,,3,151,block2_Pilot_2,33,n_h,n_h_strong,,,,,0,1,1,1,0,100,100,100,,,,,,,,,1670.0779556999914,None,1671.3557001000736,1671.646234499989,1671.646234499989,1671.670681500109,1671.670681500109,1671.7115594001953,1671.7115594001953,None,8,0,0.7017053000163287,1671.7115594001953,None,1673.211720700143,None,['7'],1673.211720700143,None,[0.2575383000075817],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,019_m_f_s_a.jpg,sad,7,40,f,040_y_f_n_a.jpg,neutral,incongruent,8,match,,130,170,,18,156,block2_Pilot_2,19,s_n,s_n_weak,,,,,0,1,1,1,0,101,101,101,,,,,,,,,1676.211530999979,None,1677.5310452000704,1677.8212206000462,1677.8212206000462,1677.9706419999711,1677.9706419999711,1678.0115418999922,1678.0115418999922,None,7,0,0.48176850005984306,1678.0115418999922,None,1679.5118818001356,None,['7'],1679.5118818001356,None,[0.2453846000134945],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,004_o_m_n_a.jpg,neutral,8,13,m,013_y_m_h_a.jpg,happy,incongruent,9,match,,140,150,,18,238,block2_Pilot_2,4,n_h,n_h_weak,,,,,0,1,1,1,0,102,102,102,,,,,,,,,1682.5128955000546,None,1684.5138730001636,1684.8047408000566,1684.8047408000566,1684.9542732001282,1684.9542732001282,1684.9949934000615,1684.9949934000615,None,8,0,0.5300845999736339,1684.9949934000615,None,1686.4958815001883,None,['7'],1686.4958815001883,None,[0.24540509982034564],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
