Person,primeGender,prime,primeEmotion,corrAnsPrime,targetPerson,targetGender,target,targetEmotion,Cond,corrAnsTar,gender,condition,ID_primer,ID_target,PrimerTime,PrimerTime120,JitterTime,conditionsFile,primePerson,emotion_condition,Condition,example.thisRepN,example.thisTrialN,example.thisN,example.thisIndex,readinBlocks.thisRepN,readinBlocks.thisTrialN,readinBlocks.thisN,readinBlocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_intro.started,text_intro.stopped,text_probe.started,text_probe.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,polygon_ISI.started,polygon_ISI.stopped,polygon.started,polygon.stopped,primerImage.started,primerImage.stopped,maskImage.started,maskImage.stopped,response.started,response.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,text.started,text.stopped,key_resp_Rating.keys,key_resp_Rating.rt,key_resp_Rating.started,key_resp_Rating.stopped,text_start.started,text_start.stopped,text_pause.started,text_pause.stopped,participant,date,expName,psychopyVersion,frameRate,
,m,013_y_m_h_a.jpg,happy,9,27,m,027_o_m_s_a.jpg,sad,incongruent,7,match,,120,160,,2,194,block2_Pilot_2,13,h_s,h_s_strong,,,,,0,1,1,1,0,27,27,27,,,,,,,,,1039.3190654999344,None,1040.9540055999532,1041.2448436999694,1041.2448436999694,1041.2609038999071,1041.2609038999071,1041.3015408999054,1041.3015408999054,None,9,0,0.5107870000647381,1041.3015408999054,None,1042.8017081998987,None,['8'],[0.43448569998145103],1042.8017081998987,None,,,,,Emoconpilot033,2021_Nov_02_1523,BackwardMask,2020.2.8,120.34852936094606,
,m,013_y_m_n_a.jpg,neutral,8,28,f,028_y_f_n_a.jpg,neutral,congruent,8,mismatch,,140,170,,1,238,block2_Pilot_2,13,n_n,n_n_weak,,,,,0,1,1,1,0,28,28,28,,,,,,,,,1045.802530999994,None,1047.8044607999036,1048.0947369999485,1048.0947369999485,1048.1025465999264,1048.1025465999264,1048.1433381999377,1048.1433381999377,None,None,0,,1048.1433381999377,None,1049.643806100008,None,['9'],[0.40841639996506274],1049.643806100008,None,,,,,Emoconpilot033,2021_Nov_02_1523,BackwardMask,2020.2.8,120.34852936094606,
,f,030_o_f_s_a.jpg,sad,7,33,m,033_o_m_h_a.jpg,happy,incongruent,9,mismatch,,130,150,,3,168,block2_Pilot_2,30,s_h,s_h_weak,,,,,0,1,1,1,0,29,29,29,,,,,,,,,1052.6439452999039,None,1054.062879199977,1054.353279099916,1054.353279099916,1054.3776442999952,1054.3776442999952,1054.4186235999223,1054.4186235999223,None,7,0,0.809435100061819,1054.4186235999223,None,1055.9185672999592,None,['8'],[0.7817737000295892],1055.9185672999592,None,,,,,Emoconpilot033,2021_Nov_02_1523,BackwardMask,2020.2.8,120.34852936094606,
,m,008_y_m_n_a.jpg,neutral,8,12,f,012_o_f_n_a.jpg,neutral,congruent,8,mismatch,,140,170,,18,208,block2_Pilot_2,8,n_n,n_n_weak,,,,,0,1,1,1,0,30,30,30,,,,,,,,,1058.918834000011,None,1060.6709273000015,1060.9616985999746,1060.9616985999746,1061.1113542999374,1061.1113542999374,1061.1519861000124,1061.1519861000124,None,8,1,0.42836189991794527,1061.1519861000124,None,1062.6518624000018,None,['7'],[0.3844204000197351],1062.6518624000018,None,,,,,Emoconpilot033,2021_Nov_02_1523,BackwardMask,2020.2.8,120.34852936094606,
,m,008_y_m_s_a.jpg,sad,7,4,m,004_o_m_n_a.jpg,neutral,incongruent,8,match,,130,170,,2,231,block2_Pilot_2,8,s_n,s_n_weak,,,,,0,1,1,1,0,31,31,31,,,,,,,,,1065.6537342999363,None,1067.597174399998,1067.886952699977,1067.886952699977,1067.903011999908,1067.903011999908,1067.9437976999907,1067.9437976999907,None,7,0,0.7245541999582201,1067.9437976999907,None,1069.443887499976,None,['8'],[0.33631409995723516],1069.443887499976,None,,,,,Emoconpilot033,2021_Nov_02_1523,BackwardMask,2020.2.8,120.34852936094606,
,m,016_y_m_n_a.jpg,neutral,8,28,f,028_y_f_n_a.jpg,neutral,congruent,8,mismatch,,140,170,,2,218,block2_Pilot_2,16,n_n,n_n_weak,,,,,0,1,1,1,0,32,32,32,,,,,,,,,1072.4443863999331,None,1074.279257099959,1074.5704506000038,1074.5704506000038,1074.5865738999564,1074.5865738999564,1074.6272814999102,1074.6272814999102,None,8,1,0.857020299998112,1074.6272814999102,None,1076.1273294999264,None,['8'],[0.316937500028871],1076.1273294999264,None,,,,,Emoconpilot033,2021_Nov_02_1523,BackwardMask,2020.2.8,120.34852936094606,
,m,033_o_m_n_a.jpg,neutral,8,33,m,033_o_m_s_a.jpg,sad,incongruent,7,match,,140,160,,3,141,block2_Pilot_2,33,n_s,n_s_weak,,,,,0,1,1,1,0,33,33,33,,,,,,,,,1079.1275210999884,None,1080.3216670999536,1080.61234709993,1080.61234709993,1080.6370032998966,1080.6370032998966,1080.6774792999495,1080.6774792999495,None,8,0,0.5427609999896958,1080.6774792999495,None,1082.1773739999626,None,['8'],[0.36303160001989454],1082.1773739999626,None,,,,,Emoconpilot033,2021_Nov_02_1523,BackwardMask,2020.2.8,120.34852936094606,
,m,016_y_m_n_a.jpg,neutral,8,13,m,013_y_m_s_a.jpg,sad,incongruent,7,match,,140,160,,1,238,block2_Pilot_2,16,n_s,n_s_weak,,,,,0,1,1,1,0,34,34,34,,,,,,,,,1085.1784568999428,None,1087.1809594999067,1087.4705625999486,1087.4705625999486,1087.4784128000028,1087.4784128000028,1087.5191312999232,1087.5191312999232,None,None,0,,1087.5191312999232,None,1089.0192255999427,None,['9'],[0.5530437000561506],1089.0192255999427,None,,,,,Emoconpilot033,2021_Nov_02_1523,BackwardMask,2020.2.8,120.34852936094606,
,f,030_o_f_h_a.jpg,happy,9,12,f,012_o_f_n_a.jpg,neutral,incongruent,8,match,,120,170,,3,190,block2_Pilot_2,30,h_n,h_n_weak,,,,,0,1,1,1,0,35,35,35,,,,,,,,,1092.0201898999512,None,1093.622000399977,1093.9124104999937,1093.9124104999937,1093.9367714999244,1093.9367714999244,1093.9776846999303,1093.9776846999303,None,9,0,0.47468089999165386,1093.9776846999303,None,1095.4777825999772,None,['7'],[0.32656069996301085],1095.4777825999772,None,,,,,Emoconpilot033,2021_Nov_02_1523,BackwardMask,2020.2.8,120.34852936094606,
,f,030_o_f_s_a.jpg,sad,7,12,f,012_o_f_n_a.jpg,neutral,incongruent,8,match,,130,170,,3,197,block2_Pilot_2,30,s_n,s_n_strong,,,,,0,1,1,1,0,36,36,36,,,,,,,,,1098.4777604999254,None,1100.1509243999608,1100.446324499906,1100.446324499906,1100.4702699999325,1100.4702699999325,1100.510991999996,1100.510991999996,None,7,0,1.0051906999433413,1100.510991999996,None,1102.0114630999742,None,['8'],[0.6568123999750242],1102.0114630999742,None,,,,,Emoconpilot033,2021_Nov_02_1523,BackwardMask,2020.2.8,120.34852936094606,
